Strouse Cat ID,Item Name/Number,Vendor Name/Code,Primary Units Type,Primary Units Type ID,Department,Location,Track Landed Cost,Costing Method,Cost Category,Purchase Description,Use Bin,Purchase Price,Vendor 1 Name,Vendor 1 Id,Vendor 1 Subsidiary,Vendor 1 Preferred,Vendor 1 Purchase Price,Bin Number,Preferred (Per Location),COGS Account,Asset Account,Income Account,Tax Schedule
16426,213-W4,213,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,High Performance Masking Tape,TRUE,0.2954064,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,0.2954064,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
16430,SJ3506-W1,SJ3506,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,"Hook, White, Recloseable with PSA",TRUE,0.290481333,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,0.290481333,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
16431,Q100 (FRA-3307)-W3.85,Q100 (FRA-3307),Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,2 mil Clear Polyester S1S Premium Release Liner,TRUE,0.0251251,Fox River Associates,4046,The Strouse Corporation,TRUE,0.0251251,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
16438,9836-W46,9836,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,"Tape, S/C Clear Polyurethane on Poly Carrier, 2 mil",TRUE,3.135034667,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,3.135034667,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
16446,FRA 354-W4,FRA 354,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,2 mil Clear Polyester Release Liner S2S (Easy/Easy),TRUE,0.04272,Fox River Associates,4046,The Strouse Corporation,TRUE,0.04272,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
16457,SO#65151-W4.75,SO#65151,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,"3 mil Single wound sheeting, treated to 40 dyne, ""Easy Split 3"" Spec",TRUE,0.0243846,Brentwood Plastics,4047,The Strouse Corporation,TRUE,0.0243846,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
16484,3290-W12,3290,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category," Reflective Tape- White, Engineering Grade",TRUE,1.119694,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,1.119694,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
16490,IB1190XT-W54,IB1190XT,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,3.4 mil Double Coated PET,TRUE,0.7776,MacTac,3255,The Strouse Corporation,TRUE,0.7776,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
16500,9877-W4,9877,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,"Medical Tape, 4.5 mil D/C Polyester",TRUE,0.1712544,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,0.1712544,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
16505,4929-W1.25,4929,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,"Foam, 25 mil, VHB, double coated black",TRUE,1.262042593,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,1.262042593,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
16510,3903-W4.625,3903,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,Vinyl Duct Tape - White,TRUE,0.10719523,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,0.10719523,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
16516,42 lb. Uncoated-W6,42 lb. Uncoated,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,2.5 mil 42# DK Paper Liner- Uncoated,TRUE,0.00828,"Channeled Resources, Inc. (GMC Coatings)",3277,The Strouse Corporation,TRUE,0.00828,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
16517,9495LE-W1.75,9495LE,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,"6.7 mil, D/C PET, 300LSE, 58#PCK",TRUE,0.11,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,0.11,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
16519,42 lb. Uncoated-W3,42 lb. Uncoated,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,2.5 mil 42# DK Paper Liner- Uncoated,TRUE,0.00414,"Channeled Resources, Inc. (GMC Coatings)",3277,The Strouse Corporation,TRUE,0.00414,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
16527,42 lb. Uncoated-W2,42 lb. Uncoated,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,2.5 mil 42# DK Paper Liner- Uncoated,TRUE,0.00276,"Channeled Resources, Inc. (GMC Coatings)",3277,The Strouse Corporation,TRUE,0.00276,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
16529,"50#, White,Finch Opaque-W17.5","50#, White,Finch Opaque",Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,"Paper, 50#, White,Finch Opaque Smooth",TRUE,0.019530024,Veritiv - Hanover,3269,The Strouse Corporation,TRUE,0.019530024,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
16548,9495LE-W2.5,9495LE,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,"6.7 mil, D/C PET, 300LSE, 58#PCK",TRUE,0.641814558,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,0.641814558,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
16558,CID-THRM-T2500-W24,CID-THRM-T2500,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,"CSM- Low Emissivity Film, Desert Tan, Standard Gloss, No PSA (CID-THRM-T2500)",TRUE,0,"Infrared Tools, LLC ( IR.TOOLS )",3581,The Strouse Corporation,TRUE,0,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
16571,FLX040266-W6,FLX040266,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,"FLEXmount® DFM 050 CLEAR V- 302LP 70 D/FK,.5 mil  Clear Polyester, Low tack/ Low tack (Removable)",TRUE,0.33912,"FLEXcon Company, Inc.",3247,The Strouse Corporation,TRUE,0.33912,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
16600,78 lb. C1S BG40-W4.75,78 lb. C1S BG40,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,4.4 mil 78 lb. Medium Release C1S Liner BG40,TRUE,0.020349,"Channeled Resources, Inc. (GMC Coatings)",3277,The Strouse Corporation,TRUE,0.020349,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
16601,4955-W2.625,4955,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,"80 mil, VHB, double coated white ",TRUE,2.503148148,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,2.503148148,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
16608,4949-W6.25,4949,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,"45 mil, VHB, double coated Black ",TRUE,5.472215741,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,5.472215741,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
16634,78 lb. C1S BG40-W2,78 lb. C1S BG40,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,4.4 mil 78 lb. Medium Release C1S Liner BG40,TRUE,0.008568,"Channeled Resources, Inc. (GMC Coatings)",3277,The Strouse Corporation,TRUE,0.008568,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
16644,427-W22,427,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,"5 mil Aluminum Foil, (linered)",TRUE,3.956282778,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,3.956282778,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
16645,8211-W60,8211,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,"1 mil, Adhesive Transfer Optically clear adhesive, double linered with 2mil PET",TRUE,4.241023889,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,4.241023889,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
16646,427-W15,427,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,"5 mil Aluminum Foil, (linered)",TRUE,2.280168,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,2.280168,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
16647,3903 Black-W49,3903 Black,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,Vinyl Duct Tape - Black - LOG,TRUE,1.192492667,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,1.192492667,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
16649,78 lb. C1S BG40-W2.25,78 lb. C1S BG40,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,4.4 mil 78 lb. Medium Release C1S Liner BG40,TRUE,0.013581,"Channeled Resources, Inc. (GMC Coatings)",3277,The Strouse Corporation,TRUE,0.013581,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
16665,19342-29#211090-W51,19342-29#211090,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,"Polyester, 5 mil DuPont Mylar Grade A",TRUE,0.9,Tekra Corp. N.C.,3537,The Strouse Corporation,TRUE,0.9,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
16718,7812-W6,7812,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,"2 mil Matte WhiteTop coated  Polyimide, 100, 55# DK",TRUE,3.51566,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,3.51566,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
16734,9703-W24,9703,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category," 2 mil, A-10 Conductive, 58# PCK",TRUE,19.29592593,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,19.29592593,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
16775,Blue 2 mil-W6.5,Blue 2 mil,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,CSM- 2 mil Blue Tape,TRUE,0,"W.R. Rayson Co., Inc.",3620,The Strouse Corporation,TRUE,0,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
16790,9828-W5,9828,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,"3.5 mil, PET, D/C, 340, 55# DK",TRUE,0.110709722,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,0.110709722,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
16793,213-W6,213,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,Masking Tape,TRUE,0.443109595,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,0.443109595,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
16819,9471LE-W0.5,9471LE,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,"2 mil, 300LSE, 58#PCK",TRUE,0.029641111,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,0.029641111,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
16822,764Red-W2,764Red,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,"5 mil, Vinyl, Red",TRUE,0.046397222,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,0.046397222,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
16826,DC-PEF03A-W8.25,DC-PEF03A,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,"White Acrylic Adhesive 1/32""",TRUE,0.417751736,Adhesive Tape Products,3237,The Strouse Corporation,TRUE,0.417751736,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
16835,DC-PEF03A-W48,DC-PEF03A,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,"Foam, 1/32"" White Acrylic Adhesive ",TRUE,2.430555556,Adhesive Tape Products,3237,The Strouse Corporation,TRUE,2.430555556,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
16836,54 lb. C1S S0(BG0)-W6.1875,54 lb. C1S S0(BG0),Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,3.2 mil 54 lb. Easy Release C1S Liner,TRUE,0.03274424,"Channeled Resources, Inc. (GMC Coatings)",3277,The Strouse Corporation,TRUE,0.03274424,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
16846,5498-W3,5498,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,"4.0 mil, PTFE Tape- Beige, Silicone Adhesive",TRUE,1.32712963,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,1.32712963,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
16908,RG20 384#-W2,RG20 384#,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,PET filament tape,TRUE,0.095333333,Intertape Polymer Group,3311,The Strouse Corporation,TRUE,0.095333333,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
16911,1000 Series O Aluminum-W12,1000 Series O Aluminum,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,"Aluminum Foil, .0005"",  UNprinted",TRUE,0.064182222,"ALL-FOILS, Inc.",3365,The Strouse Corporation,TRUE,0.064182222,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
16925,FRA 310-W1,FRA 310,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,"Liner, 2 mil PET clear, FRA 310, Fluorosilicone, Easy Release",TRUE,0.020301583,Fox River Associates,4046,The Strouse Corporation,TRUE,0.020301583,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
16932,2364-W57,2364,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,"6.5 mil, Crepe Masking, Nat. Syn. Rubber Blend",TRUE,1.528885067,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,1.528885067,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
16944,8671-W3.5,8671,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,14 mil polyurethane protective tape,TRUE,2.3005,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,2.3005,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
16945,Q100 (FRA-3307)-W8.75,Q100 (FRA-3307),Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,2 mil Clear Polyester S1S Premium Release Liner,TRUE,0.0571592,Fox River Associates,4046,The Strouse Corporation,TRUE,0.0571592,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
16947,8010 (15mil)-W12,8010 (15mil),Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,15 mil Polycarbonate ,TRUE,1.1204,Fox River Associates,4185,The Strouse Corporation,TRUE,1.1204,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
16948,8010 (20mil)-W12,8010 (20mil),Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,20  mil Polycarbonate ,TRUE,1.35,Polymershapes - Jessup,3375,The Strouse Corporation,TRUE,1.35,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
16949,8146-1-W12,8146-1,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,1mil Optically Clear Adhesive,TRUE,1.022222222,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,1.022222222,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
16950,S5511-2SW-W18,S5511-2SW,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,"Yellow  Splicing Tape, 1.5 mil PET w/backside release, 1.5 mil silicone release",TRUE,1.354027778,Adhesive Applications,3312,The Strouse Corporation,TRUE,1.354027778,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
16954,8671-W12,8671,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,14 mil polyurethane protective tape,TRUE,11.33032037,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,11.33032037,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
16955,9471LE-W12,9471LE,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,"2 mil, 300LSE, 58#PCK",TRUE,2.165370556,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,2.165370556,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
16957,FRA 328 S2S-W5.25,FRA 328 S2S,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,"4 mil PET Liner, FRA 328, S2S 
Easy/Medium",TRUE,0.06650875,Fox River Associates,4046,The Strouse Corporation,TRUE,0.06650875,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
16962,8171CL-W12,8171CL,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category, Optically Clear  Adhesive,TRUE,1.022222222,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,1.022222222,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
16974,78 lb. C1S BG40-W2.75,78 lb. C1S BG40,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,4.4 mil 78 lb. Medium Release C1S Liner BG40,TRUE,0.011781,"Channeled Resources, Inc. (GMC Coatings)",3277,The Strouse Corporation,TRUE,0.011781,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
17003,8547-W4,8547,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,Polyurethane protective tape,TRUE,2.395462963,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,2.395462963,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
17027,Q100 (FRA-3307)-W1.25,Q100 (FRA-3307),Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,2 mil Clear Polyester S1S Premium Release Liner,TRUE,0.00789,Fox River Associates,4046,The Strouse Corporation,TRUE,0.00789,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
17028,2 mil T30-W12.5,2 mil T30,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,Poly Liner Medium Release,TRUE,0.11979,Eastman Performance Films,3399,The Strouse Corporation,TRUE,0.11979,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
17035,3130C-W6,3130C,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,"3 mil, Clear Cohesive  Protective Film  ",TRUE,0.06671,"Pregis PolyMask, Inc.",4045,The Strouse Corporation,TRUE,0.06671,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
17038,Flexmark V400 F Black V-58 90 PFW-W2.5,Flexmark V400 F Black V-58 90 PFW,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,"4 mil Black vinyl, Flexmark V 400  F Black  V-58 90 PFW",TRUE,0.0852,"FLEXcon Company, Inc.",3247,The Strouse Corporation,TRUE,0.0852,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
17043,RBL # 435-W24,RBL # 435,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,Self-Adhering Lite Box Glass Protective Film,TRUE,0.6622,AMAZON.Com,3378,The Strouse Corporation,TRUE,0.6622,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
17060,4737T-W1.5,4737T,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,"5.4 mil, Vinyl Masking, Fine Line High Temp, Translucent Blue",TRUE,0.373078704,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,0.373078704,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
17066,PT1100-W5.25,PT1100,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,Acrylic Foam Tape ,TRUE,1.811835013,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,1.811835013,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
17086,RP62-W4.8,RP62,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,"RP62, 62 mil, D/C Acrylic, VHB",TRUE,1.386239352,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,1.386239352,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
17089,9629FL-W54,9629FL,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,"4 mil, PET, D/C, 360, PET liner - LOG",TRUE,5.013546111,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,5.013546111,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
17090,4737T-W8,4737T,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,"5.1 mil, Vinyl Masking, Fine Line High Temp Blue, Rubber w/83# Liner ",TRUE,0.481431624,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,0.481431624,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
17093,401+-W3,401+,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,Performance Masking  401+,TRUE,0.033534,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,0.033534,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
17117,4956-W4,4956,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,"Foam, 62 mil, VHB, double coated, Grey",TRUE,3.112824074,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,3.112824074,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
17134,9471FL-W5,9471FL,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,"2 mil, 300LSE , 2 mil PET liner",TRUE,0.324317778,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,0.324317778,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
17141,1567-W1.5,1567,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,D/C PET w/60# liner,TRUE,0.111185307,3M Medical Specialities,4181,The Strouse Corporation,TRUE,0.111185307,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
17144,TT200 L344 60 LA PFW-W0.5,TT200 L344 60 LA PFW,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,Flexmount TT200 L344 60 LA PFW,TRUE,0.0162,"FLEXcon Company, Inc.",3247,The Strouse Corporation,TRUE,0.0162,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
17159,7871-W5,7871,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,"2 mil  White Polyester TC, 350, 55# DK",TRUE,0.227928,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,0.227928,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
17160,CO404 905000-W5,CO404 905000,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,Blue Splicing Tape,TRUE,0.195,Tapeworks,4043,The Strouse Corporation,TRUE,0.195,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
17185,468MP-W7.5,468MP,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,"5 mil, 200MP, 58#PCK",TRUE,0.630547593,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,0.630547593,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
17202,5 mil clear-W4,5 mil clear,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,5 mil Clear  Polyester,TRUE,0.125,TEAM Plastics,3304,The Strouse Corporation,TRUE,0.125,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
17248,467MPF-W24,467MPF,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,"2 mil, 200, 2 mil PET liner.",TRUE,1.920155,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,1.920155,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
17251,55 lb. Tight C1S S75-W3,55 lb. Tight C1S S75,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,55 lb. Tight C1S Densified Kraft Release Liner,TRUE,0.009,"Channeled Resources, Inc. (GMC Coatings)",3277,The Strouse Corporation,TRUE,0.009,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
17261,9471FL-W4,9471FL,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,"2 mil, 300LSE , 2 mil PET liner",TRUE,0.259454074,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,0.259454074,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
17262,Q100 (FRA-3307)-W5.25,Q100 (FRA-3307),Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,2 mil Clear Polyester S1S Premium Release Liner,TRUE,0.0377257,Fox River Associates,4046,The Strouse Corporation,TRUE,0.0377257,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
17279,9461P-W6,9461P,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,1 mil 100 Adhesive Transfer,TRUE,0.4106175,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,0.4106175,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
17280,9461P-W0.16,9461P,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,1 mil 100 Adhesive Transfer,TRUE,0.010060778,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,0.010060778,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
17290,614URM-W6,614URM,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,1.82 mil Clear Polyester Overlaminate Removable Adhesive,TRUE,0.075888,Avery Dennison  (Formerly know as ACPO Ltd.),3300,The Strouse Corporation,TRUE,0.075888,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
17295,614URM-W4,614URM,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,1.82 mil Clear Polyester Overlaminate Removable Adhesive,TRUE,0.050592,Avery Dennison  (Formerly know as ACPO Ltd.),3300,The Strouse Corporation,TRUE,0.050592,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
17302,8179C-W6.85,8179C,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,"8 mil, Clear Protective Film",TRUE,0.24872,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,0.24872,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
17315,2477P-W10,2477P,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,"Tape, D/C Silicone/ Acrylic Medical Tape 2477P",TRUE,1.649808,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,1.649808,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
17347,K-104-W17,K-104,Length Units,,Operations,Strouse-HQ,,Average,Default Cost Category,"Polyimide Tape, Silicone Adhesive, 0.5 mil",TRUE,10.26768519,Saint-Gobain Performance Plastics,3299,The Strouse Corporation,TRUE,10.26768519,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
