Strouse Cat ID,Item Name/Number,Vendor Name/Code,Primary Units Type,Primary Units Type ID,Department,Location,Track Landed Cost,Costing Method,Cost Category,Purchase Description,Use Bin,Purchase Price,Vendor 1 Name,Vendor 1 Id,Vendor 1 Subsidiary,Vendor 1 Preferred,Vendor 1 Purchase Price,Bin Number,Preferred (Per Location),COGS Account,Asset Account,Income Account,Tax Schedule
2,505E-W7,505E,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,"DSX 50/50 w/s-490 adhesive. 
",TRUE,,Fasson / Avery Dennison Label & Packaging Materials     (acct. 5387),3246,The Strouse Corporation,TRUE,,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
4,03146-W3,03146,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,Matte Litho w/AT20 Permanent Adhesive,TRUE,0.018033573,Fasson / Avery Dennison Label & Packaging Materials     (acct. 5387),3246,The Strouse Corporation,TRUE,0.018033573,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
52,10092-W3,10092,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,1 mil Clear Poly Overlam,TRUE,0.038654,"FLEXcon Company, Inc.",3247,The Strouse Corporation,TRUE,0.038654,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
302,500Wpvc-W0.5,500Wpvc,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,White UPVC,TRUE,0.00361547,The Strouse Corporation,3138,The Strouse Corporation,TRUE,0.00361547,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
330,234-W6,234,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,General Purpose Masking Tape,TRUE,0.053621988,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,0.053621988,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
381,SJ3530 - Black-W1,SJ3530 - Black,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,"Hook, Rubber, Black, General Purpose PSA",TRUE,0.348,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,0.348,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
405,396-W2,396,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,"4 mil, Clear Super Bond Film",TRUE,0.361111111,ULINE,3330,The Strouse Corporation,TRUE,0.361111111,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
414,4116-W1.5,4116,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,"Foam, 1/16"", 350, single coated white",TRUE,0.566361,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,0.566361,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
455,6582-W48,6582,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,Premask Application Tape 300,TRUE,0.623166667,American Biltrite,3238,The Strouse Corporation,TRUE,0.623166667,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
482,4492W-W0.75,4492W,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,"1/32"", 430, Double Coated White ",TRUE,0.132715741,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,0.132715741,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
500,9459W-W5.75,9459W,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,"1.5 mil, 300, 55#DK",TRUE,0.497222222,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,0.497222222,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
545,467MP-W1,467MP,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,"2 mil, 200MP, 58# PCK",TRUE,0.057882222,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,0.057882222,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
559,F9460PC-W3,F9460PC,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,"2 mil, 100MP, 58# PCK",TRUE,0.390518519,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,0.390518519,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
560,F9460PC-W4.875,F9460PC,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,"2 mil, 100MP, 58# PCK",TRUE,0.59047383,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,0.59047383,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
575,415-W6,415,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,"Double coated PET, 4 mil, 400, 55# DK",TRUE,0.526759167,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,0.526759167,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
577,415-W48,415,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,"Double coated PET, 4 mil, 400, 55# DK",TRUE,4.214091667,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,4.214091667,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
587,920XL-W0.5,920XL,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,"1 mil, 1000 adhesive, 40 DK white with red print, extended liner",TRUE,0.024536,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,0.024536,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
616,4950-W0.75,4950,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,"45 mil, VHB, White",TRUE,0.67234537,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,0.67234537,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
617,4905-W1,4905,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,"20 mil, VHB,  double coated clear",TRUE,0.652914815,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,0.652914815,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
637,100AV-W2.25,100AV,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,"1 mil Polyimide, No PSA",TRUE,0.112432,Kaneka North America – Apical Division,3252,The Strouse Corporation,TRUE,0.112432,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
641,200AV-W6,200AV,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,"2 mil Polyimide, No PSA",TRUE,0.634333333,Kaneka North America – Apical Division,3252,The Strouse Corporation,TRUE,0.634333333,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
705,468MP-W48,468MP,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,"5 mil, 200MP, 58#PCK",TRUE,2.039055556,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,2.039055556,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
706,468MP-W3.5,468MP,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,"5 mil, 200MP, 58#PCK",TRUE,0.266631944,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,0.266631944,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
743,9485PC-W3,9485PC,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,"5 mil, 350, 62# PCK",TRUE,0.470555556,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,0.470555556,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
813,1043-W6,1043,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,"Polyester, 1 mil DuPont Mylar Grade A, Non Treated (3.0 "" ID, 2.4349"" OD)GRAY Cast- Hopewell mfg facility",TRUE,0.02448,"Transcendia (Transilwrap Company, Inc.)",3266,The Strouse Corporation,TRUE,0.02448,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
902,54 lb. C1S SL4 (S38)-W1,54 lb. C1S SL4 (S38),Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,3.2 mil 54 lb. Medium Release C1S Liner,TRUE,0.0034908,"Channeled Resources, Inc. (GMC Coatings)",3277,The Strouse Corporation,TRUE,0.0034908,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
943,8411-W2.5,8411,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,"1.5 mil, Transparent Polyester, Acrylic Adhesive",TRUE,0.185613715,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,0.185613715,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
954,9472-W0.875,9472,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,"5 mil, 300, 60#DK",TRUE,0.092061728,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,0.092061728,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
967,7600-W6,7600,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,"3.5 mil, White Gloss Vinyl, 500, 43# DK",TRUE,0.25776,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,0.25776,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
983,9009-W4.25,9009,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,"2.1mil D/C PET, 300, 55# DK",TRUE,0.252038056,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,0.252038056,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
1006,4994-W54,4994,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,55# C2S Silicone Release Liner - LOG,TRUE,0.684583796,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,0.684583796,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
1007,CO404 438000-W38,CO404 438000,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,Blue Splicing Tape - LOG,TRUE,1.304166667,Tapeworks,4043,The Strouse Corporation,TRUE,1.304166667,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
1042,9828-W5.4,9828,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,"3.5 mil, PET, D/C, 340, 55# DK",TRUE,0.1195665,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,0.1195665,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
1050,1 mil Poly-W0.5,1 mil Poly,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,1 mil Polyester,TRUE,0.0015,Interfilm,4180,The Strouse Corporation,TRUE,0.0015,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
1056,9472-W48,9472,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,"5 mil, 300, 60#DK",TRUE,5.023222222,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,5.023222222,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
1073,9472-W2,9472,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,"5 mil, 300, 60#DK",TRUE,0.209300926,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,0.209300926,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
1084,966-W24,966,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,Adhesive Transfer,TRUE,2.327548889,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,2.327548889,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
1086,966-W6,966,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,Adhesive Transfer,TRUE,0.446644778,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,0.446644778,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
1091,7600-W10.75,7600,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,"3.5 mil, White Gloss Vinyl, 500, 43# DK",TRUE,0.5961585,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,0.5961585,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
1108,1043-W0.5,1043,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,"Polyester, 1 mil DuPont Mylar Grade A",TRUE,0.0014076,"Transcendia (Transilwrap Company, Inc.)",3266,The Strouse Corporation,TRUE,0.0014076,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
1113,1316-W1,1316,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,"Flex MagStock w/Adhesive,Black .035""",TRUE,0.8188,Flexmag West,3555,The Strouse Corporation,TRUE,0.8188,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
1119,OPP-34CC-W1,OPP-34CC,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,Crystal Clear 3.4mil Tape,TRUE,0.008848485,Adhesive Tape Products,3237,The Strouse Corporation,TRUE,0.008848485,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
1122,100AV-W6,100AV,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,"1 mil Polyimide, No PSA",TRUE,0.310790123,Kaneka North America – Apical Division,3252,The Strouse Corporation,TRUE,0.310790123,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
1145,9459W-W6,9459W,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,"1.5 mil, 300, 55#DK",TRUE,0.498768333,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,0.498768333,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
1157,F9469PC-W2,F9469PC,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,5 mil Adhesive Transfer Tape (Printed Liner),TRUE,0.364351111,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,0.364351111,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
1161,16836-W9,16836,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,100# Tag Stock,TRUE,0.022679856,Fasson / Avery Dennison Label & Packaging Materials     (acct. 5387),3246,The Strouse Corporation,TRUE,0.022679856,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
1217,K24-W5.5,K24,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,3 Ply Poly Coated Embossed Tissue,TRUE,0.029273778,BlueRidge Tissue (NPS Corporation),3356,The Strouse Corporation,TRUE,0.029273778,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
1226,HDS-90-W60,HDS-90,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,Silicone Free Release Liner - LOG,TRUE,1.060704,Classic Printers & Converters,3331,The Strouse Corporation,TRUE,1.060704,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
1231,5905Rpvc-W0.75,5905Rpvc,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,Red UPVC,TRUE,0.00426736,The Strouse Corporation,3138,The Strouse Corporation,TRUE,0.00426736,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
1248,9828-W54,9828,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,"3.5 mil, PET, D/C, 340, 55# DK - LOG",TRUE,1.195665,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,1.195665,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
1249,9828-W6,9828,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,"3.5 mil, PET, D/C, 340, 55# DK",TRUE,0.132851667,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,0.132851667,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
1260,396-W4,396,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,Clear Super Bond Polyester,TRUE,0.165119907,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,0.165119907,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
1282,4950-W2,4950,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,"45 mil, VHB, White",TRUE,1.67567037,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,1.67567037,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
1289,764-Y-W49,764-Y,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,"5 mil, Vinyl, Yellow",TRUE,1.023983333,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,1.023983333,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
1303,78 lb. C1S S45-W2.875,78 lb. C1S S45,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,4.4 mil 78 lb. Medium Release C1S Liner,TRUE,0.0123165,"Channeled Resources, Inc. (GMC Coatings)",3277,The Strouse Corporation,TRUE,0.0123165,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
1314,9472-W5.25,9472,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,"5 mil, 300, 60#DK",TRUE,0.74125,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,0.74125,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
1385,7871-W6,7871,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,"2 mil  White Polyester TC, 350, 55# DK",TRUE,0.291742446,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,0.291742446,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
1448,9415PC-W24,9415PC,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,"2 mil, 400/1000, 78# PCK (differential adh.)",TRUE,4.122258333,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,4.122258333,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
1485,467MP-W48,467MP,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,"2 mil, 200MP, 58# PCK",TRUE,2.713621111,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,2.713621111,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
1505,7600-W4,7600,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,"3.5 mil, White Gloss Vinyl, 500, 43# DK",TRUE,0.150193167,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,0.150193167,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
1537,9828-W1,9828,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,"3.5 mil, PET, D/C, 340, 55# DK",TRUE,0.019896091,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,0.019896091,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
1555,PM200 Clear Matte TC348 No PS-W6,PM200 Clear Matte TC348 No PS,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,PM200 Clear Matte T/C 348 No P/S,TRUE,0.17136,"FLEXcon Company, Inc.",3247,The Strouse Corporation,TRUE,0.17136,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
1572,700E-W2,700E,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,2 mil Polypropylene w/ Acrylic Adhesive,TRUE,0.012072,Avery Dennison  (Formerly know as ACPO Ltd.),3300,The Strouse Corporation,TRUE,0.012072,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
1595,EL8001-W27,EL8001,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,D/F Bonding Tape,TRUE,27.0048,"Adhesives Research, Inc.",3301,The Strouse Corporation,TRUE,27.0048,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
1621,4646-W1.25,4646,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,"25 mil, D/C Grey Acrylic, VHB",TRUE,0.495,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,0.495,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
1626,4994-W2.25,4994,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,55# C2S Silicone Release Liner,TRUE,0.029088994,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,0.029088994,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
1632,CO404 402000-W2,CO404 402000,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,Blue Splicing Tape,TRUE,0.078001543,Tapeworks,4043,The Strouse Corporation,TRUE,0.078001543,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
1637,7600-W3.25,7600,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,"3.5 mil, White Gloss Vinyl, 500, 43# DK",TRUE,0.1172535,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,0.1172535,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
1638,50155507-W4.5,50155507,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,"Poly Liner Easy Release
(1 mil PET w/T-10)",TRUE,0.02475,Eastman Performance Films,3399,The Strouse Corporation,TRUE,0.02475,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
1653,25A29C-W48 - CatID-1653,25A29C,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,2.5 mil Clear  Protective Film,TRUE,0.64121,"Pregis PolyMask, Inc.",4045,The Strouse Corporation,TRUE,0.64121,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
1680,F9469PC-W2.25,F9469PC,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,5 mil Adhesive Transfer Tape (Printed Liner),TRUE,0.390744167,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,0.390744167,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
1708,491 AWF-W6,491 AWF,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,CSM - Foil/Skrim/Kraft All Weather Sealing Tape,TRUE,0,"Ideal Tape Co., Inc.",3540,The Strouse Corporation,TRUE,0,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
1714,9471LE-W54,9471LE,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,"2 mil, 300LSE, 58#PCK",TRUE,2.568248148,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,2.568248148,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
1740,HDS-90-W1.5,HDS-90,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,Silicone Free Release Liner,TRUE,0.026516667,Classic Printers & Converters,3331,The Strouse Corporation,TRUE,0.026516667,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
1755,4994-W2,4994,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,55# C2S Silicone Release Liner,TRUE,0.025354955,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,0.025354955,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
1756,9495LE-W6,9495LE,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,"6.7 mil, D/C PET, 300LSE, 58#PCK",TRUE,0.479380556,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,0.479380556,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
1757,9495LE-W12,9495LE,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,"6.7 mil, D/C PET, 300LSE, 58#PCK",TRUE,1.375003889,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,1.375003889,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
1815,4999-W4.5,4999,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,"Liner, 3.2 mil 55# DK, C1S",TRUE,0.087444444,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,0.087444444,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
1822,4905-W6.75,4905,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,"20 mil, VHB,  double coated clear",TRUE,3.594697222,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,3.594697222,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
1850,4994-W4.5,4994,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,55# C2S Silicone Release Liner,TRUE,0.05704865,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,0.05704865,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
1864,4737TL-W48,4737TL,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,"5.1 mil, Vinyl Masking, Fine Line Trans. Blue, Rubber",TRUE,2.270853846,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,2.270853846,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
1881,F9460PC-W24,F9460PC,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,"2 mil, 100MP, 58# PCK",TRUE,3.440513333,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,3.440513333,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
1885,9495MP-W54,9495MP,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,"5 mil, 200MP, 58# PCK   - LOG",TRUE,4.732706296,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,4.732706296,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
1893,F9460PC-W1.25,F9460PC,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,"2 mil, 100MP, 58# PCK",TRUE,0.162722222,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,0.162722222,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
1907,SJ3560-W1,SJ3560,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,"Dual Lock, Clear Type 250, VHB PSA - request to have bulk packaging. Lot of time unboxing and waste. TF 11/2/2018",TRUE,1.04286,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,1.04286,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
1911,9009-W3,9009,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,"1.9 mil D/C PET, 300, 55# DK",TRUE,0.153719444,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,0.153719444,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
1921,444-W16,444,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,"3.8 mil, 300, 55# DK ",TRUE,2.965218519,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,2.965218519,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
1937,16836-W4.5,16836,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,100# Tag Stock,TRUE,0.01134,Fasson / Avery Dennison Label & Packaging Materials     (acct. 5387),3246,The Strouse Corporation,TRUE,0.01134,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
1950,966NP-W4.5,966NP,Length Units,7,Operations,Strouse-HQ,,Average,Default Cost Category,"2 mil, 100, 62#DK (unprinted)",TRUE,0.236345926,"3M Company, Inc. Converter Markets",3141,The Strouse Corporation,TRUE,0.236345926,,,5000 Cost of Goods,300000 Sales,13100 Inventory Asset,FALSE
