Reference #,Adjustment Account,Date,Posting Period,Memo,Subsidiary,Department,Item,Item,Item ID,Item ID Sandipan,Location,Units,Adjust Qty By,Est. Unit Cost,Department,Class,Memo,,Lot/Serial (for lot numbered item),Expiration Date (for lot numbered item),Lot Quantity (for lot numbered item)
,6656 Valuation Adjustments,9/9/2024,,Opening Balance,Western Consolidated Technologies,,WSOR030023013D-DP037W,WSOR030023013D-DP037W,33013,33013,WCT HQ,EA,,0.26938,,OR,,E1-FG,4/30/2025,,320
,6657 Valuation Adjustments,12/12/2023,,Opening Balance,Western Consolidated Technologies,,WSOR025018003D-DJ030W,WSOR025018003D-DJ030W,33014,33014,WCT HQ,EA,,0.24369,,OR,,E1-FG,4/30/2025,,246
,6658 Valuation Adjustments,4/19/2024,,Opening Balance,Western Consolidated Technologies,,WSNC070030033D-PGM05K,WSNC070030033D-PGM05K,33017,33017,WCT HQ,EA,,0.65692,,NC,,E1-FG,4/30/2025,,186
,6659 Valuation Adjustments,2/21/2025,,Opening Balance,Western Consolidated Technologies,,WSNC036024008D-PMX05K,WSNC036024008D-PMX05K,33022,33022,WCT HQ,EA,,0.28685,,NC,,E1-FG,4/30/2025,,500
,6660 Valuation Adjustments,4/17/2023,,Opening Balance,Western Consolidated Technologies,,WSNC105098014D-PCX15K,WSNC105098014D-PCX15K,33026,33026,WCT HQ,EA,,0.20813,,NC,,E1-FG,4/30/2025,,67
,6661 Valuation Adjustments,12/10/2021,,Opening Balance,Western Consolidated Technologies,,23973,23973,51919,51919,WCT HQ,EA,,20.26917,,MP,,E1-FG,4/30/2025,,16
,6662 Valuation Adjustments,2/6/2019,,Opening Balance,Western Consolidated Technologies,,WPOT176137006D-MSX50S,WPOT176137006D-MSX50S,33031,33031,WCT HQ,EA,,0.30543,,OT,,E1-FG,4/30/2025,,164
,6663 Valuation Adjustments,3/20/2025,,Opening Balance,Western Consolidated Technologies,,WPOT227188009D-MSX50S,WPOT227188009D-MSX50S,33032,33032,WCT HQ,EA,,0.52227,,NC,,E1-FG,4/30/2025,,53
,6664 Valuation Adjustments,5/6/2024,,Opening Balance,Western Consolidated Technologies,,WSNC156129014D-PPM15K,WSNC156129014D-PPM15K,33038,33038,WCT HQ,EA,,0.51554,,NC,,E1-FG,4/30/2025,,539
,6665 Valuation Adjustments,2/27/2024,,Opening Balance,Western Consolidated Technologies,,WSNC213201013D-DV225N,WSNC213201013D-DV225N,33044,33044,WCT HQ,EA,,0.54159,,OR,,E1-FG,4/30/2025,,509
,6666 Valuation Adjustments,3/21/2019,,Opening Balance,Western Consolidated Technologies,,WSNC117090013D-PXX00W,WSNC117090013D-PXX00W,33048,33048,WCT HQ,EA,,0.53055,,NC,,E1-FG,4/30/2025,,90
,6667 Valuation Adjustments,3/25/2019,,Opening Balance,Western Consolidated Technologies,,WPOS238214004S-PXX00W,WPOS238214004S-PXX00W,33050,33050,WCT HQ,EA,,0.19834,,OT,,E1-FG,4/30/2025,,149
,6668 Valuation Adjustments,5/16/2023,,Opening Balance,Western Consolidated Technologies,,WSNC081032016D-PYM10W,WSNC081032016D-PYM10W,33056,33056,WCT HQ,EA,,0.49552,,NC,,E1-FG,4/30/2025,,127
,6669 Valuation Adjustments,5/1/2023,,Opening Balance,Western Consolidated Technologies,,WSNC086080017D-PXX00W,WSNC086080017D-PXX00W,33063,33063,WCT HQ,EA,,0.2721,,NC,,E1-FG,4/30/2025,,41
,6670 Valuation Adjustments,4/22/2025,,Opening Balance,Western Consolidated Technologies,,WPSM142131007D-PGX15B,WPSM142131007D-PGX15B,33065,33065,WCT HQ,EA,,0.09818,,OT,,E1-FG,4/30/2025,,9347
,6671 Valuation Adjustments,10/7/2024,,Opening Balance,Western Consolidated Technologies,,WSMP098090019S-PZX40N,WSMP098090019S-PZX40N,33068,33068,WCT HQ,EA,,0.53049,,MP,,E1-FG,4/30/2025,,278
,6672 Valuation Adjustments,5/15/2023,,Opening Balance,Western Consolidated Technologies,,WPOS243228038S-PNM12S,WPOS243228038S-PNM12S,33073,33073,WCT HQ,EA,,1.17784,,OS,,E1-FG,4/30/2025,,113
,6673 Valuation Adjustments,8/16/2019,,Opening Balance,Western Consolidated Technologies,,WPOT190176008D-PZF30N,WPOT190176008D-PZF30N,33078,33078,WCT HQ,EA,,0.2227,,OT,,E1-FG,4/30/2025,,75
,6674 Valuation Adjustments,4/18/2024,,Opening Balance,Western Consolidated Technologies,,WPOS104088007S-PRX10K,WPOS104088007S-PRX10K,33095,33095,WCT HQ,EA,,0.17081,,OS,,E1-FG,4/30/2025,,745
,6675 Valuation Adjustments,4/18/2024,,Opening Balance,Western Consolidated Technologies,,WPOS186169008S-PRX10K,WPOS186169008S-PRX10K,33096,33096,WCT HQ,EA,,0.22188,,OS,,E1-FG,4/30/2025,,289
,6676 Valuation Adjustments,4/18/2024,,Opening Balance,Western Consolidated Technologies,,WPOS152136008S-PRX10K,WPOS152136008S-PRX10K,33097,33097,WCT HQ,EA,,0.19408,,OS,,E1-FG,4/30/2025,,410
,6677 Valuation Adjustments,4/18/2025,,Opening Balance,Western Consolidated Technologies,,WSMP072007004L-PGX15W,WSMP072007004L-PGX15W,33098,33098,WCT HQ,EA,,0.1468,,MP,,E1-FG,4/30/2025,,65191
,6678 Valuation Adjustments,12/12/2024,,Opening Balance,Western Consolidated Technologies,,WSMP090082019S-PZX40N,WSMP090082019S-PZX40N,33099,33099,WCT HQ,EA,,0.664,,MP,,E1-FG,4/30/2025,,92
,6679 Valuation Adjustments,4/25/2025,,Opening Balance,Western Consolidated Technologies,,WPSM314301011D-PGX15B,WPSM314301011D-PGX15B,33103,33103,WCT HQ,EA,,0.2378,,OT,,E1-FG,4/30/2025,,229
,6680 Valuation Adjustments,8/25/2023,,Opening Balance,Western Consolidated Technologies,,WPOT095083006D-PXX00W,WPOT095083006D-PXX00W,33106,33106,WCT HQ,EA,,0.06956,,OT,,E1-FG,4/30/2025,,631
,6681 Valuation Adjustments,4/4/2025,,Opening Balance,Western Consolidated Technologies,,WPOT044033008D-PXX00W,WPOT044033008D-PXX00W,33107,33107,WCT HQ,EA,,0.0822,,OT,,E1-FG,4/30/2025,,527
,6682 Valuation Adjustments,4/6/2023,,Opening Balance,Western Consolidated Technologies,,WPOT053035007D-PGX15B,WPOT053035007D-PGX15B,33112,33112,WCT HQ,EA,,0.08746,,OT,,E1-FG,4/30/2025,,3835
,6683 Valuation Adjustments,7/11/2023,,Opening Balance,Western Consolidated Technologies,,WPOT065055004D-PXX00W,WPOT065055004D-PXX00W,33113,33113,WCT HQ,EA,,0.04904,,OT,,E1-FG,4/30/2025,,1020
,6684 Valuation Adjustments,6/17/2024,,Opening Balance,Western Consolidated Technologies,,WPOT182168010D-PGX15A,WPOT182168010D-PGX15A,33114,33114,WCT HQ,EA,,0.19958,,OT,,E1-FG,4/30/2025,,113
,6685 Valuation Adjustments,10/11/2024,,Opening Balance,Western Consolidated Technologies,,WPOT150136007D-PGX15B,WPOT150136007D-PGX15B,33117,33117,WCT HQ,EA,,0.13483,,OT,,E1-FG,4/30/2025,,355
,6686 Valuation Adjustments,7/19/2022,,Opening Balance,Western Consolidated Technologies,,WSSL198088019D-PXX00W,WSSL198088019D-PXX00W,33122,33122,WCT HQ,EA,,0.41102,,SL,,E1-FG,4/30/2025,,713
,6687 Valuation Adjustments,8/26/2020,,Opening Balance,Western Consolidated Technologies,,WPOS037026004S-PXX00W,WPOS037026004S-PXX00W,33124,33124,WCT HQ,EA,,0.22737,,OT,,E1-FG,4/30/2025,,158
,6688 Valuation Adjustments,2/8/2024,,Opening Balance,Western Consolidated Technologies,,WPOT204139004Q-PCX15K,WPOT204139004Q-PCX15K,33130,33130,WCT HQ,EA,,0.21504,,OT,,E1-FG,4/30/2025,,2674
,6689 Valuation Adjustments,4/28/2022,,Opening Balance,Western Consolidated Technologies,,WPOT161146007D-PGX15B,WPOT161146007D-PGX15B,33132,33132,WCT HQ,EA,,0.1193,,OT,,E1-FG,4/30/2025,,190
,6690 Valuation Adjustments,1/3/2025,,Opening Balance,Western Consolidated Technologies,,24098,24098,51970,51970,WCT HQ,EA,,0.15149,,FB,,E1-FG,4/30/2025,,348
,6691 Valuation Adjustments,8/21/2023,,Opening Balance,Western Consolidated Technologies,,24103,24103,51972,51972,WCT HQ,EA,,0.29477,,FB,,E1-FG,4/30/2025,,47
,6692 Valuation Adjustments,8/14/2020,,Opening Balance,Western Consolidated Technologies,,WPOS255237009S-PRX15K,WPOS255237009S-PRX15K,33149,33149,WCT HQ,EA,,0.38688,,OS,,E1-FG,4/30/2025,,626
,6693 Valuation Adjustments,6/3/2024,,Opening Balance,Western Consolidated Technologies,,WPSM266251007D-PCR23K,WPSM266251007D-PCR23K,33150,33150,WCT HQ,EA,,0.15062,,SM,,E1-FG,4/30/2025,,604
,6694 Valuation Adjustments,4/15/2025,,Opening Balance,Western Consolidated Technologies,,WPOT144132006D-PZF30N,WPOT144132006D-PZF30N,33151,33151,WCT HQ,EA,,0.12167,,OT,,E1-FG,4/30/2025,,1738
,6695 Valuation Adjustments,12/3/2024,,Opening Balance,Western Consolidated Technologies,,WSNC405391009D-PGX15B,WSNC405391009D-PGX15B,33153,33153,WCT HQ,EA,,0.46333,,NC,,E1-FG,4/30/2025,,332
,6696 Valuation Adjustments,7/3/2024,,Opening Balance,Western Consolidated Technologies,,WPOT149135009D-PGX15B,WPOT149135009D-PGX15B,33158,33158,WCT HQ,EA,,0.16069,,OT,,E1-FG,4/30/2025,,537
,6697 Valuation Adjustments,7/15/2022,,Opening Balance,Western Consolidated Technologies,,WPOS031021005Q-PGX25W,WPOS031021005Q-PGX25W,33160,33160,WCT HQ,EA,,0.22597,,OS,,E1-FG,4/30/2025,,230
,6698 Valuation Adjustments,8/8/2024,,Opening Balance,Western Consolidated Technologies,,WSOR107100010D-DD125N,WSOR107100010D-DD125N,33161,33161,WCT HQ,EA,,0.29239,,OR,,E1-FG,4/30/2025,,107
,6699 Valuation Adjustments,11/10/2020,,Opening Balance,Western Consolidated Technologies,,WSOR081075010D-DV087W,WSOR081075010D-DV087W,33165,33165,WCT HQ,EA,,0.218,,OR,,E1-FG,4/30/2025,,93
,6700 Valuation Adjustments,2/12/2024,,Opening Balance,Western Consolidated Technologies,,WSMP167152007D-PAX10N,WSMP167152007D-PAX10N,33169,33169,WCT HQ,EA,,1.05244,,MP,,E1-FG,4/30/2025,,79
,6701 Valuation Adjustments,11/21/2024,,Opening Balance,Western Consolidated Technologies,,WPOT162106003D-PPM15K,WPOT162106003D-PPM15K,33170,33170,WCT HQ,EA,,0.09038,,NC,,E1-FG,4/30/2025,,357
,6702 Valuation Adjustments,2/26/2024,,Opening Balance,Western Consolidated Technologies,,WSMP248166021D-DD250K,WSMP248166021D-DD250K,33172,33172,WCT HQ,EA,,1.96508,,MP,,E1-FG,4/30/2025,,14
,6703 Valuation Adjustments,9/26/2023,,Opening Balance,Western Consolidated Technologies,,WPOT150141007D-PRX10K,WPOT150141007D-PRX10K,33177,33177,WCT HQ,EA,,0.11676,,OT,,E1-FG,4/30/2025,,250
,6704 Valuation Adjustments,12/9/2024,,Opening Balance,Western Consolidated Technologies,,WPOT199184010D-PGX15O,WPOT199184010D-PGX15O,33192,33192,WCT HQ,EA,,0.25636,,NC,,E1-FG,4/30/2025,,214
,6705 Valuation Adjustments,11/20/2024,,Opening Balance,Western Consolidated Technologies,,WPOT209193009D-PZF30N,WPOT209193009D-PZF30N,33195,33195,WCT HQ,EA,,0.29025,,OT,,E1-FG,4/30/2025,,294
,6706 Valuation Adjustments,1/13/2025,,Opening Balance,Western Consolidated Technologies,,WPOT177162007D-PRX10E,WPOT177162007D-PRX10E,33196,33196,WCT HQ,EA,,0.12016,,NC,,E1-FG,4/30/2025,,1771
,6707 Valuation Adjustments,12/29/2023,,Opening Balance,Western Consolidated Technologies,,WPOT203185008D-PRX10K,WPOT203185008D-PRX10K,33198,33198,WCT HQ,EA,,0.17171,,OT,,E1-FG,4/30/2025,,960
,6708 Valuation Adjustments,3/5/2025,,Opening Balance,Western Consolidated Technologies,,WSNC049042013D-PXX00W,WSNC049042013D-PXX00W,33199,33199,WCT HQ,EA,,0.34754,,NC,,E1-FG,4/30/2025,,263
,6709 Valuation Adjustments,11/4/2024,,Opening Balance,Western Consolidated Technologies,,WSNC157151003D-DV175N,WSNC157151003D-DV175N,33200,33200,WCT HQ,EA,,0.44235,,NC,,E1-FG,4/30/2025,,250
,6710 Valuation Adjustments,2/24/2022,,Opening Balance,Western Consolidated Technologies,,WSMP212149033D-MXX00W,WSMP212149033D-MXX00W,33206,33206,WCT HQ,EA,,2.69795,,MP,,E1-FG,4/30/2025,,6
,6711 Valuation Adjustments,9/3/2024,,Opening Balance,Western Consolidated Technologies,,WSNC150101012D-PGM15K,WSNC150101012D-PGM15K,33208,33208,WCT HQ,EA,,0.6523,,NC,,E1-FG,4/30/2025,,20
,6712 Valuation Adjustments,5/10/2022,,Opening Balance,Western Consolidated Technologies,,WPOS232217007B-PZF30N,WPOS232217007B-PZF30N,33214,33214,WCT HQ,EA,,0.24382,,OS,,E1-FG,4/30/2025,,50
,6713 Valuation Adjustments,3/28/2022,,Opening Balance,Western Consolidated Technologies,,WSNC249232020D-PNM12S,WSNC249232020D-PNM12S,33216,33216,WCT HQ,EA,,0.78968,,NC,,E1-FG,4/30/2025,,25
,6714 Valuation Adjustments,6/9/2022,,Opening Balance,Western Consolidated Technologies,,WSNC118090079D-PXX00W,WSNC118090079D-PXX00W,33218,33218,WCT HQ,EA,,2.19055,,NC,,E1-FG,4/30/2025,,36
,6715 Valuation Adjustments,10/30/2023,,Opening Balance,Western Consolidated Technologies,,WFFH290238036D-MSX50S,WFFH290238036D-MSX50S,33223,33223,WCT HQ,EA,,1.25335,,FH,,E1-FG,4/30/2025,,362
,6716 Valuation Adjustments,12/19/2024,,Opening Balance,Western Consolidated Technologies,,WFFH342287040D-MSX50S,WFFH342287040D-MSX50S,33224,33224,WCT HQ,EA,,1.20154,,FH,,E1-FG,4/30/2025,,16
,6717 Valuation Adjustments,1/12/2022,,Opening Balance,Western Consolidated Technologies,,WPOT192178009D-PGX15W,WPOT192178009D-PGX15W,33225,33225,WCT HQ,EA,,0.21083,,OT,,E1-FG,4/30/2025,,54
,6718 Valuation Adjustments,7/20/2022,,Opening Balance,Western Consolidated Technologies,,WFFB127110014Q-PGX25K,WFFB127110014Q-PGX25K,33227,33227,WCT HQ,EA,,0.13973,,FB,,E1-FG,4/30/2025,,309
,6719 Valuation Adjustments,5/25/2022,,Opening Balance,Western Consolidated Technologies,,WSNC082059063D-PXX00W,WSNC082059063D-PXX00W,33228,33228,WCT HQ,EA,,1.92768,,NC,,E1-FG,4/30/2025,,50
,6720 Valuation Adjustments,12/27/2021,,Opening Balance,Western Consolidated Technologies,,WPOT204196007A-PGX15B,WPOT204196007A-PGX15B,33230,33230,WCT HQ,EA,,0.11222,,OT,,E1-FG,4/30/2025,,216
,6721 Valuation Adjustments,2/16/2023,,Opening Balance,Western Consolidated Technologies,,WSOR100088010D-DD125N,WSOR100088010D-DD125N,33232,33232,WCT HQ,EA,,0.28843,,OR,,E1-FG,4/30/2025,,807
,6722 Valuation Adjustments,3/29/2022,,Opening Balance,Western Consolidated Technologies,,WPOT139120009D-PGX15B,WPOT139120009D-PGX15B,33234,33234,WCT HQ,EA,,0.14171,,OT,,E1-FG,4/30/2025,,49
,6723 Valuation Adjustments,12/2/2021,,Opening Balance,Western Consolidated Technologies,,WSNC026021008D-PRX15K,WSNC026021008D-PRX15K,33235,33235,WCT HQ,EA,,0.34254,,NC,,E1-FG,4/30/2025,,570
,6724 Valuation Adjustments,11/18/2021,,Opening Balance,Western Consolidated Technologies,,WSNC255194035D-PFX15K,WSNC255194035D-PFX15K,33238,33238,WCT HQ,EA,,2.33789,,NC,,E1-FG,4/30/2025,,17
,6725 Valuation Adjustments,4/10/2025,,Opening Balance,Western Consolidated Technologies,,WPOT149136010D-PGX15B,WPOT149136010D-PGX15B,33246,33246,WCT HQ,EA,,0.18633,,OT,,E1-FG,4/30/2025,,84
,6726 Valuation Adjustments,3/10/2022,,Opening Balance,Western Consolidated Technologies,,WPOT172157007D-PRX10K,WPOT172157007D-PRX10K,33248,33248,WCT HQ,EA,,0.1356,,OT,,E1-FG,4/30/2025,,180
,6727 Valuation Adjustments,2/14/2022,,Opening Balance,Western Consolidated Technologies,,WPOT161151009D-PGX15B,WPOT161151009D-PGX15B,33249,33249,WCT HQ,EA,,0.15945,,OT,,E1-FG,4/30/2025,,328
,6728 Valuation Adjustments,4/18/2024,,Opening Balance,Western Consolidated Technologies,,WPOT181160008D-PGX35W,WPOT181160008D-PGX35W,33253,33253,WCT HQ,EA,,0.14791,,OT,,E1-FG,4/30/2025,,700
,6729 Valuation Adjustments,2/22/2023,,Opening Balance,Western Consolidated Technologies,,WSNC063036026D-PYX07N,WSNC063036026D-PYX07N,33257,33257,WCT HQ,EA,,0.56823,,NC,,E1-FG,4/30/2025,,64
,6730 Valuation Adjustments,8/6/2024,,Opening Balance,Western Consolidated Technologies,,WPOT052041005D-PGX25R,WPOT052041005D-PGX25R,33258,33258,WCT HQ,EA,,0.05893,,OT,,E1-FG,4/30/2025,,750
,6731 Valuation Adjustments,5/13/2022,,Opening Balance,Western Consolidated Technologies,,WSMP100086007Z-PCX15K,WSMP100086007Z-PCX15K,33259,33259,WCT HQ,EA,,0.18597,,MP,,E1-FG,4/30/2025,,175
,6732 Valuation Adjustments,4/12/2024,,Opening Balance,Western Consolidated Technologies,,WPOT182169008D-PGX15O,WPOT182169008D-PGX15O,33263,33263,WCT HQ,EA,,0.1826,,OT,,E1-FG,4/30/2025,,568
,6733 Valuation Adjustments,3/14/2024,,Opening Balance,Western Consolidated Technologies,,WPOT187176009D-PGX15W,WPOT187176009D-PGX15W,33271,33271,WCT HQ,EA,,0.21676,,OT,,E1-FG,4/30/2025,,544
,6734 Valuation Adjustments,7/9/2024,,Opening Balance,Western Consolidated Technologies,,WPOT178159007D-PCR23K,WPOT178159007D-PCR23K,33272,33272,WCT HQ,EA,,0.15519,,OT,,E1-FG,4/30/2025,,218
,6735 Valuation Adjustments,12/6/2024,,Opening Balance,Western Consolidated Technologies,,WPOS098089007S-PZF30N,WPOS098089007S-PZF30N,33278,33278,WCT HQ,EA,,0.16589,,MP,,E1-FG,4/30/2025,,1089
,6736 Valuation Adjustments,3/28/2024,,Opening Balance,Western Consolidated Technologies,,WPSS184170009S-PRX15K,WPSS184170009S-PRX15K,33286,33286,WCT HQ,EA,,0.15543,,SS,,E1-FG,4/30/2025,,390
,6737 Valuation Adjustments,7/22/2024,,Opening Balance,Western Consolidated Technologies,,WPOT160149005D-PZF30N,WPOT160149005D-PZF30N,33289,33289,WCT HQ,EA,,0.11651,,OT,,E1-FG,4/30/2025,,472
,6738 Valuation Adjustments,12/22/2022,,Opening Balance,Western Consolidated Technologies,,WPOS126111007S-PGX15W,WPOS126111007S-PGX15W,33302,33302,WCT HQ,EA,,0.1688,,OS,,E1-FG,4/30/2025,,500
,6739 Valuation Adjustments,11/14/2024,,Opening Balance,Western Consolidated Technologies,,WPOS159148005B-PRX15K,WPOS159148005B-PRX15K,33306,33306,WCT HQ,EA,,0.1413,,OS,,E1-FG,4/30/2025,,40
,6740 Valuation Adjustments,12/6/2024,,Opening Balance,Western Consolidated Technologies,,WPSS164149009S-PZF30N,WPSS164149009S-PZF30N,33312,33312,WCT HQ,EA,,0.16054,,SS,,E1-FG,4/30/2025,,727
,6741 Valuation Adjustments,11/14/2024,,Opening Balance,Western Consolidated Technologies,,WPSS200180006S-PRX10K,WPSS200180006S-PRX10K,33313,33313,WCT HQ,EA,,0.13131,,SS,,E1-FG,4/30/2025,,6224
,6742 Valuation Adjustments,3/14/2025,,Opening Balance,Western Consolidated Technologies,,WPSM202187008D-PRX10K,WPSM202187008D-PRX10K,33318,33318,WCT HQ,EA,,0.11432,,SM,,E1-FG,4/30/2025,,1687
,6743 Valuation Adjustments,5/18/2023,,Opening Balance,Western Consolidated Technologies,,WPOT170150012D-PGX15B,WPOT170150012D-PGX15B,33325,33325,WCT HQ,EA,,0.24773,,OT,,E1-FG,4/30/2025,,52
,6744 Valuation Adjustments,3/1/2023,,Opening Balance,Western Consolidated Technologies,,WSNC124066034Q-PXX00W,WSNC124066034Q-PXX00W,33326,33326,WCT HQ,EA,,0.81489,,NC,,E1-FG,4/30/2025,,11
,6745 Valuation Adjustments,6/8/2023,,Opening Balance,Western Consolidated Technologies,,WPSM088072009D-PGX35D,WPSM088072009D-PGX35D,33333,33333,WCT HQ,EA,,0.09753,,SM,,E1-FG,4/30/2025,,64
,6746 Valuation Adjustments,10/12/2023,,Opening Balance,Western Consolidated Technologies,,WSNC365330012D-PGX15W,WSNC365330012D-PGX15W,33335,33335,WCT HQ,EA,,1.41777,,NC,,E1-FG,4/30/2025,,2
,6747 Valuation Adjustments,10/18/2024,,Opening Balance,Western Consolidated Technologies,,WPOT290270004D-PGX15O,WPOT290270004D-PGX15O,33341,33341,WCT HQ,EA,,0.26574,,OT,,E1-FG,4/30/2025,,11765
,6748 Valuation Adjustments,3/21/2025,,Opening Balance,Western Consolidated Technologies,,WPOS168156007B-PCR31K,WPOS168156007B-PCR31K,33342,33342,WCT HQ,EA,,0.13957,,OS,,E1-FG,4/30/2025,,454.5
,6749 Valuation Adjustments,8/25/2023,,Opening Balance,Western Consolidated Technologies,,WPOS086075006B-PRX15K,WPOS086075006B-PRX15K,33345,33345,WCT HQ,EA,,0.17743,,OS,,E1-FG,4/30/2025,,427
,6750 Valuation Adjustments,8/10/2023,,Opening Balance,Western Consolidated Technologies,,WPOS179159006S-PGX15O,WPOS179159006S-PGX15O,33347,33347,WCT HQ,EA,,0.16962,,OS,,E1-FG,4/30/2025,,54
,6751 Valuation Adjustments,4/25/2024,,Opening Balance,Western Consolidated Technologies,,WPOT064049009D-PGX15O,WPOT064049009D-PGX15O,33348,33348,WCT HQ,EA,,0.12627,,OT,,E1-FG,4/30/2025,,530
,6752 Valuation Adjustments,4/9/2025,,Opening Balance,Western Consolidated Technologies,,24321,24321,52033,52033,WCT HQ,EA,,0.94571,,NC,,E1-FG,4/30/2025,,8
,6753 Valuation Adjustments,11/22/2024,,Opening Balance,Western Consolidated Technologies,,WPSS194176009B-PZF30N,WPSS194176009B-PZF30N,33351,33351,WCT HQ,EA,,0.18894,,SS,,E1-FG,4/30/2025,,156
,6754 Valuation Adjustments,9/20/2024,,Opening Balance,Western Consolidated Technologies,,WSMP120045003D-PAX10N,WSMP120045003D-PAX10N,33354,33354,WCT HQ,EA,,0.11378,,NC,,E1-FG,4/30/2025,,50
,6755 Valuation Adjustments,8/31/2023,,Opening Balance,Western Consolidated Technologies,,WPOS064054007S-PZF30N,WPOS064054007S-PZF30N,33355,33355,WCT HQ,EA,,0.17604,,OS,,E1-FG,4/30/2025,,761
,6756 Valuation Adjustments,10/24/2024,,Opening Balance,Western Consolidated Technologies,,WPOS160144006S-PRX10K,WPOS160144006S-PRX10K,33356,33356,WCT HQ,EA,,0.13998,,OS,,E1-FG,4/30/2025,,290
,6757 Valuation Adjustments,4/22/2025,,Opening Balance,Western Consolidated Technologies,,WSNC074066007D-PCF18K,WSNC074066007D-PCF18K,33359,33359,WCT HQ,EA,,0.16164,,NC,,E1-FG,4/30/2025,,2681
,6758 Valuation Adjustments,9/7/2023,,Opening Balance,Western Consolidated Technologies,,WPOS143132007B-PZF30N,WPOS143132007B-PZF30N,33360,33360,WCT HQ,EA,,0.17094,,OS,,E1-FG,4/30/2025,,228
,6759 Valuation Adjustments,2/28/2025,,Opening Balance,Western Consolidated Technologies,,WPOS132120009S-PZF30N,WPOS132120009S-PZF30N,33365,33365,WCT HQ,EA,,0.18863,,OS,,E1-FG,4/30/2025,,4778
,6760 Valuation Adjustments,6/3/2024,,Opening Balance,Western Consolidated Technologies,,WPSS238220009B-PZF30N,WPSS238220009B-PZF30N,33366,33366,WCT HQ,EA,,0.19649,,SS,,E1-FG,4/30/2025,,59
,6761 Valuation Adjustments,6/14/2023,,Opening Balance,Western Consolidated Technologies,,WSMP133125019S-PZX40N,WSMP133125019S-PZX40N,33369,33369,WCT HQ,EA,,0.78133,,MP,,E1-FG,4/30/2025,,61
,6762 Valuation Adjustments,8/18/2023,,Opening Balance,Western Consolidated Technologies,,WSNC690596011D-PSB50B,WSNC690596011D-PSB50B,33370,33370,WCT HQ,EA,,6.18455,,NC,,E1-FG,4/30/2025,,15
,6763 Valuation Adjustments,12/21/2023,,Opening Balance,Western Consolidated Technologies,,WPOS083071009S-PZF30N,WPOS083071009S-PZF30N,33381,33381,WCT HQ,EA,,0.16707,,OS,,E1-FG,4/30/2025,,1515
,6764 Valuation Adjustments,9/19/2024,,Opening Balance,Western Consolidated Technologies,,WSMPS2C4271PFX,WSMPS2C4271PFX,33382,33382,WCT HQ,EA,,6.00323,,SP,,E1-FG,4/30/2025,,25
,6765 Valuation Adjustments,9/18/2024,,Opening Balance,Western Consolidated Technologies,,24357,24357,53120,53120,WCT HQ,EA,,13.85202,,SP,,E1-FG,4/30/2025,,33
,6766 Valuation Adjustments,1/25/2024,,Opening Balance,Western Consolidated Technologies,,WPOS069053009S-PZF30N,WPOS069053009S-PZF30N,33386,33386,WCT HQ,EA,,0.16046,,OS,,E1-FG,4/30/2025,,480
,6767 Valuation Adjustments,3/21/2025,,Opening Balance,Western Consolidated Technologies,,WPOT274255007D-PRX15K,WPOT274255007D-PRX15K,33387,33387,WCT HQ,EA,,0.20708,,OT,,E1-FG,4/30/2025,,295
,6768 Valuation Adjustments,2/28/2025,,Opening Balance,Western Consolidated Technologies,,WPOT285270008D-PSC30E,WPOT285270008D-PSC30E,33388,33388,WCT HQ,EA,,0.3973,,NC,,E1-FG,4/30/2025,,763
,6769 Valuation Adjustments,10/27/2023,,Opening Balance,Western Consolidated Technologies,,WSNC200150034D-PXX00W,WSNC200150034D-PXX00W,33393,33393,WCT HQ,EA,,1.18671,,NC,,E1-FG,4/30/2025,,12
,6770 Valuation Adjustments,3/28/2024,,Opening Balance,Western Consolidated Technologies,,WPOS175159008S-PGX15F,WPOS175159008S-PGX15F,33396,33396,WCT HQ,EA,,0.21316,,OS,,E1-FG,4/30/2025,,328
,6771 Valuation Adjustments,4/26/2024,,Opening Balance,Western Consolidated Technologies,,WPOS117101008S-PRX15K,WPOS117101008S-PRX15K,33397,33397,WCT HQ,EA,,0.15773,,OS,,E1-FG,4/30/2025,,540
,6772 Valuation Adjustments,4/18/2025,,Opening Balance,Western Consolidated Technologies,,WPOS187168006S-PGX15J,WPOS187168006S-PGX15J,33398,33398,WCT HQ,EA,,0.16146,,OS,,E1-FG,4/30/2025,,3
,6773 Valuation Adjustments,9/16/2024,,Opening Balance,Western Consolidated Technologies,,24379,24379,33403,33403,WCT HQ,EA,,7.46798,,MP,,E1-FG,4/30/2025,,54
