Type,tranid,entity,Vendor Internal Id,reference no,terms,Currency,exchangerate,duedate,postingperiod,subsidiary,memo,trandate,purchaseItemline_itemRef,purchaseItemline_quantity,purchaseItemLine_rate,usertotal,purchaseItemLine_location
Bill,SCRI-1237,ETHEREDGE INDUSTRIAL SERVICES,3200,SCRI-1237,2,US Dollar,1.00,12/31/2022,Dec 2022,Sullivan Process Controls,,12/1/2022,Open AP Item,1,4302.71,4302.71,3
Bill,274855,FAIRCHILD INDUSTRIAL PRODUCTS,2130,274855,2,US Dollar,1.00,11/20/2022,Oct 2022,Sullivan Process Controls,,10/21/2022,Open AP Item,1,3640.80,3640.80,3
Bill,274856,FAIRCHILD INDUSTRIAL PRODUCTS,2130,274856,2,US Dollar,1.00,11/20/2022,Oct 2022,Sullivan Process Controls,,10/21/2022,Open AP Item,1,1021.22,1021.22,3
Bill,274942,FAIRCHILD INDUSTRIAL PRODUCTS,2130,274942,2,US Dollar,1.00,11/24/2022,Oct 2022,Sullivan Process Controls,,10/25/2022,Open AP Item,1,20355.83,20355.83,5
Bill,275061,FAIRCHILD INDUSTRIAL PRODUCTS,2130,275061,2,US Dollar,1.00,11/24/2022,Oct 2022,Sullivan Process Controls,,10/25/2022,Open AP Item,1,830.85,830.85,5
Bill,276838,FAIRCHILD INDUSTRIAL PRODUCTS,2130,276838,2,US Dollar,1.00,12/18/2022,Nov 2022,Sullivan Process Controls,,11/18/2022,Open AP Item,1,1115.20,1115.20,3
Bill,277263,FAIRCHILD INDUSTRIAL PRODUCTS,2130,277263,2,US Dollar,1.00,12/23/2022,Nov 2022,Sullivan Process Controls,,11/23/2022,Open AP Item,1,1000.10,1000.10,5
Bill,277606,FAIRCHILD INDUSTRIAL PRODUCTS,2130,277606,2,US Dollar,1.00,12/31/2022,Dec 2022,Sullivan Process Controls,,12/1/2022,Open AP Item,1,4569.68,4569.68,3
Bill,277602,FAIRCHILD INDUSTRIAL PRODUCTS,2130,277602,2,US Dollar,1.00,12/31/2022,Dec 2022,Sullivan Process Controls,,12/1/2022,Open AP Item,1,4154.25,4154.25,3
Bill,277603,FAIRCHILD INDUSTRIAL PRODUCTS,2130,277603,2,US Dollar,1.00,12/31/2022,Dec 2022,Sullivan Process Controls,,12/1/2022,Open AP Item,1,4154.25,4154.25,3
Bill,277604,FAIRCHILD INDUSTRIAL PRODUCTS,2130,277604,2,US Dollar,1.00,12/31/2022,Dec 2022,Sullivan Process Controls,,12/1/2022,Open AP Item,1,4154.25,4154.25,3
Bill,277605,FAIRCHILD INDUSTRIAL PRODUCTS,2130,277605,2,US Dollar,1.00,12/31/2022,Dec 2022,Sullivan Process Controls,,12/1/2022,Open AP Item,1,4154.25,4154.25,3
Bill,278281,FAIRCHILD INDUSTRIAL PRODUCTS,2130,278281,2,US Dollar,1.00,01/12/2023,Dec 2022,Sullivan Process Controls,,12/13/2022,Open AP Item,1,21186.68,21186.68,3
Bill,TXVIC176452,FASTENAL COMPANY,2131,TXVIC176452,2,US Dollar,1.00,11/30/2022,Oct 2022,Sullivan Process Controls,,10/31/2022,Open AP Item,1,1709.29,1709.29,4
Bill,TXVIC176504,FASTENAL COMPANY,2131,TXVIC176504,2,US Dollar,1.00,11/30/2022,Nov 2022,Sullivan Process Controls,,11/1/2022,Open AP Item,1,498.03,498.03,4
Bill,TXVIC176693,FASTENAL COMPANY,2131,TXVIC176693,2,US Dollar,1.00,12/14/2022,Nov 2022,Sullivan Process Controls,,11/14/2022,Open AP Item,1,33.95,33.95,4
Bill,TXVIC176741,FASTENAL COMPANY,2131,TXVIC176741,2,US Dollar,1.00,12/22/2022,Nov 2022,Sullivan Process Controls,,11/22/2022,Open AP Item,1,45.34,45.34,5
Bill,TXVIC176697,FASTENAL COMPANY,2131,TXVIC176697,2,US Dollar,1.00,12/29/2022,Nov 2022,Sullivan Process Controls,,11/29/2022,Open AP Item,1,860.40,860.40,4
Bill,TXVIC176686,FASTENAL COMPANY,2131,TXVIC176686,2,US Dollar,1.00,12/29/2022,Nov 2022,Sullivan Process Controls,,11/29/2022,Open AP Item,1,130.38,130.38,4
Bill,TXVIC17658,FASTENAL COMPANY,2131,TXVIC17658,2,US Dollar,1.00,12/29/2022,Nov 2022,Sullivan Process Controls,,11/29/2022,Open AP Item,1,35.70,35.70,4
Bill,81730,FLOW CONTROL EQUIPMENT,2137,81730,2,US Dollar,1.00,12/08/2022,Nov 2022,Sullivan Process Controls,,11/8/2022,Open AP Item,1,4200.00,4200.00,3
Bill,81800,FLOW CONTROL EQUIPMENT,2137,81800,2,US Dollar,1.00,12/14/2022,Dec 2022,Sullivan Process Controls,,12/1/2022,Open AP Item,1,1685.00,1685.00,3
Bill,SPE-22-23-1442,FLOW LINK SYSTEMS,2138,SPE-22-23-1442,2,US Dollar,1.00,01/04/2023,Dec 2022,Sullivan Process Controls,,12/5/2022,Open AP Item,1,15408.60,15408.60,3
Bill,2240226,FLOWSERVE CORP,2139,2240226,2,US Dollar,1.00,11/20/2022,Oct 2022,Sullivan Process Controls,,10/21/2022,Open AP Item,1,990.00,990.00,4
Bill,2242860,FLOWSERVE CORP,2139,2242860,2,US Dollar,1.00,11/30/2022,Oct 2022,Sullivan Process Controls,,10/31/2022,Open AP Item,1,790.00,790.00,4
Bill,2246990,FLOWSERVE CORP,2139,2246990,2,US Dollar,1.00,12/30/2022,Nov 2022,Sullivan Process Controls,,11/30/2022,Open AP Item,1,1657.02,1657.02,4
Bill,2246986,FLOWSERVE CORP,2139,2246986,2,US Dollar,1.00,12/30/2022,Nov 2022,Sullivan Process Controls,,11/30/2022,Open AP Item,1,285.84,285.84,4
Bill,2246987,FLOWSERVE CORP,2139,2246987,2,US Dollar,1.00,12/30/2022,Nov 2022,Sullivan Process Controls,,11/30/2022,Open AP Item,1,249.90,249.90,4
Bill,2246989,FLOWSERVE CORP,2139,2246989,2,US Dollar,1.00,12/30/2022,Nov 2022,Sullivan Process Controls,,11/30/2022,Open AP Item,1,228.95,228.95,4
Bill,2248298,FLOWSERVE CORP,2139,2248298,2,US Dollar,1.00,12/31/2022,Dec 2022,Sullivan Process Controls,,12/1/2022,Open AP Item,1,1028.50,1028.50,4
Bill,2247827,FLOWSERVE CORP,2139,2247827,2,US Dollar,1.00,01/01/2023,Dec 2022,Sullivan Process Controls,,12/2/2022,Open AP Item,1,105.90,105.90,4
Bill,2248598,FLOWSERVE CORP,2139,2248598,2,US Dollar,1.00,01/06/2023,Dec 2022,Sullivan Process Controls,,12/7/2022,Open AP Item,1,3414.78,3414.78,4
Bill,2249181,FLOWSERVE CORP,2139,2249181,2,US Dollar,1.00,01/08/2023,Dec 2022,Sullivan Process Controls,,12/9/2022,Open AP Item,1,3389.82,3389.82,4
Bill,2249682,FLOWSERVE CORP,2139,2249682,2,US Dollar,1.00,01/12/2023,Dec 2022,Sullivan Process Controls,,12/13/2022,Open AP Item,1,2979.16,2979.16,3
Bill,58407594-12,FORD CREDIT.,2140,58407594-12,21,US Dollar,1.00,01/02/2023,Dec 2022,Sullivan Process Controls,,12/13/2022,Open AP Item,1,788.67,788.67,3
Bill,58549813-12,FORD CREDIT.,2140,58549813-12,21,US Dollar,1.00,01/09/2023,Dec 2022,Sullivan Process Controls,,12/20/2022,Open AP Item,1,558.49,558.49,4
Bill,59996394-12,FORD CREDIT.,2140,59996394-12,21,US Dollar,1.00,01/18/2023,Dec 2022,Sullivan Process Controls,,12/29/2022,Open AP Item,1,1069.82,1069.82,4
Bill,FUEL DEC.,FUELMAN,2143,FUEL DEC.,20,US Dollar,1.00,01/12/2023,Dec 2022,Sullivan Process Controls,,12/31/2022,Open AP Item,1,1190.50,1190.50,4
Bill,FUEL DEC.,FUELMAN,2143,FUEL DEC.,20,US Dollar,1.00,01/12/2023,Dec 2022,Sullivan Process Controls,,12/31/2022,Open AP Item,1,1188.60,1188.60,3
Bill,FUEL DEC.,FUELMAN,2143,FUEL DEC.,20,US Dollar,1.00,01/12/2023,Dec 2022,Sullivan Process Controls,,12/31/2022,Open AP Item,1,793.35,793.35,5
Bill,37326378,GAS AND SUPPLY OF TEXAS,2144,37326378,2,US Dollar,1.00,11/30/2022,Oct 2022,Sullivan Process Controls,,10/31/2022,Open AP Item,1,365.84,365.84,3
Bill,37355939,GAS AND SUPPLY OF TEXAS,2144,37355939,2,US Dollar,1.00,12/11/2022,Nov 2022,Sullivan Process Controls,,11/11/2022,Open AP Item,1,218.26,218.26,3
Bill,37390891,GAS AND SUPPLY OF TEXAS,2144,37390891,2,US Dollar,1.00,12/30/2022,Nov 2022,Sullivan Process Controls,,11/30/2022,Open AP Item,1,365.84,365.84,3
Bill,37454949,GAS AND SUPPLY OF TEXAS,2144,37454949,2,US Dollar,1.00,01/30/2023,Dec 2022,Sullivan Process Controls,,12/31/2022,Open AP Item,1,365.84,365.84,3
Bill,131264,"GEMTRIM OF HOUMA, LLC",2145,131264,2,US Dollar,1.00,12/16/2022,Dec 2022,Sullivan Process Controls,,12/1/2022,Open AP Item,1,1134.00,1134.00,3
Bill,131262,"GEMTRIM OF HOUMA, LLC",2145,131262,2,US Dollar,1.00,12/16/2022,Dec 2022,Sullivan Process Controls,,12/1/2022,Open AP Item,1,697.00,697.00,3
Bill,131520,"GEMTRIM OF HOUMA, LLC",2145,131520,2,US Dollar,1.00,01/28/2023,Dec 2022,Sullivan Process Controls,,12/29/2022,Open AP Item,1,1134.00,1134.00,3
Bill,34719,GENE'S MACHINE,2146,34719,2,US Dollar,1.00,12/01/2022,Nov 2022,Sullivan Process Controls,,11/1/2022,Open AP Item,1,715.00,715.00,4
Bill,34795,GENE'S MACHINE,2146,34795,2,US Dollar,1.00,01/20/2023,Dec 2022,Sullivan Process Controls,,12/21/2022,Open AP Item,1,550.00,550.00,4
Bill,9489565193,GRAINGER,2151,9489565193,2,US Dollar,1.00,11/23/2022,Oct 2022,Sullivan Process Controls,,10/24/2022,Open AP Item,1,119.04,119.04,3
Bill,9518921235,GRAINGER,2151,9518921235,2,US Dollar,1.00,12/18/2022,Nov 2022,Sullivan Process Controls,,11/18/2022,Open AP Item,1,186.18,186.18,3
Bill,9525595204,GRAINGER,2151,9525595204,2,US Dollar,1.00,12/28/2022,Dec 2022,Sullivan Process Controls,,12/1/2022,Open AP Item,1,276.91,276.91,5
Bill,9527179817,GRAINGER,2151,9527179817,2,US Dollar,1.00,12/29/2022,Nov 2022,Sullivan Process Controls,,11/29/2022,Open AP Item,1,91.13,91.13,3
Bill,9535101605,GRAINGER,2151,9535101605,2,US Dollar,1.00,01/05/2023,Dec 2022,Sullivan Process Controls,,12/6/2022,Open AP Item,1,14.92,14.92,3
Bill,9536537286,GRAINGER,2151,9536537286,2,US Dollar,1.00,01/06/2023,Dec 2022,Sullivan Process Controls,,12/7/2022,Open AP Item,1,209.81,209.81,3
Bill,9543509203,GRAINGER,2151,9543509203,2,US Dollar,1.00,01/12/2023,Dec 2022,Sullivan Process Controls,,12/13/2022,Open AP Item,1,34.93,34.93,3
Bill,9556185115,GRAINGER,2151,9556185115,2,US Dollar,1.00,01/26/2023,Dec 2022,Sullivan Process Controls,,12/27/2022,Open AP Item,1,122.64,122.64,3
Bill,9556093863,GRAINGER,2151,9556093863,2,US Dollar,1.00,01/26/2023,Dec 2022,Sullivan Process Controls,,12/27/2022,Open AP Item,1,94.11,94.11,3
Bill,DECINT,GULF CAPITAL BANK,2156,DECINT,20,US Dollar,1.00,01/12/2023,Dec 2022,Sullivan Process Controls,,12/31/2022,Open AP Item,1,2417.00,2417.00,6
Bill,BW226089-02,GULF COAST TMC.,2157,BW226089-02,2,US Dollar,1.00,11/30/2022,Oct 2022,Sullivan Process Controls,,10/31/2022,Open AP Item,1,5410.00,5410.00,3
Bill,BT229219,GULF COAST TMC.,2157,BT229219,2,US Dollar,1.00,12/18/2022,Nov 2022,Sullivan Process Controls,,11/18/2022,Open AP Item,1,485.25,485.25,3
Bill,399290,Gustavo Villafuerte,2159,399290,20,US Dollar,1.00,01/08/2023,Dec 2022,Sullivan Process Controls,,12/29/2022,Open AP Item,1,225.00,225.00,5
Bill,789451,HANSON SPRING CO,2161,789451,2,US Dollar,1.00,11/17/2022,Oct 2022,Sullivan Process Controls,,10/18/2022,Open AP Item,1,872.00,872.00,3
Bill,791237,HANSON SPRING CO,2161,791237,2,US Dollar,1.00,12/03/2022,Nov 2022,Sullivan Process Controls,,11/3/2022,Open AP Item,1,1192.00,1192.00,3
Bill,793286,HANSON SPRING CO,2161,793286,2,US Dollar,1.00,12/24/2022,Nov 2022,Sullivan Process Controls,,11/24/2022,Open AP Item,1,967.75,967.75,3
Bill,796265,HANSON SPRING CO,2161,796265,2,US Dollar,1.00,01/21/2023,Dec 2022,Sullivan Process Controls,,12/22/2022,Open AP Item,1,1456.25,1456.25,3
Bill,796266,HANSON SPRING CO,2161,796266,2,US Dollar,1.00,01/21/2023,Dec 2022,Sullivan Process Controls,,12/22/2022,Open AP Item,1,1264.00,1264.00,3
Bill,13177197,HARTZ PEST CONTROLS,2162,13177197,1,US Dollar,1.00,12/27/2022,Dec 2022,Sullivan Process Controls,,12/12/2022,Open AP Item,1,286.86,286.86,3
Bill,82651,"HAYGOR INSTRUMENT & ENG., INC.",2165,82651,2,US Dollar,1.00,11/30/2022,Oct 2022,Sullivan Process Controls,,10/31/2022,Open AP Item,1,1415.00,1415.00,3
Bill,82645,"HAYGOR INSTRUMENT & ENG., INC.",2165,82645,2,US Dollar,1.00,11/30/2022,Oct 2022,Sullivan Process Controls,,10/31/2022,Open AP Item,1,1340.00,1340.00,3
Bill,82638,"HAYGOR INSTRUMENT & ENG., INC.",2165,82638,2,US Dollar,1.00,11/30/2022,Oct 2022,Sullivan Process Controls,,10/31/2022,Open AP Item,1,1260.00,1260.00,3
Bill,82661,"HAYGOR INSTRUMENT & ENG., INC.",2165,82661,2,US Dollar,1.00,11/30/2022,Oct 2022,Sullivan Process Controls,,10/31/2022,Open AP Item,1,475.00,475.00,3
Bill,83201,"HAYGOR INSTRUMENT & ENG., INC.",2165,83201,2,US Dollar,1.00,01/07/2023,Dec 2022,Sullivan Process Controls,,12/8/2022,Open AP Item,1,730.00,730.00,3
Bill,83357,"HAYGOR INSTRUMENT & ENG., INC.",2165,83357,2,US Dollar,1.00,01/15/2023,Dec 2022,Sullivan Process Controls,,12/16/2022,Open AP Item,1,32.91,32.91,3
Bill,4774,HOOPERS MACHINE & WELD SERVICE,2173,4774,2,US Dollar,1.00,12/09/2022,Nov 2022,Sullivan Process Controls,,11/9/2022,Open AP Item,1,850.00,850.00,3
Bill,4775,HOOPERS MACHINE & WELD SERVICE,2173,4775,2,US Dollar,1.00,12/09/2022,Nov 2022,Sullivan Process Controls,,11/9/2022,Open AP Item,1,850.00,850.00,3
Bill,4785,HOOPERS MACHINE & WELD SERVICE,2173,4785,2,US Dollar,1.00,12/17/2022,Nov 2022,Sullivan Process Controls,,11/17/2022,Open AP Item,1,1700.00,1700.00,3
Bill,237174,HOUMA VALVE SERVICE,2174,237174,2,US Dollar,1.00,11/25/2022,Oct 2022,Sullivan Process Controls,,10/26/2022,Open AP Item,1,422.20,422.20,3
Bill,437904-1,INDUSTRIAL EQUIPMENT CO,2180,437904-1,2,US Dollar,1.00,10/31/2022,Oct 2022,Sullivan Process Controls,,10/31/2022,Open AP Item,1,489.84,489.84,3
Bill,435820-1,INDUSTRIAL EQUIPMENT CO,2180,435820-1,2,US Dollar,1.00,11/17/2022,Oct 2022,Sullivan Process Controls,,10/18/2022,Open AP Item,1,663.00,663.00,3
Bill,436563-1,INDUSTRIAL EQUIPMENT CO,2180,436563-1,2,US Dollar,1.00,12/08/2022,Dec 2022,Sullivan Process Controls,,12/1/2022,Open AP Item,1,308.10,308.10,3
Bill,437889-1,INDUSTRIAL EQUIPMENT CO,2180,437889-1,2,US Dollar,1.00,12/10/2022,Dec 2022,Sullivan Process Controls,,12/1/2022,Open AP Item,1,248.67,248.67,3
Bill,196433,INTERSTATE INDUSTRIES,2183,196433,2,US Dollar,1.00,01/13/2023,Dec 2022,Sullivan Process Controls,,12/14/2022,Open AP Item,1,1307.16,1307.16,3
Bill,295234/2,IVEY'S HAUGHTON,2186,295234/2,20,US Dollar,1.00,11/26/2022,Nov 2022,Sullivan Process Controls,,11/16/2022,Open AP Item,1,157.02,157.02,3
Bill,295556/2,IVEY'S HAUGHTON,2186,295556/2,20,US Dollar,1.00,12/03/2022,Nov 2022,Sullivan Process Controls,,11/23/2022,Open AP Item,1,70.87,70.87,3
Bill,295488/2,IVEY'S HAUGHTON,2186,295488/2,20,US Dollar,1.00,12/08/2022,Nov 2022,Sullivan Process Controls,,11/28/2022,Open AP Item,1,230.28,230.28,3
Bill,295623/2,IVEY'S HAUGHTON,2186,295623/2,20,US Dollar,1.00,12/11/2022,Dec 2022,Sullivan Process Controls,,12/1/2022,Open AP Item,1,18.86,18.86,3
Bill,295797/2,IVEY'S HAUGHTON,2186,295797/2,20,US Dollar,1.00,12/18/2022,Dec 2022,Sullivan Process Controls,,12/8/2022,Open AP Item,1,271.78,271.78,5
Bill,295830/2,IVEY'S HAUGHTON,2186,295830/2,20,US Dollar,1.00,12/18/2022,Dec 2022,Sullivan Process Controls,,12/8/2022,Open AP Item,1,133.26,133.26,3
Bill,295986/2,IVEY'S HAUGHTON,2186,295986/2,20,US Dollar,1.00,12/24/2022,Dec 2022,Sullivan Process Controls,,12/14/2022,Open AP Item,1,67.64,67.64,3
Bill,296051/2,IVEY'S HAUGHTON,2186,296051/2,20,US Dollar,1.00,12/26/2022,Dec 2022,Sullivan Process Controls,,12/16/2022,Open AP Item,1,107.98,107.98,3
Bill,296191/2,IVEY'S HAUGHTON,2186,296191/2,20,US Dollar,1.00,12/31/2022,Dec 2022,Sullivan Process Controls,,12/21/2022,Open AP Item,1,37.72,37.72,3
Bill,296277/2,IVEY'S HAUGHTON,2186,296277/2,20,US Dollar,1.00,01/06/2023,Dec 2022,Sullivan Process Controls,,12/27/2022,Open AP Item,1,35.14,35.14,3
Bill,296388/2,IVEY'S HAUGHTON,2186,296388/2,20,US Dollar,1.00,01/09/2023,Dec 2022,Sullivan Process Controls,,12/30/2022,Open AP Item,1,72.31,72.31,3
Bill,5156919,J&J EXTERMINATERS,2187,5156919,4,US Dollar,1.00,11/03/2022,Nov 2022,Sullivan Process Controls,,11/3/2022,Open AP Item,1,93.00,93.00,3
Bill,20879,JARECKI VALVES,2188,20879,2,US Dollar,1.00,12/04/2022,Nov 2022,Sullivan Process Controls,,11/4/2022,Open AP Item,1,16495.60,16495.60,3
Bill,PSI336073,JOHN H. CARTER,2191,PSI336073,2,US Dollar,1.00,12/01/2022,Dec 2022,Sullivan Process Controls,,12/1/2022,Open AP Item,1,578.16,578.16,3
Bill,PSI337162,JOHN H. CARTER,2191,PSI337162,2,US Dollar,1.00,12/02/2022,Nov 2022,Sullivan Process Controls,,11/2/2022,Open AP Item,1,289.08,289.08,3
Bill,PSI337161,JOHN H. CARTER,2191,PSI337161,2,US Dollar,1.00,12/02/2022,Nov 2022,Sullivan Process Controls,,11/2/2022,Open AP Item,1,118.81,118.81,3
Bill,PSI337513,JOHN H. CARTER,2191,PSI337513,2,US Dollar,1.00,12/04/2022,Nov 2022,Sullivan Process Controls,,11/4/2022,Open AP Item,1,289.08,289.08,3
Bill,PSI337763,JOHN H. CARTER,2191,PSI337763,2,US Dollar,1.00,12/07/2022,Nov 2022,Sullivan Process Controls,,11/7/2022,Open AP Item,1,118.81,118.81,3
Bill,PSI338464,JOHN H. CARTER,2191,PSI338464,2,US Dollar,1.00,12/10/2022,Nov 2022,Sullivan Process Controls,,11/10/2022,Open AP Item,1,881.81,881.81,3
Bill,PSI338465,JOHN H. CARTER,2191,PSI338465,2,US Dollar,1.00,12/10/2022,Nov 2022,Sullivan Process Controls,,11/10/2022,Open AP Item,1,241.98,241.98,3
Bill,PSI338976,JOHN H. CARTER,2191,PSI338976,2,US Dollar,1.00,12/14/2022,Nov 2022,Sullivan Process Controls,,11/14/2022,Open AP Item,1,1828.00,1828.00,3
Bill,PSI338975,JOHN H. CARTER,2191,PSI338975,2,US Dollar,1.00,12/14/2022,Nov 2022,Sullivan Process Controls,,11/14/2022,Open AP Item,1,292.05,292.05,3
Bill,PSI339224,JOHN H. CARTER,2191,PSI339224,2,US Dollar,1.00,12/15/2022,Nov 2022,Sullivan Process Controls,,11/15/2022,Open AP Item,1,437.50,437.50,3
Bill,PSI339223,JOHN H. CARTER,2191,PSI339223,2,US Dollar,1.00,12/15/2022,Nov 2022,Sullivan Process Controls,,11/15/2022,Open AP Item,1,116.09,116.09,3
Bill,PSI339222,JOHN H. CARTER,2191,PSI339222,2,US Dollar,1.00,12/15/2022,Nov 2022,Sullivan Process Controls,,11/15/2022,Open AP Item,1,85.02,85.02,3
Bill,PSI340453,JOHN H. CARTER,2191,PSI340453,2,US Dollar,1.00,12/22/2022,Nov 2022,Sullivan Process Controls,,11/22/2022,Open AP Item,1,86.66,86.66,3
Bill,PSI341762,JOHN H. CARTER,2191,PSI341762,2,US Dollar,1.00,12/31/2022,Dec 2022,Sullivan Process Controls,,12/1/2022,Open AP Item,1,29.43,29.43,3
Bill,PSI343180,JOHN H. CARTER,2191,PSI343180,2,US Dollar,1.00,01/08/2023,Dec 2022,Sullivan Process Controls,,12/9/2022,Open AP Item,1,843.66,843.66,3
Bill,PSI343251,JOHN H. CARTER,2191,PSI343251,2,US Dollar,1.00,01/08/2023,Dec 2022,Sullivan Process Controls,,12/9/2022,Open AP Item,1,749.92,749.92,3
Bill,PSI344236,JOHN H. CARTER,2191,PSI344236,2,US Dollar,1.00,01/14/2023,Dec 2022,Sullivan Process Controls,,12/15/2022,Open AP Item,1,1026.78,1026.78,3
Bill,PSI345273,JOHN H. CARTER,2191,PSI345273,2,US Dollar,1.00,01/20/2023,Dec 2022,Sullivan Process Controls,,12/21/2022,Open AP Item,1,1653.15,1653.15,3
Bill,PSI346103,JOHN H. CARTER,2191,PSI346103,2,US Dollar,1.00,01/27/2023,Dec 2022,Sullivan Process Controls,,12/28/2022,Open AP Item,1,85.04,85.04,3
Bill,30158,JORY L. BERNARD,2192,30158,2,US Dollar,1.00,12/18/2022,Nov 2022,Sullivan Process Controls,,11/18/2022,Open AP Item,1,520.00,520.00,3
Bill,30203,JORY L. BERNARD,2192,30203,2,US Dollar,1.00,12/23/2022,Nov 2022,Sullivan Process Controls,,11/23/2022,Open AP Item,1,690.00,690.00,3
Bill,30325,JORY L. BERNARD,2192,30325,2,US Dollar,1.00,01/08/2023,Dec 2022,Sullivan Process Controls,,12/9/2022,Open AP Item,1,1050.00,1050.00,3
Bill,30413,JORY L. BERNARD,2192,30413,2,US Dollar,1.00,01/20/2023,Dec 2022,Sullivan Process Controls,,12/21/2022,Open AP Item,1,2180.00,2180.00,3
Bill,3340646,JOSEPH T RYERSON & SON,2193,3340646,2,US Dollar,1.00,12/02/2022,Nov 2022,Sullivan Process Controls,,11/2/2022,Open AP Item,1,2987.50,2987.50,3
Bill,9303916385,JOSEPH T RYERSON & SON,2193,9303916385,2,US Dollar,1.00,12/11/2022,Dec 2022,Sullivan Process Controls,,12/1/2022,Open AP Item,1,1852.00,1852.00,3
Bill,9303972736,JOSEPH T RYERSON & SON,2193,9303972736,2,US Dollar,1.00,01/15/2023,Dec 2022,Sullivan Process Controls,,12/16/2022,Open AP Item,1,390.12,390.12,3
Bill,REFUND TAX,KAISER FRANCIS OIL COMPANY,2196,REFUND TAX,2,US Dollar,1.00,11/11/2022,Nov 2022,Sullivan Process Controls,,11/11/2022,Open AP Item,1,253.60,253.60,3
Bill,INV453235,KPA,2200,INV453235,2,US Dollar,1.00,12/30/2022,Nov 2022,Sullivan Process Controls,,11/30/2022,Open AP Item,1,245.26,245.26,3
Bill,INV459730,KPA,2200,INV459730,2,US Dollar,1.00,01/20/2023,Dec 2022,Sullivan Process Controls,,12/21/2022,Open AP Item,1,245.26,245.26,3
Bill,32509935,LINDE GAS & EQUIPMENT,2204,32509935,2,US Dollar,1.00,12/22/2022,Nov 2022,Sullivan Process Controls,,11/22/2022,Open AP Item,1,54.13,54.13,4
Bill,32918834,LINDE GAS & EQUIPMENT,2204,32918834,2,US Dollar,1.00,01/07/2023,Dec 2022,Sullivan Process Controls,,12/8/2022,Open AP Item,1,1544.64,1544.64,5
Bill,10-92816,LST HEAT TREATING,2208,10-92816,2,US Dollar,1.00,12/01/2022,Dec 2022,Sullivan Process Controls,,12/1/2022,Open AP Item,1,611.82,611.82,3
Bill,11-92946,LST HEAT TREATING,2208,11-92946,2,US Dollar,1.00,12/17/2022,Nov 2022,Sullivan Process Controls,,11/17/2022,Open AP Item,1,242.22,242.22,3
Bill,11-92958,LST HEAT TREATING,2208,11-92958,2,US Dollar,1.00,12/17/2022,Nov 2022,Sullivan Process Controls,,11/17/2022,Open AP Item,1,181.50,181.50,3
Bill,11-92945,LST HEAT TREATING,2208,11-92945,2,US Dollar,1.00,12/17/2022,Nov 2022,Sullivan Process Controls,,11/17/2022,Open AP Item,1,181.50,181.50,3
Bill,12-93058,LST HEAT TREATING,2208,12-93058,2,US Dollar,1.00,01/08/2023,Dec 2022,Sullivan Process Controls,,12/9/2022,Open AP Item,1,518.89,518.89,3
Bill,12-93084,LST HEAT TREATING,2208,12-93084,2,US Dollar,1.00,01/13/2023,Dec 2022,Sullivan Process Controls,,12/14/2022,Open AP Item,1,161.88,161.88,3
Bill,18208,"M & R MACHINE WORKS, INC",2209,18208,2,US Dollar,1.00,12/01/2022,Nov 2022,Sullivan Process Controls,,11/1/2022,Open AP Item,1,750.00,750.00,5
Bill,18214,"M & R MACHINE WORKS, INC",2209,18214,2,US Dollar,1.00,12/10/2022,Nov 2022,Sullivan Process Controls,,11/10/2022,Open AP Item,1,980.00,980.00,5
Bill,18221,"M & R MACHINE WORKS, INC",2209,18221,2,US Dollar,1.00,12/21/2022,Dec 2022,Sullivan Process Controls,,12/1/2022,Open AP Item,1,735.00,735.00,5
Bill,18222,"M & R MACHINE WORKS, INC",2209,18222,2,US Dollar,1.00,12/21/2022,Dec 2022,Sullivan Process Controls,,12/1/2022,Open AP Item,1,125.00,125.00,5
Bill,18229,"M & R MACHINE WORKS, INC",2209,18229,2,US Dollar,1.00,12/23/2022,Dec 2022,Sullivan Process Controls,,12/1/2022,Open AP Item,1,1290.00,1290.00,3
Bill,18254,"M & R MACHINE WORKS, INC",2209,18254,2,US Dollar,1.00,01/27/2023,Dec 2022,Sullivan Process Controls,,12/28/2022,Open AP Item,1,2500.00,2500.00,5
Bill,764147,M&P FLANGE & PIPE PROTECTION,2211,764147,2,US Dollar,1.00,11/25/2022,Oct 2022,Sullivan Process Controls,,10/26/2022,Open AP Item,1,471.50,471.50,5
Bill,764146,M&P FLANGE & PIPE PROTECTION,2211,764146,2,US Dollar,1.00,11/25/2022,Oct 2022,Sullivan Process Controls,,10/26/2022,Open AP Item,1,367.50,367.50,5
Bill,765211,M&P FLANGE & PIPE PROTECTION,2211,765211,2,US Dollar,1.00,01/12/2023,Dec 2022,Sullivan Process Controls,,12/13/2022,Open AP Item,1,1290.27,1290.27,3
Bill,765212,M&P FLANGE & PIPE PROTECTION,2211,765212,2,US Dollar,1.00,01/12/2023,Dec 2022,Sullivan Process Controls,,12/13/2022,Open AP Item,1,879.02,879.02,3
Bill,ST/INV/883/22-23,M/S SHIVAMTECH ENGINEERING DESIGN PVT. LTD.,2213,ST/INV/883/22-23,2,US Dollar,1.00,01/23/2023,Dec 2022,Sullivan Process Controls,,12/24/2022,Open AP Item,1,468.00,468.00,5
Bill,11440,MACKEY LAW FIRM PLLC,2214,11440,2,US Dollar,1.00,12/01/2022,Nov 2022,Sullivan Process Controls,,11/1/2022,Open AP Item,1,9168.30,9168.30,6
