Type,tranid,entity,Vendor Internal Id,reference no,terms,Currency,exchangerate,duedate,postingperiod,subsidiary,memo,trandate,purchaseItemline_itemRef,purchaseItemline_quantity,purchaseItemLine_rate,usertotal,purchaseItemLine_location
Bill,11505,MACKEY LAW FIRM PLLC,2214,11505,2,US Dollar,1.00,01/14/2023,Dec 2022,Sullivan Process Controls,,12/15/2022,Open AP Item,1,2851.20,2851.20,6
Bill,54517,"MAINLINE MACHINE, INC",2216,54517,2,US Dollar,1.00,12/01/2022,Nov 2022,Sullivan Process Controls,,11/1/2022,Open AP Item,1,750.00,750.00,3
Bill,54538,"MAINLINE MACHINE, INC",2216,54538,2,US Dollar,1.00,12/10/2022,Nov 2022,Sullivan Process Controls,,11/10/2022,Open AP Item,1,426.00,426.00,3
Bill,54551,"MAINLINE MACHINE, INC",2216,54551,2,US Dollar,1.00,12/16/2022,Nov 2022,Sullivan Process Controls,,11/16/2022,Open AP Item,1,1250.00,1250.00,3
Bill,54552,"MAINLINE MACHINE, INC",2216,54552,2,US Dollar,1.00,12/16/2022,Nov 2022,Sullivan Process Controls,,11/16/2022,Open AP Item,1,1250.00,1250.00,3
Bill,54556,"MAINLINE MACHINE, INC",2216,54556,2,US Dollar,1.00,12/17/2022,Nov 2022,Sullivan Process Controls,,11/17/2022,Open AP Item,1,850.00,850.00,3
Bill,54566,"MAINLINE MACHINE, INC",2216,54566,2,US Dollar,1.00,12/21/2022,Nov 2022,Sullivan Process Controls,,11/21/2022,Open AP Item,1,1825.00,1825.00,3
Bill,54565,"MAINLINE MACHINE, INC",2216,54565,2,US Dollar,1.00,12/21/2022,Nov 2022,Sullivan Process Controls,,11/21/2022,Open AP Item,1,1515.00,1515.00,3
Bill,54569,"MAINLINE MACHINE, INC",2216,54569,2,US Dollar,1.00,12/23/2022,Nov 2022,Sullivan Process Controls,,11/23/2022,Open AP Item,1,2054.00,2054.00,3
Bill,54571,"MAINLINE MACHINE, INC",2216,54571,2,US Dollar,1.00,12/28/2022,Nov 2022,Sullivan Process Controls,,11/28/2022,Open AP Item,1,4580.00,4580.00,3
Bill,54591,"MAINLINE MACHINE, INC",2216,54591,2,US Dollar,1.00,01/06/2023,Dec 2022,Sullivan Process Controls,,12/7/2022,Open AP Item,1,400.00,400.00,3
Bill,54592,"MAINLINE MACHINE, INC",2216,54592,2,US Dollar,1.00,01/06/2023,Dec 2022,Sullivan Process Controls,,12/7/2022,Open AP Item,1,250.00,250.00,3
Bill,54608,"MAINLINE MACHINE, INC",2216,54608,2,US Dollar,1.00,01/08/2023,Dec 2022,Sullivan Process Controls,,12/9/2022,Open AP Item,1,4125.00,4125.00,3
Bill,54621,"MAINLINE MACHINE, INC",2216,54621,2,US Dollar,1.00,01/13/2023,Dec 2022,Sullivan Process Controls,,12/14/2022,Open AP Item,1,705.00,705.00,3
Bill,54633,"MAINLINE MACHINE, INC",2216,54633,2,US Dollar,1.00,01/21/2023,Dec 2022,Sullivan Process Controls,,12/22/2022,Open AP Item,1,825.00,825.00,3
Bill,7959,"MASS FLOW TECHNOLOGY, INC",2221,7959,2,US Dollar,1.00,12/14/2022,Nov 2022,Sullivan Process Controls,,11/14/2022,Open AP Item,1,350.00,350.00,3
Bill,7970,"MASS FLOW TECHNOLOGY, INC",2221,7970,2,US Dollar,1.00,12/21/2022,Nov 2022,Sullivan Process Controls,,11/21/2022,Open AP Item,1,2100.00,2100.00,3
Bill,7989,"MASS FLOW TECHNOLOGY, INC",2221,7989,2,US Dollar,1.00,01/04/2023,Dec 2022,Sullivan Process Controls,,12/5/2022,Open AP Item,1,350.00,350.00,3
Bill,7994,"MASS FLOW TECHNOLOGY, INC",2221,7994,2,US Dollar,1.00,01/05/2023,Dec 2022,Sullivan Process Controls,,12/6/2022,Open AP Item,1,125.00,125.00,3
Bill,8003,"MASS FLOW TECHNOLOGY, INC",2221,8003,2,US Dollar,1.00,01/12/2023,Dec 2022,Sullivan Process Controls,,12/13/2022,Open AP Item,1,350.00,350.00,3
Bill,8008,"MASS FLOW TECHNOLOGY, INC",2221,8008,2,US Dollar,1.00,01/13/2023,Dec 2022,Sullivan Process Controls,,12/14/2022,Open AP Item,1,700.00,700.00,3
Bill,86947625,MCMASTER-CARR,2222,86947625,2,US Dollar,1.00,11/23/2022,Oct 2022,Sullivan Process Controls,,10/24/2022,Open AP Item,1,135.81,135.81,3
Bill,87077836,MCMASTER-CARR,2222,87077836,2,US Dollar,1.00,11/24/2022,Oct 2022,Sullivan Process Controls,,10/25/2022,Open AP Item,1,280.82,280.82,5
Bill,87141186,MCMASTER-CARR,2222,87141186,2,US Dollar,1.00,11/25/2022,Oct 2022,Sullivan Process Controls,,10/26/2022,Open AP Item,1,274.80,274.80,3
Bill,87230444,MCMASTER-CARR,2222,87230444,2,US Dollar,1.00,11/26/2022,Oct 2022,Sullivan Process Controls,,10/27/2022,Open AP Item,1,550.72,550.72,3
Bill,87226407,MCMASTER-CARR,2222,87226407,2,US Dollar,1.00,11/26/2022,Oct 2022,Sullivan Process Controls,,10/27/2022,Open AP Item,1,30.72,30.72,3
Bill,87609736,MCMASTER-CARR,2222,87609736,2,US Dollar,1.00,12/03/2022,Nov 2022,Sullivan Process Controls,,11/3/2022,Open AP Item,1,843.92,843.92,5
Bill,87612263,MCMASTER-CARR,2222,87612263,2,US Dollar,1.00,12/03/2022,Nov 2022,Sullivan Process Controls,,11/3/2022,Open AP Item,1,12.50,12.50,3
Bill,87779989,MCMASTER-CARR,2222,87779989,2,US Dollar,1.00,12/07/2022,Nov 2022,Sullivan Process Controls,,11/7/2022,Open AP Item,1,115.25,115.25,3
Bill,87999548,MCMASTER-CARR,2222,87999548,2,US Dollar,1.00,12/10/2022,Nov 2022,Sullivan Process Controls,,11/10/2022,Open AP Item,1,518.50,518.50,3
Bill,88045574,MCMASTER-CARR,2222,88045574,2,US Dollar,1.00,12/11/2022,Nov 2022,Sullivan Process Controls,,11/11/2022,Open AP Item,1,138.03,138.03,3
Bill,88158553,MCMASTER-CARR,2222,88158553,2,US Dollar,1.00,12/14/2022,Nov 2022,Sullivan Process Controls,,11/14/2022,Open AP Item,1,55.16,55.16,3
Bill,88463963,MCMASTER-CARR,2222,88463963,2,US Dollar,1.00,12/18/2022,Nov 2022,Sullivan Process Controls,,11/18/2022,Open AP Item,1,473.37,473.37,5
Bill,88460201,MCMASTER-CARR,2222,88460201,2,US Dollar,1.00,12/18/2022,Nov 2022,Sullivan Process Controls,,11/18/2022,Open AP Item,1,449.25,449.25,3
Bill,88470550,MCMASTER-CARR,2222,88470550,2,US Dollar,1.00,12/18/2022,Dec 2022,Sullivan Process Controls,,12/1/2022,Open AP Item,1,90.66,90.66,5
Bill,88546686,MCMASTER-CARR,2222,88546686,2,US Dollar,1.00,12/21/2022,Nov 2022,Sullivan Process Controls,,11/21/2022,Open AP Item,1,339.68,339.68,3
Bill,88534694,MCMASTER-CARR,2222,88534694,2,US Dollar,1.00,12/21/2022,Nov 2022,Sullivan Process Controls,,11/21/2022,Open AP Item,1,230.39,230.39,5
Bill,88521985,MCMASTER-CARR,2222,88521985,2,US Dollar,1.00,12/21/2022,Nov 2022,Sullivan Process Controls,,11/21/2022,Open AP Item,1,64.90,64.90,3
Bill,88615344,MCMASTER-CARR,2222,88615344,2,US Dollar,1.00,12/22/2022,Nov 2022,Sullivan Process Controls,,11/22/2022,Open AP Item,1,518.50,518.50,3
Bill,88766505,MCMASTER-CARR,2222,88766505,2,US Dollar,1.00,12/28/2022,Nov 2022,Sullivan Process Controls,,11/28/2022,Open AP Item,1,162.30,162.30,3
Bill,88758726,MCMASTER-CARR,2222,88758726,2,US Dollar,1.00,12/28/2022,Dec 2022,Sullivan Process Controls,,12/1/2022,Open AP Item,1,34.21,34.21,5
Bill,89085321,MCMASTER-CARR,2222,89085321,2,US Dollar,1.00,01/01/2023,Dec 2022,Sullivan Process Controls,,12/2/2022,Open AP Item,1,312.52,312.52,3
Bill,89058520,MCMASTER-CARR,2222,89058520,2,US Dollar,1.00,01/01/2023,Dec 2022,Sullivan Process Controls,,12/2/2022,Open AP Item,1,116.54,116.54,5
Bill,89047849,MCMASTER-CARR,2222,89047849,2,US Dollar,1.00,01/01/2023,Dec 2022,Sullivan Process Controls,,12/2/2022,Open AP Item,1,80.05,80.05,3
Bill,89058982,MCMASTER-CARR,2222,89058982,2,US Dollar,1.00,01/01/2023,Dec 2022,Sullivan Process Controls,,12/2/2022,Open AP Item,1,54.45,54.45,5
Bill,89067112,MCMASTER-CARR,2222,89067112,2,US Dollar,1.00,01/01/2023,Dec 2022,Sullivan Process Controls,,12/2/2022,Open AP Item,1,48.44,48.44,5
Bill,89085257,MCMASTER-CARR,2222,89085257,2,US Dollar,1.00,01/01/2023,Dec 2022,Sullivan Process Controls,,12/2/2022,Open AP Item,1,30.26,30.26,3
Bill,89176442,MCMASTER-CARR,2222,89176442,2,US Dollar,1.00,01/04/2023,Dec 2022,Sullivan Process Controls,,12/5/2022,Open AP Item,1,5.85,5.85,5
Bill,89528294,MCMASTER-CARR,2222,89528294,2,US Dollar,1.00,01/11/2023,Dec 2022,Sullivan Process Controls,,12/12/2022,Open AP Item,1,57.19,57.19,3
Bill,89777385,MCMASTER-CARR,2222,89777385,2,US Dollar,1.00,01/14/2023,Dec 2022,Sullivan Process Controls,,12/15/2022,Open AP Item,1,162.30,162.30,3
Bill,89898720,MCMASTER-CARR,2222,89898720,2,US Dollar,1.00,01/18/2023,Dec 2022,Sullivan Process Controls,,12/19/2022,Open AP Item,1,518.50,518.50,3
Bill,90047768,MCMASTER-CARR,2222,90047768,2,US Dollar,1.00,01/20/2023,Dec 2022,Sullivan Process Controls,,12/21/2022,Open AP Item,1,21.48,21.48,3
Bill,90061609,MCMASTER-CARR,2222,90061609,2,US Dollar,1.00,01/20/2023,Dec 2022,Sullivan Process Controls,,12/21/2022,Open AP Item,1,21.09,21.09,3
Bill,90223008,MCMASTER-CARR,2222,90223008,2,US Dollar,1.00,01/27/2023,Dec 2022,Sullivan Process Controls,,12/28/2022,Open AP Item,1,64.59,64.59,5
Bill,90213757,MCMASTER-CARR,2222,90213757,2,US Dollar,1.00,01/27/2023,Dec 2022,Sullivan Process Controls,,12/28/2022,Open AP Item,1,61.47,61.47,3
Bill,90239968,MCMASTER-CARR,2222,90239968,2,US Dollar,1.00,01/27/2023,Dec 2022,Sullivan Process Controls,,12/28/2022,Open AP Item,1,30.14,30.14,5
Bill,90236185,MCMASTER-CARR,2222,90236185,2,US Dollar,1.00,01/27/2023,Dec 2022,Sullivan Process Controls,,12/28/2022,Open AP Item,1,23.46,23.46,3
Bill,90222844,MCMASTER-CARR,2222,90222844,2,US Dollar,1.00,01/27/2023,Dec 2022,Sullivan Process Controls,,12/28/2022,Open AP Item,1,19.17,19.17,3
Bill,105857,MIDWEST VALVE PARTS SUPPLY,2225,105857,2,US Dollar,1.00,11/08/2022,Nov 2022,Sullivan Process Controls,,11/1/2022,Open AP Item,1,2176.00,2176.00,3
Bill,0105845-IN,MIDWEST VALVE PARTS SUPPLY,2225,0105845-IN,2,US Dollar,1.00,11/08/2022,Nov 2022,Sullivan Process Controls,,11/1/2022,Open AP Item,1,65.60,65.60,3
Bill,0106072-IN,MIDWEST VALVE PARTS SUPPLY,2225,0106072-IN,2,US Dollar,1.00,11/14/2022,Nov 2022,Sullivan Process Controls,,11/1/2022,Open AP Item,1,439.00,439.00,3
Bill,0106183-IN,MIDWEST VALVE PARTS SUPPLY,2225,0106183-IN,2,US Dollar,1.00,12/02/2022,Nov 2022,Sullivan Process Controls,,11/2/2022,Open AP Item,1,138.00,138.00,3
Bill,0106195-IN,MIDWEST VALVE PARTS SUPPLY,2225,0106195-IN,2,US Dollar,1.00,12/03/2022,Nov 2022,Sullivan Process Controls,,11/3/2022,Open AP Item,1,1477.60,1477.60,5
Bill,0106203-IN,MIDWEST VALVE PARTS SUPPLY,2225,0106203-IN,2,US Dollar,1.00,12/04/2022,Nov 2022,Sullivan Process Controls,,11/4/2022,Open AP Item,1,130.40,130.40,3
Bill,0106226-IN,MIDWEST VALVE PARTS SUPPLY,2225,0106226-IN,2,US Dollar,1.00,12/09/2022,Nov 2022,Sullivan Process Controls,,11/9/2022,Open AP Item,1,963.20,963.20,3
Bill,0106238-IN,MIDWEST VALVE PARTS SUPPLY,2225,0106238-IN,2,US Dollar,1.00,12/10/2022,Nov 2022,Sullivan Process Controls,,11/10/2022,Open AP Item,1,739.20,739.20,3
Bill,0106237-IN,MIDWEST VALVE PARTS SUPPLY,2225,0106237-IN,2,US Dollar,1.00,12/10/2022,Nov 2022,Sullivan Process Controls,,11/10/2022,Open AP Item,1,484.00,484.00,3
Bill,0106261-IN,MIDWEST VALVE PARTS SUPPLY,2225,0106261-IN,2,US Dollar,1.00,12/15/2022,Nov 2022,Sullivan Process Controls,,11/15/2022,Open AP Item,1,1825.82,1825.82,3
Bill,0106262-IN,MIDWEST VALVE PARTS SUPPLY,2225,0106262-IN,2,US Dollar,1.00,12/15/2022,Nov 2022,Sullivan Process Controls,,11/15/2022,Open AP Item,1,237.60,237.60,3
Bill,0106267-IN,MIDWEST VALVE PARTS SUPPLY,2225,0106267-IN,2,US Dollar,1.00,12/16/2022,Nov 2022,Sullivan Process Controls,,11/16/2022,Open AP Item,1,105.60,105.60,3
Bill,0106268-IN,MIDWEST VALVE PARTS SUPPLY,2225,0106268-IN,2,US Dollar,1.00,12/16/2022,Nov 2022,Sullivan Process Controls,,11/16/2022,Open AP Item,1,105.60,105.60,3
Bill,0106280-IN,MIDWEST VALVE PARTS SUPPLY,2225,0106280-IN,2,US Dollar,1.00,12/18/2022,Nov 2022,Sullivan Process Controls,,11/18/2022,Open AP Item,1,297.60,297.60,4
Bill,0106281-IN,MIDWEST VALVE PARTS SUPPLY,2225,0106281-IN,2,US Dollar,1.00,12/18/2022,Nov 2022,Sullivan Process Controls,,11/18/2022,Open AP Item,1,112.80,112.80,5
Bill,0106284-IN,MIDWEST VALVE PARTS SUPPLY,2225,0106284-IN,2,US Dollar,1.00,12/18/2022,Nov 2022,Sullivan Process Controls,,11/18/2022,Open AP Item,1,48.00,48.00,3
Bill,0106312-IN,MIDWEST VALVE PARTS SUPPLY,2225,0106312-IN,2,US Dollar,1.00,12/28/2022,Nov 2022,Sullivan Process Controls,,11/28/2022,Open AP Item,1,93.60,93.60,3
Bill,0106311-IN,MIDWEST VALVE PARTS SUPPLY,2225,0106311-IN,2,US Dollar,1.00,12/28/2022,Nov 2022,Sullivan Process Controls,,11/28/2022,Open AP Item,1,71.20,71.20,3
Bill,0106329-IN,MIDWEST VALVE PARTS SUPPLY,2225,0106329-IN,2,US Dollar,1.00,12/30/2022,Nov 2022,Sullivan Process Controls,,11/30/2022,Open AP Item,1,2401.80,2401.80,3
Bill,0106327-IN,MIDWEST VALVE PARTS SUPPLY,2225,0106327-IN,2,US Dollar,1.00,12/30/2022,Nov 2022,Sullivan Process Controls,,11/30/2022,Open AP Item,1,72.24,72.24,3
Bill,0106342-IN,MIDWEST VALVE PARTS SUPPLY,2225,0106342-IN,2,US Dollar,1.00,12/31/2022,Dec 2022,Sullivan Process Controls,,12/1/2022,Open AP Item,1,105.60,105.60,3
Bill,0106378-IN,MIDWEST VALVE PARTS SUPPLY,2225,0106378-IN,2,US Dollar,1.00,01/06/2023,Dec 2022,Sullivan Process Controls,,12/7/2022,Open AP Item,1,1467.20,1467.20,3
Bill,0106396-IN,MIDWEST VALVE PARTS SUPPLY,2225,0106396-IN,2,US Dollar,1.00,01/08/2023,Dec 2022,Sullivan Process Controls,,12/9/2022,Open AP Item,1,456.61,456.61,5
Bill,0106427-IN,MIDWEST VALVE PARTS SUPPLY,2225,0106427-IN,2,US Dollar,1.00,01/13/2023,Dec 2022,Sullivan Process Controls,,12/14/2022,Open AP Item,1,1978.80,1978.80,3
Bill,0106426-IN,MIDWEST VALVE PARTS SUPPLY,2225,0106426-IN,2,US Dollar,1.00,01/13/2023,Dec 2022,Sullivan Process Controls,,12/14/2022,Open AP Item,1,259.20,259.20,5
Bill,0106423-IN,MIDWEST VALVE PARTS SUPPLY,2225,0106423-IN,2,US Dollar,1.00,01/13/2023,Dec 2022,Sullivan Process Controls,,12/14/2022,Open AP Item,1,88.00,88.00,5
Bill,0106454-IN,MIDWEST VALVE PARTS SUPPLY,2225,0106454-IN,2,US Dollar,1.00,01/19/2023,Dec 2022,Sullivan Process Controls,,12/20/2022,Open AP Item,1,2483.40,2483.40,3
Bill,0106470-IN,MIDWEST VALVE PARTS SUPPLY,2225,0106470-IN,2,US Dollar,1.00,01/20/2023,Dec 2022,Sullivan Process Controls,,12/21/2022,Open AP Item,1,105.60,105.60,3
Bill,0106483-IN,MIDWEST VALVE PARTS SUPPLY,2225,0106483-IN,2,US Dollar,1.00,01/27/2023,Dec 2022,Sullivan Process Controls,,12/28/2022,Open AP Item,1,572.00,572.00,5
Bill,0106488-IN,MIDWEST VALVE PARTS SUPPLY,2225,0106488-IN,2,US Dollar,1.00,01/27/2023,Dec 2022,Sullivan Process Controls,,12/28/2022,Open AP Item,1,337.60,337.60,3
Bill,0106486-IN,MIDWEST VALVE PARTS SUPPLY,2225,0106486-IN,2,US Dollar,1.00,01/27/2023,Dec 2022,Sullivan Process Controls,,12/28/2022,Open AP Item,1,248.00,248.00,5
Bill,0106498-IN,MIDWEST VALVE PARTS SUPPLY,2225,0106498-IN,2,US Dollar,1.00,01/28/2023,Dec 2022,Sullivan Process Controls,,12/29/2022,Open AP Item,1,1912.00,1912.00,3
Bill,1022453,MIHLFELD & ASSOCIATES,2227,1022453,4,US Dollar,1.00,12/27/2022,Dec 2022,Sullivan Process Controls,,12/27/2022,Open AP Item,1,2841.34,2841.34,3
Bill,49829,MIMS STEEL COMPANY,2229,49829,2,US Dollar,1.00,12/04/2022,Nov 2022,Sullivan Process Controls,,11/4/2022,Open AP Item,1,107.46,107.46,3
Bill,28610,MONARCH STAINLESS LTD,2231,28610,2,US Dollar,1.00,12/07/2022,Nov 2022,Sullivan Process Controls,,11/7/2022,Open AP Item,1,895.00,895.00,3
Bill,28672,MONARCH STAINLESS LTD,2231,28672,2,US Dollar,1.00,12/08/2022,Nov 2022,Sullivan Process Controls,,11/8/2022,Open AP Item,1,1695.00,1695.00,5
Bill,28669,MONARCH STAINLESS LTD,2231,28669,2,US Dollar,1.00,12/11/2022,Nov 2022,Sullivan Process Controls,,11/11/2022,Open AP Item,1,6700.00,6700.00,3
Bill,243,MONARCH STAINLESS LTD,2231,243,2,US Dollar,1.00,01/19/2023,Dec 2022,Sullivan Process Controls,,12/20/2022,Open AP Item,1,813.70,813.70,3
Bill,5651768,"MOODY PRICE, L.L.C.",2233,5651768,2,US Dollar,1.00,11/25/2022,Oct 2022,Sullivan Process Controls,,10/26/2022,Open AP Item,1,627.00,627.00,3
Bill,5657876,"MOODY PRICE, L.L.C.",2233,5657876,2,US Dollar,1.00,12/12/2022,Dec 2022,Sullivan Process Controls,,12/12/2022,Open AP Item,1,217.89,217.89,3
Bill,5657154,"MOODY PRICE, L.L.C.",2233,5657154,2,US Dollar,1.00,01/05/2023,Dec 2022,Sullivan Process Controls,,12/6/2022,Open AP Item,1,434.61,434.61,3
Bill,5658881,"MOODY PRICE, L.L.C.",2233,5658881,2,US Dollar,1.00,01/18/2023,Dec 2022,Sullivan Process Controls,,12/19/2022,Open AP Item,1,627.00,627.00,3
Bill,5658947,"MOODY PRICE, L.L.C.",2233,5658947,2,US Dollar,1.00,01/18/2023,Dec 2022,Sullivan Process Controls,,12/19/2022,Open AP Item,1,396.00,396.00,3
Bill,50690836,MSC,2237,50690836,2,US Dollar,1.00,11/25/2022,Oct 2022,Sullivan Process Controls,,10/26/2022,Open AP Item,1,160.78,160.78,3
Bill,50805346,MSC,2237,50805346,2,US Dollar,1.00,11/26/2022,Oct 2022,Sullivan Process Controls,,10/27/2022,Open AP Item,1,45.02,45.02,3
Bill,52384426,MSC,2237,52384426,2,US Dollar,1.00,11/30/2022,Oct 2022,Sullivan Process Controls,,10/31/2022,Open AP Item,1,436.67,436.67,5
Bill,52384416,MSC,2237,52384416,2,US Dollar,1.00,12/01/2022,Nov 2022,Sullivan Process Controls,,11/1/2022,Open AP Item,1,252.22,252.22,5
Bill,53999676,MSC,2237,53999676,2,US Dollar,1.00,12/03/2022,Nov 2022,Sullivan Process Controls,,11/3/2022,Open AP Item,1,417.11,417.11,5
Bill,53999666,MSC,2237,53999666,2,US Dollar,1.00,12/03/2022,Dec 2022,Sullivan Process Controls,,12/1/2022,Open AP Item,1,481.60,481.60,5
Bill,55172596,MSC,2237,55172596,2,US Dollar,1.00,12/07/2022,Nov 2022,Sullivan Process Controls,,11/7/2022,Open AP Item,1,134.16,134.16,3
Bill,55172586,MSC,2237,55172586,2,US Dollar,1.00,12/08/2022,Nov 2022,Sullivan Process Controls,,11/8/2022,Open AP Item,1,105.27,105.27,3
Bill,56599336,MSC,2237,56599336,2,US Dollar,1.00,12/10/2022,Nov 2022,Sullivan Process Controls,,11/10/2022,Open AP Item,1,195.16,195.16,3
Bill,57487036,MSC,2237,57487036,2,US Dollar,1.00,12/14/2022,Dec 2022,Sullivan Process Controls,,12/1/2022,Open AP Item,1,171.53,171.53,3
Bill,57828846,MSC,2237,57828846,2,US Dollar,1.00,12/15/2022,Dec 2022,Sullivan Process Controls,,12/1/2022,Open AP Item,1,211.41,211.41,3
Bill,58746686,MSC,2237,58746686,2,US Dollar,1.00,12/16/2022,Nov 2022,Sullivan Process Controls,,11/16/2022,Open AP Item,1,267.43,267.43,3
Bill,59160966,MSC,2237,59160966,2,US Dollar,1.00,12/17/2022,Nov 2022,Sullivan Process Controls,,11/17/2022,Open AP Item,1,591.48,591.48,5
Bill,59026696,MSC,2237,59026696,2,US Dollar,1.00,12/18/2022,Nov 2022,Sullivan Process Controls,,11/18/2022,Open AP Item,1,1009.13,1009.13,5
Bill,59655976,MSC,2237,59655976,2,US Dollar,1.00,12/18/2022,Nov 2022,Sullivan Process Controls,,11/18/2022,Open AP Item,1,57.95,57.95,3
Bill,59153546,MSC,2237,59153546,2,US Dollar,1.00,12/18/2022,Nov 2022,Sullivan Process Controls,,11/18/2022,Open AP Item,1,43.87,43.87,3
Bill,60157336,MSC,2237,60157336,2,US Dollar,1.00,12/21/2022,Nov 2022,Sullivan Process Controls,,11/21/2022,Open AP Item,1,608.38,608.38,3
Bill,60348946,MSC,2237,60348946,2,US Dollar,1.00,12/22/2022,Nov 2022,Sullivan Process Controls,,11/22/2022,Open AP Item,1,215.32,215.32,3
Bill,61015686,MSC,2237,61015686,2,US Dollar,1.00,12/23/2022,Nov 2022,Sullivan Process Controls,,11/23/2022,Open AP Item,1,767.17,767.17,3
Bill,60173526,MSC,2237,60173526,2,US Dollar,1.00,12/23/2022,Nov 2022,Sullivan Process Controls,,11/23/2022,Open AP Item,1,763.84,763.84,3
Bill,60363986,MSC,2237,60363986,2,US Dollar,1.00,12/23/2022,Nov 2022,Sullivan Process Controls,,11/23/2022,Open AP Item,1,304.53,304.53,3
Bill,61879536,MSC,2237,61879536,2,US Dollar,1.00,12/29/2022,Nov 2022,Sullivan Process Controls,,11/29/2022,Open AP Item,1,336.52,336.52,3
Bill,62026806,MSC,2237,62026806,2,US Dollar,1.00,12/29/2022,Nov 2022,Sullivan Process Controls,,11/29/2022,Open AP Item,1,168.55,168.55,3
Bill,34846846,MSC,2237,34846846,2,US Dollar,1.00,12/31/2022,Dec 2022,Sullivan Process Controls,,12/1/2022,Open AP Item,1,424.84,424.84,5
Bill,51922486,MSC,2237,51922486,2,US Dollar,1.00,12/31/2022,Dec 2022,Sullivan Process Controls,,12/1/2022,Open AP Item,1,52.89,52.89,5
Bill,63552226,MSC,2237,63552226,2,US Dollar,1.00,01/01/2023,Dec 2022,Sullivan Process Controls,,12/2/2022,Open AP Item,1,342.78,342.78,3
Bill,63603856,MSC,2237,63603856,2,US Dollar,1.00,01/01/2023,Dec 2022,Sullivan Process Controls,,12/2/2022,Open AP Item,1,71.83,71.83,3
Bill,63603846,MSC,2237,63603846,2,US Dollar,1.00,01/04/2023,Dec 2022,Sullivan Process Controls,,12/5/2022,Open AP Item,1,341.90,341.90,3
Bill,64483566,MSC,2237,64483566,2,US Dollar,1.00,01/05/2023,Dec 2022,Sullivan Process Controls,,12/6/2022,Open AP Item,1,78.60,78.60,4
Bill,63552246,MSC,2237,63552246,2,US Dollar,1.00,01/05/2023,Dec 2022,Sullivan Process Controls,,12/6/2022,Open AP Item,1,33.81,33.81,3
Bill,66435036,MSC,2237,66435036,2,US Dollar,1.00,01/11/2023,Dec 2022,Sullivan Process Controls,,12/12/2022,Open AP Item,1,451.80,451.80,3
Bill,68598966,MSC,2237,68598966,2,US Dollar,1.00,01/15/2023,Dec 2022,Sullivan Process Controls,,12/16/2022,Open AP Item,1,356.07,356.07,3
Bill,68863586,MSC,2237,68863586,2,US Dollar,1.00,01/18/2023,Dec 2022,Sullivan Process Controls,,12/19/2022,Open AP Item,1,313.82,313.82,3
Bill,68938206,MSC,2237,68938206,2,US Dollar,1.00,01/18/2023,Dec 2022,Sullivan Process Controls,,12/19/2022,Open AP Item,1,37.59,37.59,3
Bill,69841836,MSC,2237,69841836,2,US Dollar,1.00,01/20/2023,Dec 2022,Sullivan Process Controls,,12/21/2022,Open AP Item,1,457.78,457.78,3
Bill,86985,MUELLER MFG INC,2239,86985,2,US Dollar,1.00,12/09/2022,Nov 2022,Sullivan Process Controls,,11/9/2022,Open AP Item,1,1000.00,1000.00,4
Bill,87012,MUELLER MFG INC,2239,87012,2,US Dollar,1.00,12/10/2022,Nov 2022,Sullivan Process Controls,,11/10/2022,Open AP Item,1,3300.00,3300.00,3
Bill,87548,MUELLER MFG INC,2239,87548,2,US Dollar,1.00,01/18/2023,Dec 2022,Sullivan Process Controls,,12/19/2022,Open AP Item,1,1476.00,1476.00,5
Bill,87613,MUELLER MFG INC,2239,87613,2,US Dollar,1.00,01/21/2023,Dec 2022,Sullivan Process Controls,,12/22/2022,Open AP Item,1,760.00,760.00,5
Bill,87655,MUELLER MFG INC,2239,87655,2,US Dollar,1.00,01/27/2023,Dec 2022,Sullivan Process Controls,,12/28/2022,Open AP Item,1,108.00,108.00,5
Bill,34050100-11,MUSIC MOUNTAIN,2241,34050100-11,20,US Dollar,1.00,12/10/2022,Nov 2022,Sullivan Process Controls,,11/30/2022,Open AP Item,1,40.05,40.05,5
Bill,34050100-12,MUSIC MOUNTAIN,2241,34050100-12,20,US Dollar,1.00,01/10/2023,Dec 2022,Sullivan Process Controls,,12/31/2022,Open AP Item,1,157.70,157.70,3
Bill,DEC. 2022,MUSSIE BUZAYENE,2499,DEC. 2022,4,US Dollar,1.00,12/30/2022,Dec 2022,Sullivan Process Controls,,12/30/2022,Open AP Item,1,600.00,600.00,5
Bill,IV00535736,NAMEPLATES,2244,IV00535736,2,US Dollar,1.00,11/26/2022,Oct 2022,Sullivan Process Controls,,10/27/2022,Open AP Item,1,1361.25,1361.25,3
Bill,IV00535877,NAMEPLATES,2244,IV00535877,2,US Dollar,1.00,11/30/2022,Oct 2022,Sullivan Process Controls,,10/31/2022,Open AP Item,1,372.50,372.50,5
Bill,IV00535959,NAMEPLATES,2244,IV00535959,2,US Dollar,1.00,12/01/2022,Nov 2022,Sullivan Process Controls,,11/1/2022,Open AP Item,1,337.70,337.70,5
Bill,IV00536148,NAMEPLATES,2244,IV00536148,2,US Dollar,1.00,12/04/2022,Nov 2022,Sullivan Process Controls,,11/4/2022,Open AP Item,1,1140.00,1140.00,5
Bill,IV00536316,NAMEPLATES,2244,IV00536316,2,US Dollar,1.00,12/09/2022,Nov 2022,Sullivan Process Controls,,11/9/2022,Open AP Item,1,1017.70,1017.70,5
