Type,tranid,entity,Vendor Internal Id,reference no,terms,Currency,exchangerate,duedate,postingperiod,subsidiary,memo,trandate,purchaseItemline_itemRef,purchaseItemline_quantity,purchaseItemLine_rate,usertotal,purchaseItemLine_location
Bill,631597,"CC GASKET & FASTENER, INC",,631597,2,US Dollar,1.00,12/21/2022,Nov 2022,Sullivan Process Controls,,11/21/2022,Open AP Item,1,128.00  ,128.00  ,3
Bill,631514,"CC GASKET & FASTENER, INC",,631514,2,US Dollar,1.00,12/29/2022,Nov 2022,Sullivan Process Controls,,11/29/2022,Open AP Item,1,64.68  ,64.68  ,5
Bill,6402093549-6-12,CENTERPOINT ENERGY,,6402093549-6-12,21,US Dollar,1.00,12/19/2022,Dec 2022,Sullivan Process Controls,,12/19/2022,Open AP Item,1,512.09  ,512.09  ,3
Bill,C37450,CHASE CONTROLS LP,,C37450,2,US Dollar,1.00,11/24/2022,Oct 2022,Sullivan Process Controls,,10/25/2022,Open AP Item,1,600.00  ,600.00  ,5
Bill,C37581,CHASE CONTROLS LP,,C37581,2,US Dollar,1.00,12/10/2022,Nov 2022,Sullivan Process Controls,,11/10/2022,Open AP Item,1,839.00  ,839.00  ,5
Bill,C37748,CHASE CONTROLS LP,,C37748,2,US Dollar,1.00,12/30/2022,Nov 2022,Sullivan Process Controls,,11/30/2022,Open AP Item,1,118.00  ,118.00  ,5
Bill,C37830,CHASE CONTROLS LP,,C37830,2,US Dollar,1.00,01/07/2023,Dec 2022,Sullivan Process Controls,,12/8/2022,Open AP Item,1,400.00  ,400.00  ,5
Bill,4135527862,CINTAS CORP,,4135527862,20,US Dollar,1.00,11/05/2022,Oct 2022,Sullivan Process Controls,,10/26/2022,Open AP Item,1,158.93  ,158.93  ,3
Bill,4136220242,CINTAS CORP,,4136220242,20,US Dollar,1.00,11/12/2022,Nov 2022,Sullivan Process Controls,,11/2/2022,Open AP Item,1,54.89  ,54.89  ,3
Bill,4136905653,CINTAS CORP,,4136905653,20,US Dollar,1.00,11/19/2022,Nov 2022,Sullivan Process Controls,,11/9/2022,Open AP Item,1,54.89  ,54.89  ,3
Bill,4137497682,CINTAS CORP,,4137497682,20,US Dollar,1.00,11/25/2022,Nov 2022,Sullivan Process Controls,,11/15/2022,Open AP Item,1,200.89  ,200.89  ,3
Bill,4138146194,CINTAS CORP,,4138146194,20,US Dollar,1.00,12/01/2022,Nov 2022,Sullivan Process Controls,,11/21/2022,Open AP Item,1,158.93  ,158.93  ,3
Bill,4138914061,CINTAS CORP,,4138914061,20,US Dollar,1.00,12/10/2022,Nov 2022,Sullivan Process Controls,,11/30/2022,Open AP Item,1,54.89  ,54.89  ,3
Bill,4139683225,CINTAS CORP,,4139683225,20,US Dollar,1.00,12/17/2022,Dec 2022,Sullivan Process Controls,,12/7/2022,Open AP Item,1,54.90  ,54.90  ,3
Bill,4140389477,CINTAS CORP,,4140389477,20,US Dollar,1.00,12/24/2022,Dec 2022,Sullivan Process Controls,,12/14/2022,Open AP Item,1,54.89  ,54.89  ,3
Bill,4141849236,CINTAS CORP,,4141849236,20,US Dollar,1.00,01/08/2023,Dec 2022,Sullivan Process Controls,,12/29/2022,Open AP Item,1,54.89  ,54.89  ,3
Bill,5133165045,CINTAS CORP (OH),2077,5133165045,2,US Dollar,1.00,12/15/2022,Nov 2022,Sullivan Process Controls,,11/15/2022,Open AP Item,1,55.49  ,55.49  ,4
Bill,9202530827,CINTAS CORP (OH),,9202530827,2,US Dollar,1.00,12/31/2022,Dec 2022,Sullivan Process Controls,,12/1/2022,Open AP Item,1,96.74  ,96.74  ,3
Bill,9202572749,CINTAS CORP (OH),2077,9202572749,2,US Dollar,1.00,12/31/2022,Dec 2022,Sullivan Process Controls,,12/1/2022,Open AP Item,1,96.34  ,96.34  ,4
Bill,5136886434,CINTAS CORP (OH),2077,5136886434,2,US Dollar,1.00,01/13/2023,Dec 2022,Sullivan Process Controls,,12/14/2022,Open AP Item,1,42.73  ,42.73  ,4
Bill,5138109837,CINTAS CORP (OH),,5138109837,2,US Dollar,1.00,01/21/2023,Dec 2022,Sullivan Process Controls,,12/22/2022,Open AP Item,1,547.36  ,547.36  ,5
Bill,9206109992,CINTAS CORP (OH),,9206109992,2,US Dollar,1.00,01/29/2023,Dec 2022,Sullivan Process Controls,,12/30/2022,Open AP Item,1,119.08  ,119.08  ,5
Bill,5100558435,CISCO SYSTEMS INC,,5100558435,2,US Dollar,1.00,01/13/2023,Dec 2022,Sullivan Process Controls,,12/14/2022,Open AP Item,1,102.84  ,102.84  ,6
Bill,ProcFeeNov,CITY OF HOUSTON WATER,,ProcFeeNov,2,US Dollar,1.00,12/07/2022,Nov 2022,Sullivan Process Controls,,11/16/2022,Open AP Item,1,0.50  ,0.50  ,5
Bill,ProcFeeDec.,CITY OF HOUSTON WATER,,ProcFeeDec.,2,US Dollar,1.00,12/14/2022,Dec 2022,Sullivan Process Controls,,12/14/2022,Open AP Item,1,0.50  ,0.50  ,5
Bill,620345101385-12,CITY OF HOUSTON WATER,,620345101385-12,2,US Dollar,1.00,01/06/2023,Dec 2022,Sullivan Process Controls,,12/14/2022,Open AP Item,1,217.53  ,217.53  ,5
Bill,504,CLB ELECTRICAL SYSTEMS LLC,,504,2,US Dollar,1.00,11/23/2022,Oct 2022,Sullivan Process Controls,,10/24/2022,Open AP Item,1,"3,000.00  ","3,000.00  ",5
Bill,178316,CLEAN POWER SUPPLY,,178316,2,US Dollar,1.00,11/10/2022,Nov 2022,Sullivan Process Controls,,11/10/2022,Open AP Item,1,350.00  ,350.00  ,3
Bill,8777703321958533-11,COMCAST,,8777703321958533-11,20,US Dollar,1.00,12/11/2022,Nov 2022,Sullivan Process Controls,,11/21/2022,Open AP Item,1,313.81  ,313.81  ,5
Bill,8777703321958533-12,COMCAST,,8777703321958533-12,20,US Dollar,1.00,01/11/2023,Dec 2022,Sullivan Process Controls,,12/26/2022,Open AP Item,1,313.81  ,313.81  ,5
Bill,5205,CONVERGE DESIGN,,5205,2,US Dollar,1.00,12/31/2022,Dec 2022,Sullivan Process Controls,,12/1/2022,Open AP Item,1,356.50  ,356.50  ,3
Bill,INV0390832,CORROSION MATERIALS,,INV0390832,2,US Dollar,1.00,01/04/2023,Dec 2022,Sullivan Process Controls,,12/5/2022,Open AP Item,1,341.93  ,341.93  ,3
Bill,396752,CVS CONTROLS LTD.,,396752,2,US Dollar,1.00,11/30/2022,Oct 2022,Sullivan Process Controls,,10/31/2022,Open AP Item,1,"7,929.00  ","7,929.00  ",3
Bill,396753,CVS CONTROLS LTD.,,396753,2,US Dollar,1.00,11/30/2022,Oct 2022,Sullivan Process Controls,,10/31/2022,Open AP Item,1,89.70  ,89.70  ,3
Bill,397004,CVS CONTROLS LTD.,,397004,2,US Dollar,1.00,12/03/2022,Nov 2022,Sullivan Process Controls,,11/3/2022,Open AP Item,1,"1,589.90  ","1,589.90  ",3
Bill,397005,CVS CONTROLS LTD.,,397005,2,US Dollar,1.00,12/03/2022,Nov 2022,Sullivan Process Controls,,11/3/2022,Open AP Item,1,"1,421.60  ","1,421.60  ",3
Bill,397006,CVS CONTROLS LTD.,,397006,2,US Dollar,1.00,12/03/2022,Nov 2022,Sullivan Process Controls,,11/3/2022,Open AP Item,1,"1,172.20  ","1,172.20  ",3
Bill,397105,CVS CONTROLS LTD.,,397105,2,US Dollar,1.00,12/07/2022,Nov 2022,Sullivan Process Controls,,11/7/2022,Open AP Item,1,"1,945.20  ","1,945.20  ",3
Bill,397621,CVS CONTROLS LTD.,,397621,2,US Dollar,1.00,12/16/2022,Nov 2022,Sullivan Process Controls,,11/16/2022,Open AP Item,1,412.65  ,412.65  ,3
Bill,397620,CVS CONTROLS LTD.,,397620,2,US Dollar,1.00,12/16/2022,Nov 2022,Sullivan Process Controls,,11/16/2022,Open AP Item,1,412.65  ,412.65  ,3
Bill,397992,CVS CONTROLS LTD.,,397992,2,US Dollar,1.00,12/23/2022,Nov 2022,Sullivan Process Controls,,11/23/2022,Open AP Item,1,"1,141.02  ","1,141.02  ",3
Bill,001242-R-0008,DC ELITE LLC,,001242-R-0008,4,US Dollar,1.00,11/23/2022,Nov 2022,Sullivan Process Controls,,11/23/2022,Open AP Item,1,44.65  ,44.65  ,5
Bill,Dec2022,DC ELITE LLC,,Dec2022,4,US Dollar,1.00,12/23/2022,Dec 2022,Sullivan Process Controls,,12/23/2022,Open AP Item,1,44.65  ,44.65  ,5
Bill,S221445-4 A,DECA SYSTEMS,,S221445-4 A,2,US Dollar,1.00,12/09/2022,Nov 2022,Sullivan Process Controls,,11/9/2022,Open AP Item,1,616.33  ,616.33  ,3
Bill,S221445-4,DECA SYSTEMS,,S221445-4,2,US Dollar,1.00,12/14/2022,Nov 2022,Sullivan Process Controls,,11/14/2022,Open AP Item,1,233.71  ,233.71  ,3
Bill,S221673-5 A,DECA SYSTEMS,,S221673-5 A,2,US Dollar,1.00,01/29/2023,Dec 2022,Sullivan Process Controls,,12/30/2022,Open AP Item,1,944.60  ,944.60  ,3
Bill,TXKI000005111,DHL EXPRESS,,TXKI000005111,23,US Dollar,1.00,11/24/2022,Nov 2022,Sullivan Process Controls,,11/9/2022,Open AP Item,1,"2,132.15  ","2,132.15  ",3
Bill,D18922862,DHL EXPRESS,,D18922862,23,US Dollar,1.00,11/24/2022,Nov 2022,Sullivan Process Controls,,11/17/2022,Open AP Item,1,"3,480.63  ","3,480.63  ",3
Bill,D18923649,DHL EXPRESS,,D18923649,23,US Dollar,1.00,11/24/2022,Nov 2022,Sullivan Process Controls,,11/17/2022,Open AP Item,1,99.10  ,99.10  ,3
Bill,D18964668,DHL EXPRESS,,D18964668,23,US Dollar,1.00,11/29/2022,Nov 2022,Sullivan Process Controls,,11/22/2022,Open AP Item,1,213.92  ,213.92  ,3
Bill,TXKI000005125,DHL EXPRESS,,TXKI000005125,23,US Dollar,1.00,12/01/2022,Nov 2022,Sullivan Process Controls,,11/16/2022,Open AP Item,1,"7,325.56  ","7,325.56  ",3
Bill,TXKI000005125,DHL EXPRESS,,TXKI000005125,23,US Dollar,1.00,12/01/2022,Nov 2022,Sullivan Process Controls,,11/16/2022,Open AP Item,1,"4,194.16  ","4,194.16  ",5
Bill,TXKID00000153,DHL EXPRESS,,TXKID00000153,23,US Dollar,1.00,12/03/2022,Nov 2022,Sullivan Process Controls,,11/18/2022,Open AP Item,1,"4,397.50  ","4,397.50  ",3
Bill,D19009116,DHL EXPRESS,,D19009116,23,US Dollar,1.00,12/06/2022,Nov 2022,Sullivan Process Controls,,11/29/2022,Open AP Item,1,"3,412.63  ","3,412.63  ",5
Bill,D19011291,DHL EXPRESS,,D19011291,23,US Dollar,1.00,12/07/2022,Nov 2022,Sullivan Process Controls,,11/30/2022,Open AP Item,1,46.66  ,46.66  ,5
Bill,TXKI000005139,DHL EXPRESS,,TXKI000005139,23,US Dollar,1.00,12/08/2022,Nov 2022,Sullivan Process Controls,,11/23/2022,Open AP Item,1,"1,172.94  ","1,172.94  ",3
Bill,TXKI000005156,DHL EXPRESS,,TXKI000005156,23,US Dollar,1.00,12/15/2022,Nov 2022,Sullivan Process Controls,,11/30/2022,Open AP Item,1,"1,607.31  ","1,607.31  ",5
Bill,TXKI000005168,DHL EXPRESS,,TXKI000005168,23,US Dollar,1.00,12/22/2022,Dec 2022,Sullivan Process Controls,,12/7/2022,Open AP Item,1,361.15  ,361.15  ,3
Bill,D19104384,DHL EXPRESS,,D19104384,23,US Dollar,1.00,12/22/2022,Dec 2022,Sullivan Process Controls,,12/15/2022,Open AP Item,1,46.66  ,46.66  ,5
Bill,D19111248,DHL EXPRESS,,D19111248,23,US Dollar,1.00,12/23/2022,Dec 2022,Sullivan Process Controls,,12/16/2022,Open AP Item,1,"3,428.93  ","3,428.93  ",3
Bill,TXKI000005174,DHL EXPRESS,,TXKI000005174,23,US Dollar,1.00,12/29/2022,Dec 2022,Sullivan Process Controls,,12/14/2022,Open AP Item,1,"2,596.29  ","2,596.29  ",3
Bill,D19167097,DHL EXPRESS,,D19167097,23,US Dollar,1.00,12/31/2022,Dec 2022,Sullivan Process Controls,,12/24/2022,Open AP Item,1,86.66  ,86.66  ,3
Bill,D19183328,DHL EXPRESS,,D19183328,23,US Dollar,1.00,01/02/2023,Dec 2022,Sullivan Process Controls,,12/26/2022,Open AP Item,1,139.90  ,139.90  ,3
Bill,D19189312,DHL EXPRESS,,D19189312,23,US Dollar,1.00,01/04/2023,Dec 2022,Sullivan Process Controls,,12/31/2022,Open AP Item,1,"3,428.93  ","3,428.93  ",3
Bill,TXKI000005184,DHL EXPRESS,,TXKI000005184,23,US Dollar,1.00,01/05/2023,Dec 2022,Sullivan Process Controls,,12/21/2022,Open AP Item,1,"7,328.24  ","7,328.24  ",3
Bill,TXKI000005184,DHL EXPRESS,,TXKI000005184,23,US Dollar,1.00,01/05/2023,Dec 2022,Sullivan Process Controls,,12/21/2022,Open AP Item,1,"1,058.67  ","1,058.67  ",5
Bill,D19219404,DHL EXPRESS,,D19219404,23,US Dollar,1.00,01/07/2023,Dec 2022,Sullivan Process Controls,,12/31/2022,Open AP Item,1,268.66  ,268.66  ,3
Bill,D19215967,DHL EXPRESS,,D19215967,23,US Dollar,1.00,01/07/2023,Dec 2022,Sullivan Process Controls,,12/31/2022,Open AP Item,1,46.66  ,46.66  ,5
Bill,D19205163,DHL EXPRESS,,D19205163,23,US Dollar,1.00,01/07/2023,Dec 2022,Sullivan Process Controls,,12/31/2022,Open AP Item,1,46.66  ,46.66  ,3
Bill,TXKI000005196,DHL EXPRESS,,TXKI000005196,23,US Dollar,1.00,01/12/2023,Dec 2022,Sullivan Process Controls,,12/28/2022,Open AP Item,1,941.53  ,941.53  ,3
Bill,TXKI000005205,DHL EXPRESS,,TXKI000005205,23,US Dollar,1.00,01/15/2023,Dec 2022,Sullivan Process Controls,,12/31/2022,Open AP Item,1,"6,775.34  ","6,775.34  ",3
Bill,TXKI000005205,DHL EXPRESS,,TXKI000005205,23,US Dollar,1.00,01/15/2023,Dec 2022,Sullivan Process Controls,,12/31/2022,Open AP Item,1,"1,884.03  ","1,884.03  ",5
Bill,MD-1165,DIGIBOX CREATIVE,,MD-1165,20,US Dollar,1.00,11/07/2022,Nov 2022,Sullivan Process Controls,,11/2/2022,Open AP Item,1,"2,000.00  ","2,000.00  ",3
Bill,MD-1167,DIGIBOX CREATIVE,,MD-1167,20,US Dollar,1.00,11/30/2022,Nov 2022,Sullivan Process Controls,,11/30/2022,Open AP Item,1,"2,000.00  ","2,000.00  ",3
Bill,146891,DMR MECHANICAL,2110,146891,4,US Dollar,1.00,11/30/2022,Nov 2022,Sullivan Process Controls,,11/1/2022,Open AP Item,1,"2,056.19  ","2,056.19  ",4
Bill,149275,DMR MECHANICAL,,149275,2,US Dollar,1.00,12/01/2022,Dec 2022,Sullivan Process Controls,,12/1/2022,Open AP Item,1,"2,822.12  ","2,822.12  ",3
Bill,408868,EDGE COMMUNICATIONS,,408868,2,US Dollar,1.00,01/05/2023,Dec 2022,Sullivan Process Controls,,12/6/2022,Open AP Item,1,181.54  ,181.54  ,5
Bill,IN3365,EDGE OFFICE PRODUCTS,2117,IN3365,2,US Dollar,1.00,12/21/2022,Nov 2022,Sullivan Process Controls,,11/21/2022,Open AP Item,1,60.70  ,60.70  ,4
Bill,IN3365,EDGE OFFICE PRODUCTS,,IN3365,2,US Dollar,1.00,12/21/2022,Nov 2022,Sullivan Process Controls,,11/21/2022,Open AP Item,1,58.20  ,58.20  ,5
Bill,IN3365,EDGE OFFICE PRODUCTS,,IN3365,2,US Dollar,1.00,12/21/2022,Nov 2022,Sullivan Process Controls,,11/21/2022,Open AP Item,1,52.00  ,52.00  ,3
Bill,30816,ELECTROLESS NICKEL PLATING OF LA,,30816,2,US Dollar,1.00,11/30/2022,Oct 2022,Sullivan Process Controls,,10/31/2022,Open AP Item,1,45.00  ,45.00  ,3
Bill,30912,ELECTROLESS NICKEL PLATING OF LA,,30912,2,US Dollar,1.00,12/14/2022,Dec 2022,Sullivan Process Controls,,12/1/2022,Open AP Item,1,99.88  ,99.88  ,3
Bill,03-61005-01,ELLIOTT ELECTRIC SUPPLY,,03-61005-01,2,US Dollar,1.00,12/30/2022,Nov 2022,Sullivan Process Controls,,11/30/2022,Open AP Item,1,566.08  ,566.08  ,3
Bill,03-61005-02,ELLIOTT ELECTRIC SUPPLY,,03-61005-02,2,US Dollar,1.00,12/30/2022,Nov 2022,Sullivan Process Controls,,11/30/2022,Open AP Item,1,266.01  ,266.01  ,3
Bill,03-61005-03,ELLIOTT ELECTRIC SUPPLY,,03-61005-03,2,US Dollar,1.00,12/31/2022,Dec 2022,Sullivan Process Controls,,12/1/2022,Open AP Item,1,182.37  ,182.37  ,3
Bill,510607,EPSI,,510607,2,US Dollar,1.00,12/02/2022,Nov 2022,Sullivan Process Controls,,11/2/2022,Open AP Item,1,66.95  ,66.95  ,3
Bill,511002,EPSI,,511002,2,US Dollar,1.00,12/08/2022,Nov 2022,Sullivan Process Controls,,11/8/2022,Open AP Item,1,481.30  ,481.30  ,5
Bill,511328,EPSI,,511328,2,US Dollar,1.00,12/11/2022,Nov 2022,Sullivan Process Controls,,11/11/2022,Open AP Item,1,74.64  ,74.64  ,3
Bill,511407,EPSI,,511407,2,US Dollar,1.00,12/14/2022,Nov 2022,Sullivan Process Controls,,11/14/2022,Open AP Item,1,201.55  ,201.55  ,3
Bill,371110,ESP,,371110,2,US Dollar,1.00,12/29/2022,Dec 2022,Sullivan Process Controls,,12/1/2022,Open AP Item,1,553.50  ,553.50  ,3
Bill,371109,ESP,,371109,2,US Dollar,1.00,12/29/2022,Dec 2022,Sullivan Process Controls,,12/1/2022,Open AP Item,1,295.20  ,295.20  ,3
Bill,373169,ESP,,373169,2,US Dollar,1.00,01/12/2023,Dec 2022,Sullivan Process Controls,,12/13/2022,Open AP Item,1,101.22  ,101.22  ,3
Bill,374070,ESP,,374070,2,US Dollar,1.00,01/19/2023,Dec 2022,Sullivan Process Controls,,12/20/2022,Open AP Item,1,482.00  ,482.00  ,3
