Type,tranid,entity,Vendor Internal Id,reference no,terms,Currency,exchangerate,duedate,postingperiod,trandate,purchaseItemline_itemRef,purchaseItemline_quantity,purchaseItemLine_rate,usertotal,purchaseItemLine_location
Bill,2541301,NEC FINANCIAL SERVICES,1410,2541301,21,US Dollar,1,1/5/2023,22-Dec,12/16/2022,Open AP Item,1,202.37,202.37,6
Bill,2541302,NEC FINANCIAL SERVICES,1410,2541302,21,US Dollar,1,1/5/2023,22-Dec,12/16/2022,Open AP Item,1,151.92,151.92,4
Bill,9303972736,JOSEPH T RYERSON & SON,1353,9303972736,2,US Dollar,1,1/15/2023,22-Dec,12/16/2022,Open AP Item,1,390.12,390.12,3
Bill,83357,"HAYGOR INSTRUMENT & ENG., INC.",1323,83357,2,US Dollar,1,1/15/2023,22-Dec,12/16/2022,Open AP Item,1,32.91,32.91,3
Bill,6402093549-6-12,CENTERPOINT ENERGY,1233,6402093549-6-12,2,US Dollar,1,12/19/2022,22-Dec,12/19/2022,Open AP Item,1,522.09,522.09,3
Bill,1919935,AIV L.P.,1175,1919935,2,US Dollar,1,1/18/2023,22-Dec,12/19/2022,Open AP Item,1,19215,19215,4
Bill,87548,MUELLER MFG INC,1401,87548,2,US Dollar,1,1/18/2023,22-Dec,12/19/2022,Open AP Item,1,1476,1476,5
Bill,3187494,RAWSON OR INDUSTRIAL CONTROLS (ICD),1457,3187494,2,US Dollar,1,1/18/2023,22-Dec,12/19/2022,Open AP Item,1,632.15,632.15,5
Bill,89898720,MCMASTER-CARR,1383,89898720,2,US Dollar,1,1/18/2023,22-Dec,12/19/2022,Open AP Item,1,518.5,518.5,3
Bill,65704,SPC Haughton,1489,65704,2,US Dollar,1,12/20/2022,22-Dec,12/20/2022,Open AP Item,1,1494.48,1494.48,5
Bill,58549813-12,FORD CREDIT.,1301,58549813-12,2,US Dollar,1,1/9/2023,22-Dec,12/20/2022,Open AP Item,1,558.49,558.49,4
Bill,0106454-IN,MIDWEST VALVE PARTS SUPPLY,1387,0106454-IN,2,US Dollar,1,1/19/2023,22-Dec,12/20/2022,Open AP Item,1,2483.4,2483.4,3
Bill,4155676,PUFFER-SWEIVEN,1446,4155676,2,US Dollar,1,1/19/2023,22-Dec,12/20/2022,Open AP Item,1,2212.35,2212.35,5
Bill,3331239,SIGMA SUPPLY,1476,3331239,2,US Dollar,1,1/19/2023,22-Dec,12/20/2022,Open AP Item,1,1067,1067,3
Bill,243,MONARCH STAINLESS LTD,1393,243,2,US Dollar,1,1/19/2023,22-Dec,12/20/2022,Open AP Item,1,813.7,813.7,3
Bill,IN004281801,A.W. CHESTERTON COMPANY,1162,IN004281801,2,US Dollar,1,1/19/2023,22-Dec,12/20/2022,Open AP Item,1,764.25,764.25,5
Bill,374070,ESP,1290,374070,2,US Dollar,1,1/19/2023,22-Dec,12/20/2022,Open AP Item,1,482,482,3
Bill,65721,SPC Haughton,1489,65721,2,US Dollar,1,12/21/2022,22-Dec,12/21/2022,Open AP Item,1,481.73,481.73,5
Bill,296191/2,IVEY'S HAUGHTON,1770,296191/2,20,US Dollar,1,12/31/2022,22-Dec,12/21/2022,Open AP Item,1,37.72,37.72,3
Bill,TXKI000005184,DHL EXPRESS,1269,TXKI000005184,2,US Dollar,1,1/5/2023,22-Dec,12/21/2022,Open AP Item,1,7328.24,7328.24,3
Bill,TXKI000005184,DHL EXPRESS,1269,TXKI000005184,2,US Dollar,1,1/5/2023,22-Dec,12/21/2022,Open AP Item,1,1058.67,1058.67,5
Bill,30413,JORY L. BERNARD,1352,30413,2,US Dollar,1,1/20/2023,22-Dec,12/21/2022,Open AP Item,1,2180,2180,3
Bill,PSI345273,JOHN H. CARTER,1351,PSI345273,2,US Dollar,1,1/20/2023,22-Dec,12/21/2022,Open AP Item,1,1653.15,1653.15,3
Bill,60604,R&S SUPPLY,1451,60604,2,US Dollar,1,1/20/2023,22-Dec,12/21/2022,Open AP Item,1,887.5,887.5,3
Bill,34795,GENE'S MACHINE,1307,34795,2,US Dollar,1,1/20/2023,22-Dec,12/21/2022,Open AP Item,1,550,550,4
Bill,69841836,MSC,1399,69841836,2,US Dollar,1,1/20/2023,22-Dec,12/21/2022,Open AP Item,1,457.78,457.78,3
Bill,INV459730,KPA,1360,INV459730,2,US Dollar,1,1/20/2023,22-Dec,12/21/2022,Open AP Item,1,245.26,245.26,3
Bill,7603622162-0-1,STAPLES ADVANTAGE,1494,7603622162-0-1,2,US Dollar,1,1/20/2023,22-Dec,12/21/2022,Open AP Item,1,194.71,194.71,3
Bill,1.84003E+11,RELIANT,1459,1.84003E+11,2,US Dollar,1,1/11/2023,22-Dec,12/22/2022,Open AP Item,1,352.12,352.12,4
Bill,4003691666,TOYOTA INDUSTRIES COMMERCIAL,1523,4003691666,21,US Dollar,1,1/16/2023,22-Dec,12/22/2022,Open AP Item,1,481.44,481.44,4
Bill,5138109837,CINTAS CORP (OH),1241,5138109837,2,US Dollar,1,1/21/2023,22-Dec,12/22/2022,Open AP Item,1,547.36,547.36,5
Bill,44253,PROGRESSIVE METAL SERVICE,1444,44253,2,US Dollar,1,1/21/2023,22-Dec,12/22/2022,Open AP Item,1,175,175,3
Bill,Dec-22,DC ELITE LLC,1265,Dec-22,4,US Dollar,1,12/23/2022,22-Dec,12/23/2022,Open AP Item,1,44.65,44.65,5
Bill,8833R5229-12,TRAVELERS CL REMITTANCE CENTER,1524,8833R5229-12,21,US Dollar,1,1/12/2023,22-Dec,12/23/2022,Open AP Item,1,2744.55,2744.55,6
Bill,D19167097,DHL EXPRESS,1269,D19167097,2,US Dollar,1,12/31/2022,22-Dec,12/24/2022,Open AP Item,1,86.66,86.66,3
Bill,0000X40605522,UPS.H,1540,0000X40605522,2,US Dollar,1,1/2/2023,22-Dec,12/24/2022,Open AP Item,1,581.06,581.06,3
Bill,0000X40605522,UPS.H,1540,0000X40605522,2,US Dollar,1,1/2/2023,22-Dec,12/24/2022,Open AP Item,1,209.21,209.21,5
Bill,0000R26488522,UPS.V,1541,0000R26488522,2,US Dollar,1,1/2/2023,22-Dec,12/24/2022,Open AP Item,1,10.9,10.9,4
Bill,ST/INV/883/22-23,M/S SHIVAMTECH ENGINEERING DESIGN PVT. LTD.,1374,ST/INV/883/22-23,2,US Dollar,1,1/23/2023,22-Dec,12/24/2022,Open AP Item,1,468,468,5
Bill,0975-001138769,REPUBLIC SERVICES  #975,1773,0975-001138769,21,US Dollar,1,1/14/2023,22-Dec,12/25/2022,Open AP Item,1,439.17,439.17,3
Bill,D19183328,DHL EXPRESS,1269,D19183328,2,US Dollar,1,1/2/2023,22-Dec,12/26/2022,Open AP Item,1,139.9,139.9,3
Bill,8777703321958533-12,COMCAST,1765,8777703321958533-12,20,US Dollar,1,1/11/2023,22-Dec,12/26/2022,Open AP Item,1,313.81,313.81,5
Bill,0853-007125466,REPUBLIC SERVICES #853,1461,0853-007125466,2,US Dollar,1,1/15/2023,22-Dec,12/26/2022,Open AP Item,1,120.37,120.37,5
Bill,CW,CAPITAL ONE,1764,CW,21,US Dollar,1,1/20/2023,22-Dec,12/26/2022,Open AP Item,1,14076.64,14076.64,3
Bill,CC,CAPITAL ONE,1764,CC,21,US Dollar,1,1/20/2023,22-Dec,12/26/2022,Open AP Item,1,137.41,137.41,4
Bill,1022453,MIHLFELD & ASSOCIATES,1389,1022453,4,US Dollar,1,12/27/2022,22-Dec,12/27/2022,Open AP Item,1,2841.34,2841.34,5
Bill,65726,SPC Haughton,1489,65726,2,US Dollar,1,12/27/2022,22-Dec,12/27/2022,Open AP Item,1,1343.35,1343.35,5
Bill,996405001-12,VICTORIA ELECTRIC COOP,1549,996405001-12,21,US Dollar,1,1/16/2023,22-Dec,12/27/2022,Open AP Item,1,2156.4,2156.4,4
Bill,3698369,XEROX FINANCIAL SERVICES,1569,3698369,21,US Dollar,1,1/17/2023,22-Dec,12/28/2022,Open AP Item,1,129.5,129.5,6
Bill,3698368,XEROX FINANCIAL SERVICES,1569,3698368,21,US Dollar,1,1/17/2023,22-Dec,12/28/2022,Open AP Item,1,109.89,109.89,3
Bill,6369281-2848-8,WASTE MANAGEMENT CORP,1555,6369281-2848-8,2,US Dollar,1,1/27/2023,22-Dec,12/28/2022,Open AP Item,1,129.52,129.52,4
