Item Name/Number,Display Name/Code,Primary Units Type Internal Id,Primary Units Type,Sub Unit Internal Id ,Description,Location,PRODUCTION & SPECIAL INSTRUCTIONS COMMENTS,Track Landed Cost,Costing Method,Cost Category,Use Bin,Base Price,COGS Account,Asset Account,Income Account,WIP Account,Scrap Account,Tax Schedule,Ink,Watermark,Status Notes
8614,"Die Cut Part 3M 5962P 3.178"" x 4.3""",5,Unit-Base M (Use for Finished Goods),7,"Die Cut Part - 3M 5962P - 3.178"" x 4.3""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,4250.84,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
8626,Sheeted Part CSM Lidding seal 9mm Dia,3,"Each (Use for Boxes, Bags, Cores, Cases)",4,Sheeted Part - CSM Lidding seal - 9mm Dia,Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,1860,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,Trial,"EDD - 2/21/2020 – Inspection Routine Needs Verified
"
8637,"Die Cut Part Matte Silver printed 2 color 1.5"" x 3""",5,Unit-Base M (Use for Finished Goods),7,"Die Cut Part - Matte Silver printed 2 color - 1.5"" x 3""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,240.33,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,"Ink 1
  Color: PMS 214
  Ink Type: Water
  Anilox: Med
  Print Cylinder: 78
  Vendor: GTT Medium

Ink 2
  Color: Black
  Ink Type: Water
  Anilox: 440
  Print Cylinder: 78
  Vendor: ",,
8638,"Die Cut Part 3M RP45 die cut and perfed 0.75"" x 2"" with tab",5,Unit-Base M (Use for Finished Goods),7,"Die Cut Part - 3M RP45 die cut and perfed - 0.75"" x 2"" with tab",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,404.96,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,"
Material Change FW 2/17/22  using AFTC 5341"
8650,"Sheeted Part 3M 1774W 18"" x 24""",3,"Each (Use for Boxes, Bags, Cores, Cases)",4,"Sheeted Part - 3M 1774W - 18"" x 24""",Strouse-HQ,Clean press (Full IPA Wipedown) prior to putting materials on press.,TRUE,Average,Default Cost Category,TRUE,4.1036,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
8651,"Die Cut Part 3M 5952P VHB seal 3.2"" x 4.46""",3,"Each (Use for Boxes, Bags, Cores, Cases)",4,"Die Cut Part - 3M 5952P VHB seal - 3.2"" x 4.46""",Strouse-HQ,See special comments on Work Order for certs and other special requirements,TRUE,Average,Default Cost Category,TRUE,4.42,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,"PK - 9/23/22 - This job ran with the new tooling, but it was discovered after the job was completed that the dimensions were out of spec and failed the PPAP.  We need to figure out why dimesnsions were out in the X-web and adjesut die speed/process to get the web-direction dimensions more consistent and in spec.

PK 4/22/22 - This process is obsolete.  It was lost over time that new tooling is required (same as we did for JJ 8614) that cuts the inner and outer shape in the same die in order to meet tight tolerances, especially the new ""symmetry"" tolerances on Rev 2.
"
8658,"Sheeted Part Triangles - 2018 4.5"" x 3.375""",5,Unit-Base M (Use for Finished Goods),7,"Sheeted Part - Triangles - 2018 - 4.5"" x 3.375""",Strouse-HQ,Parts need to be as clean as possible.  Watch for deep die strike.,TRUE,Average,Default Cost Category,TRUE,95.91,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,"2/8/2022 - Skip - Made guides for the conveyor. Need to give them a try on next order. Marked order notification and step notification. 

2/4/2021 - Skip, Per Brian Holz email, Along with this Skip and I were going to look at the stacker/conveyor and go over Ron and Jeff’s concerns/issues with using these. Marked Step notification. "
8659,Die Cut Part  ,5,Unit-Base M (Use for Finished Goods),7,Die Cut Part,Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,20.48,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,Trial - See Engineering,
8663,"Sheeted Part Variety - 2018 4.5"" x 3.375""",5,Unit-Base M (Use for Finished Goods),7,"Sheeted Part - Variety - 2018 - 4.5"" x 3.375""",Strouse-HQ,Parts need to be as clean as possible.  Watch for deep die strike.,TRUE,Average,Default Cost Category,TRUE,95.91,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,"2/8/2022 - Skip - Made guides for the conveyor. Need to give them a try on next order. Marked order notification and step notification. 

2/4/2021 - Skip, Per Brian Holz email, Along with this Skip and I were going to look at the stacker/conveyor and go over Ron and Jeff’s concerns/issues with using these. Marked step  notification. 

12/17/2020 - RB - Need to look at how we are catching the parts.  See job costing."
8665,"Laminated Roll 3M 1522 24"" x 72Yd",3,"Each (Use for Boxes, Bags, Cores, Cases)",4,"Laminated Roll - 3M 1522 - 24"" x 72Yd",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,23,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,"Rich - 5/19/2020 - Un-obsoleted.  Change to single coated medium release liner.  Marked to see Engineering and pre-press meeting.
Skip - 8/16/2018 - Marked obsolete and order notification because of buckling issues. Customer might be willing to accept sheets, this might be an option. Ron Suggested trying a single sided liner instead of a double sided liner and believes doing this might correct the issues. they needed to wind onto 6"" cores of which has been changed already. "
8668,Die Cut Part Pad Foam Large Rear Hsg Calypso 6.6mm x 12.6mm,5,Unit-Base M (Use for Finished Goods),7,Die Cut Part - Pad Foam Large Rear Hsg Calypso - 6.6mm x 12.6mm,Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,85.283,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
8669,Die Cut Part Pad Foam Small Rear Hsg Calypso 5.5mm x 7.1mm,5,Unit-Base M (Use for Finished Goods),7,Die Cut Part - Pad Foam Small Rear Hsg Calypso - 5.5mm x 7.1mm,Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,76.384,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
8675,"Male Carrier Strip Dark Blue Dual Cap 1.11"" x 7.00""",5,Unit-Base M (Use for Finished Goods),7,"Male Carrier Strip - Dark Blue Dual Cap - 1.11"" x 7.00""",Strouse-HQ,No Latex gloves to be worn or other latex products used during production,TRUE,Average,Default Cost Category,TRUE,37,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,"Ink 1
  Color: PMS 1797 Red
  Ink Type: LED
  Anilox: 600
  Print Cylinder: 89
  Vendor: ",,"08/01/2019 - Skip -  Marked new order notifications, we will need to make sure we have new printing plates and new print cylinders for this job the next time it runs if they have not already been taken care of. Need a new printing plate and a 89 tooth print cylinder. It would not hurt to order 2 print cylinders for Delta 8."
8689,"Die Cut Part 3M RP45 die cut and perfed 0.75"" x 0.75"" with tab",5,Unit-Base M (Use for Finished Goods),7,"Die Cut Part - 3M RP45 die cut and perfed - 0.75"" x 0.75"" with tab",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,247.78,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,Temporary material change to AFTC 5341 until 3M RP45 is available. 12/9/2021. DDebus
8691,Die Cut Part Gasket LCD Foam Calypso 71.5mm x 44.88mm,5,Unit-Base M (Use for Finished Goods),7,Die Cut Part - Gasket LCD Foam Calypso - 71.5mm x 44.88mm,Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,253.319,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
8692,Die Cut Part Foam TW Conn Retainer BTM Housing Calypso 4mm x 4mm,5,Unit-Base M (Use for Finished Goods),7,Die Cut Part - Foam TW Conn Retainer BTM Housing Calypso - 4mm x 4mm,Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,82.104,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
8693,"Female Carrier Strip Light Blue Dual Cap 1.11"" x 10.75""",5,Unit-Base M (Use for Finished Goods),7,"Female Carrier Strip - Light Blue Dual Cap - 1.11"" x 10.75""",Strouse-HQ,No Latex gloves to be worn or other latex products used during production,TRUE,Average,Default Cost Category,TRUE,56.5,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,"Ink 1
  Color: PMS 1797 Red
  Ink Type: LED
  Anilox: 600
  Print Cylinder: 89
  Vendor: ",,"12/1/2020 - RB - Need to make sure we use the MPAE tooling.

Skip 7/6/2020 - Marked pre-press meeting just as a reminder to use the DH 66 butt cutter for next run.  

Skip - 8/14/2019 - Marked new order notification to check to make sure the die has been sent out for retool or new tool ordered. Kurt Miller sent an email questioning what will be happening with the current die, wondering if it should be sent out for retool. This was Dustin's answer. Yes we are going to go ahead and send it out for retool. We will be pulling all of the data from the parts Kurt measured on the keyence and then determine if an entirely new tool is going to be necessary.
Thanks

"
8707,"Sheeted Part Volara 2A Foam & 3M 1522 1.25"" Dia",5,Unit-Base M (Use for Finished Goods),7,"Sheeted Part - Volara 2A Foam & 3M 1522 - 1.25"" Dia",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,79.61,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,"12/24/2020 - Skip - We went over this job and this is what we have decided to do moving forward. 

Here are the results of the meeting:

- We will keep using the Suretape HP 460 as a low tac 
- Depending on response from customer, We will order a new die to do the cross cuts and the lineal cuts all at the same time to sheet the parts. 
      - We will pull trim from both sides using this die providing the customer is ok with accepting a more narrow width on the outside lanes. 
- We need to see if we can get longer roll lengths
- We will build a polyflute sleeve to slide the bag onto.
- We will change the bag size to something bigger than 13"" x 20"".

6/18/2020 - RB - Job costing not good.  Need to look at for next run."
8717,"Sheeted Part Oral Hydration indicator 1.59"" x 2.80""",5,Unit-Base M (Use for Finished Goods),7,"Sheeted Part - Oral Hydration indicator - 1.59"" x 2.80""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,322.19,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,"Ink 1
  Color: FGN-6600  RED-40
  Ink Type: Water
  Anilox: 200
  Print Cylinder: 84
  Vendor: Colorcon NOTOX",See Engineering before Run,"5/4/223 - Please see Justin B. before running.  Issues with registration and print quality.

DDebus. 11/15/2022. Updated estimate to pack 250 parts per bag. Added step for finishing. Q 55805


Justin - 9/10/2019-NEED NEW PRINT PLATE FOR NEXT RUN
Rich - 9/6/2019 - Die came back from retool on 8/30.
Skip - 8/19/2019 The die needs to be retooled to the 24 point material. Rich has the ball on this. The plate will need to be compared to the die to see which one needs to be adjusted. Ron has taken pics of the current sensor setup so it can be set up this way the next time we run the job. Marked Order Notification. 

Skip 5/17/2019 - The last order, the die went out for retool and was cutting fine. 

Skip - 1/3/2019 - When we receive a new order, we will need to check on die number DA 885 to see if it is ok to run another order or do we want to order a new die. "
8725,"Sheeted Part Canister Label Assembly 5.73"" x 3.44""",3,"Each (Use for Boxes, Bags, Cores, Cases)",4,"Sheeted Part - Canister Label Assembly - 5.73"" x 3.44""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,11.694125,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
8726,"Sheeted Part RFID VHB label 1.25"" Dia",5,Unit-Base M (Use for Finished Goods),7,"Sheeted Part - RFID VHB label - 1.25"" Dia",Strouse-HQ,May need to double foam die.,TRUE,Average,Default Cost Category,TRUE,783.1399,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,"1/21/2022 - Skip - Marked new order identification and step notification. The die was dull at the end of the run and we ended up using the adjustable anvil.  I spoke with Ron Lilly and Phil about this and we have agreed to not retool. We want to see if we can run the entire next order using the adjustable anvil. Upon measuring he blades on the die after this run, they were .0006 short of the bearer and had a .002 to .0025 flat on them. A note has been placed in the die box to use the adjusable. I changed the JJ information to use the ACA right away to establish the correct cut depth. 
"
8727,Die Cut Part 3M 4914 10.3mm x 27.6mm,5,Unit-Base M (Use for Finished Goods),7,Die Cut Part - 3M 4914 - 10.3mm x 27.6mm,Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,313.73,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
8728,"Die Cut Part Matte Silver 1.5"" x 3.0""",5,Unit-Base M (Use for Finished Goods),7,"Die Cut Part - Matte Silver - 1.5"" x 3.0""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,229.95,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
8733,"Die Cut Part Hose Card Model 555 3.625"" Dia",5,Unit-Base M (Use for Finished Goods),7,"Die Cut Part - Hose Card Model 555 - 3.625"" Dia",Strouse-HQ,"Box labels are to be printed daily and core labels are to be printed at shift changes.  Raw material lot # to be included on the core label.  Core label to be placed on the box for each lot of raw material within the box.
Use all of one held lot before moving to the next.",TRUE,Average,Default Cost Category,TRUE,,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,"1/21/2021 - RB - New tool ordered today
12/15/2020 - RB - New tool not ordered but number is prepared DH 83
FN - 8/25/2020 - Need new tool if we receive an order
EDD - 2/21/2020 – Inspection Routine Needs Verified
"
8738,"Sheeted Part Magnetic Shield painted black 2.91"" x 0.70""",5,Unit-Base M (Use for Finished Goods),7,"Sheeted Part - Magnetic Shield painted black - 2.91"" x 0.70""",Strouse-HQ,Gaps and voids in adhesive and liner are acceptable per Engineering and Sales.,TRUE,Average,Default Cost Category,TRUE,2318.96,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,"1/8/2021 - RB - What are our plans moving forward?
EDD - 2/21/2020 – Inspection Routine Needs Verified
JB- Need parts from Amazon before running
RB - 7/27/2020 - Marked obsolete.  Need to get details of and add painting step. 

"
8747,"Die Cut Label Strouse Accuplace label 1.25"" Dia",5,Unit-Base M (Use for Finished Goods),7,"Die Cut Label - Strouse Accuplace label - 1.25"" Dia",Strouse-HQ,"Use the razor spacers from Funai/Lexmark - 1.375"" or 35 mm.  
Plates are mounted on AB 834 and AB 1096 - location P100 and P101.",TRUE,Average,Default Cost Category,TRUE,0,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,"Ink 1
  Color: Strouse Blue
  Ink Type: Water
  Anilox: 400
  Print Cylinder: 99
  Vendor: 

Ink 2
  Color: Strouse Green
  Ink Type: Water
  Anilox: 400
  Print Cylinder: 99
  Vendor: ",,
8751,"Butt Cut Part Hook Coin Fastener w/ Non-Engagement Edges - Gowns, 2.5"" 1"" x 2.5""",5,Unit-Base M (Use for Finished Goods),7,"Butt Cut Part - Hook Coin Fastener w/ Non-Engagement Edges - Gowns, 2.5"" - 1"" x 2.5""",Strouse-HQ,"Must track scrap, see QC or 3M Project Manager with questions.
Inspections: Every set visually check Op, Mid, & Gr lane for butt cut & deadening.
Every fourth set measure 1-lane; alternate lanes and indicate on IPIC the lane.",TRUE,Average,Default Cost Category,TRUE,8.33,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,"Skip 4-12-2019 - Issues with web breaking when running a different jj #. This may be a result of the die being dull. Sending AB 888 out for retool. Need to see if the tearing of the web goes away after die is retooled. If problem still persists, need to try one of the old dies. Marked new order notification and see engineering. "
8755,"Sheeted Part 3M 213 5.75"" x 2.5""",3,"Each (Use for Boxes, Bags, Cores, Cases)",4,"Sheeted Part - 3M 213 - 5.75"" x 2.5""",Strouse-HQ,Runs with 8756,TRUE,Average,Default Cost Category,TRUE,1.0585,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,"1/7/2020 - RB - New die purchased
11/26/2019 - RB - Need new flex die for next order"
8756,"Sheeted Part 3M 213 5.75"" x 2.5""",3,"Each (Use for Boxes, Bags, Cores, Cases)",4,"Sheeted Part - 3M 213 - 5.75"" x 2.5""",Strouse-HQ,Runs with 8755,TRUE,Average,Default Cost Category,TRUE,1.0585,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,"1/7/2020 - RB - New die purchased
11/26/2019 - RB - Need new flex die for next order"
8758,"Die Cut Part Tape, 0.5"" X 2.0"", Roll 2"" x 0.5""",5,Unit-Base M (Use for Finished Goods),7,"Die Cut Part - Tape, 0.5"" X 2.0"", Roll - 2"" x 0.5""",Strouse-HQ,"Wind rolls as loose as possible while still maintaining the integrity of the roll.
C of C required: w/ Stock Lot #
Note: Use Shaft Extension on product rewind",TRUE,Average,Default Cost Category,TRUE,68.9,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,See Engineering before Run,"PK - 6/2/22 - Justin and I worked with Ron on a previous run on D6.  We came up with another process that scores the adhesive open-faced and greatly improved issues such as the tab tearing out and the waste lanes weaving.  The press pics from this run are in the press pics folder on the network under JJ 8758/Delta 6 11-17-2021.  The only issues we experienced after this were related to the adhesive ""voids"" which will be present until 3M resolves the issue.  We should use this setup moving forward.

PK - 5/24/21- Need to look into additional ways to mitigate the tearing of the adhesive trim.

RB - 2/25/2021 - Set up is above estimate and rates are below estimates.
"
8762,Die Cut Part 3M 5915P 22.1mm x 10mm,3,"Each (Use for Boxes, Bags, Cores, Cases)",4,Die Cut Part - 3M 5915P - 22.1mm x 10mm,Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,0.3027,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,See Engineering before Run,"3/22/23 - PK - Had issues with chad ejection/air eject.  Ultimately used a bolt-on ceve roller buried on the die, a custom brass air eject tube (should be in the die box), and two air lines to blow chads out of eah lane in the web after the die.  Moving forward, our options are to add a rewind step (about 3 hours per 6000 parts) or purchase a pin-eject die."
