Reference #,Adjustment Account,Date,Posting Period,Memo,Item Name Number,Vlookup,ID,Item Display Name,Location,Units,Adjust Qty By,Est. Unit Cost,Subtotal,Memo,Internal ID
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-DIO-028,1,199,,BM Nagano,,3785,0.23,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-SIM-003,1,687,,BM Nagano,,3792,3.52,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CON-011,1,146,,BM Nagano,,3804,0.467,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-01A,1,880,,BM Nagano,,3862,0.0022,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CBL-006,1,132,,BM Nagano,,3942,0.81,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CON-025,1,161,,BM Nagano,,3947,0.173,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-REG-01D,1,522,,BM Nagano,,3996,3.95,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-ADH-00D,1,32,,BM Nagano,,4000.00002,0.0095,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CBL-007,1,133,,BM Nagano,,4030,0.081,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-PL-02A,1,475,,BM Nagano,,4340,0.15,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RF-01A,1,673,,BM Nagano,,4447,2.66,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-PL-025,1,470,,BM Nagano,,4450,0.25,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-DRIV-020,1,211,,BM Nagano,,4505,0.15,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CON-019,1,154,,BM Nagano,,4555,0.21,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-025,1,890,,BM Nagano,,4613,0.05,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-MNT-009,1,351,,BM Nagano,,4728,0.04,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-DIO-02E,1,204,,BM Nagano,,4885,0.0174,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-0DD,1,630,,BM Nagano,,4890,0.00093,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-PL-01C,1,461,,BM Nagano,,4891,1.15,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-SW-002,1,692,,BM Nagano,,4938,0.0705,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-PL-028,1,473,,BM Nagano,,4953,0.05,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-MCU-011,1,345,,BM Nagano,,5087,3.46,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-IND-05A,1,313,,BM Nagano,,5116,0.22,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-0DC,1,629,,BM Nagano,,5129,0.0399,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-00C,1,537,,BM Nagano,,5175,0.0016,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-IND-050,1,304,,BM Nagano,,5232,0.0571,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-PL-037,1,483,,BM Nagano,,5249,0.72,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-LBL-003,1,316,,BM Nagano,,5283.50002,0.1,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-BAT-003,1,34,,BM Nagano,,5339,1.28,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-PL-01E,1,463,,BM Nagano,,5361,0.53,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-PL-027,1,472,,BM Nagano,,5473,0.45,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-PL-020,1,465,,BM Nagano,,5726,0.14,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-071,1,106,,BM Nagano,,5794,0.00283,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-PL-034,1,480,,BM Nagano,,5795,1.1,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RF-02B,1,678,,BM Nagano,,5804,0.95,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-LBL-013,1,1095,,BM Nagano,,5824,0.05,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-040,1,75,,BM Nagano,,5863,0.0008,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-MCU-002,1,337,,BM Nagano,,5864,0.72,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-ADH-005,1,27,,BM Nagano,,5970,0.0175,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-PCB-00C,1,404,,BM Nagano,,5978,1.7,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-024,1,889,,BM Nagano,,6158,0.057,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-REG-00D,1,515,,BM Nagano,,6160,0.186,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-IND-044,1,292,,BM Nagano,,6169,0.07,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CBL-005,1,131,,BM Nagano,,6248,0.081,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-07A,1,112,,BM Nagano,,6460,0.102,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-051,1,592,,BM Nagano,,6695,0.00109,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-0E4,1,637,,BM Nagano,,6702,0.0282,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-DRIV-032,1,221,,BM Nagano,,6829,0.285,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RF-02A,1,677,,BM Nagano,,6912,0.171,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RF-015,1,667,,BM Nagano,,7344,15.75,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-PL-01D,1,462,,BM Nagano,,7370,0.75,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-FLT-001,1,226,,BM Nagano,,7467,0.388,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CON-027,1,162,,BM Nagano,,7568,0.335,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CON-048,1,172,,BM Nagano,,7638,3.57,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-TRSF-003,1,695,,BM Nagano,,7690,3.05,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-IND-048,1,296,,BM Nagano,,7882,0.49,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-07C,1,604,,BM Nagano,,7904,0.00083,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-IND-04B,1,299,,BM Nagano,,7910,0.48,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-0E0,1,633,,BM Nagano,,7946,0.0013,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-0DF,1,632,,BM Nagano,,7957,0.0083,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-IND-047,1,295,,BM Nagano,,7970,0.47,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-012,1,544,,BM Nagano,,7973,0.002,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-PL-044,1,493,,BM Nagano,,7996,0.02,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-IND-04F,1,303,,BM Nagano,,7999,0.3,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-022,1,557,,BM Nagano,,8028,0.0007,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-DRIV-022,1,213,,BM Nagano,,8034,0.54,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-07E,1,115,,BM Nagano,,8102,0.161,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RF-013,1,665,,BM Nagano,,8272,1.37,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-IND-013,1,265,,BM Nagano,,8313,0.17,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-IND-04E,1,302,,BM Nagano,,8377,0.3,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CON-01A,1,155,,BM Nagano,,8470,1.7,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-FUS-00B,1,246,,BM Nagano,,8642,0.13,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-MCU-012,1,346,,BM Nagano,,8659,1.28,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-MOS-00E,1,378,,BM Nagano,,8864,0.0398,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-IND-002,1,248,,BM Nagano,,8889,0.08,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-032,1,64,,BM Nagano,,8971,0.32468,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-DRIV-021,1,212,,BM Nagano,,9070,1.25,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-01B,1,554,,BM Nagano,,9327,0.001,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-036,1,573,,BM Nagano,,9344,0.00089,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-FUS-006,1,243,,BM Nagano,,9441,0.46,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-REG-01A,1,520,,BM Nagano,,9472,1.541,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-040,1,582,,BM Nagano,,9487,0.001,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-02B,1,896,,BM Nagano,,9672,0.0009,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-081,1,116,,BM Nagano,,9772,0.114,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-PL-01F,1,464,,BM Nagano,,9782,0.05,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-REG-021,1,524,,BM Nagano,,9806,0.85,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CON-044,1,168,,BM Nagano,,9819,0.75,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-0CB,1,613,,BM Nagano,,9906,0.00083,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-0D5,1,622,,BM Nagano,,9925,0.0013,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-08D,1,126,,BM Nagano,,9978,0.00078,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-PL-018,1,457,,BM Nagano,,10004,2.53,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-DRIV-031,1,220,,BM Nagano,,10020,0.327,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-02A,1,562,,BM Nagano,,10141,0.007,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-REG-019,1,519,,BM Nagano,,10158,2.931,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-030,1,62,,BM Nagano,,10165,0.0318,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-IND-04C,1,300,,BM Nagano,,10177,0.063,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-06F,1,600,,BM Nagano,,10260,0.00427,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-043,1,585,,BM Nagano,,10298,0.001,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CON-047,1,21,,BM Nagano,,10304,1.24,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-0D3,1,621,,BM Nagano,,10317,0.00214,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-0E7,1,640,,BM Nagano,,10335,0.00427,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-PL-036,1,482,,BM Nagano,,10415,0.4,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-056,1,596,,BM Nagano,,10502,0.00427,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-DIO-027,1,198,,BM Nagano,,10509,0.0118,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-MOS-005,1,368,,BM Nagano,,10864,0.03,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-LBL-006,1,319,,BM Nagano,,11072,0.05,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-FUS-008,1,245,,BM Nagano,,11280,0.198,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-FUS-001,1,239,,BM Nagano,,11298,0.1,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-IND-043,1,291,,BM Nagano,,11302,0.102,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-05B,1,597,,BM Nagano,,11302,0.01402,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-PL-035,1,481,,BM Nagano,,11545,0.03,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-IND-028,1,280,,BM Nagano,,11555,0.0435,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-PL-03A,1,486,,BM Nagano,,11700.00002,0.35,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-PL-032,1,478,,BM Nagano,,11763,0.5,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RF-01D,1,675,,BM Nagano,,11772,0.45,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RF-01E,1,676,,BM Nagano,,11775,0.45,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-DRIV-034,1,223,,BM Nagano,,11782,0.413,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-MOS-007,1,370,,BM Nagano,,11944,0.356,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-06D,1,102,,BM Nagano,,12026,0.00195,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-0CC,1,614,,BM Nagano,,12105,0.00083,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-0DB,1,628,,BM Nagano,,12139,0.00097,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-PL-019,1,458,,BM Nagano,,12341,0.31,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-PL-02D,1,477,,BM Nagano,,12535,0.1,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-OSC-00B,1,396,,BM Nagano,,12628,0.283,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-PL-01A,1,459,,BM Nagano,,12712,0.22,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-IND-055,1,309,,BM Nagano,,12752,0.074,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-FST-007,1,234,,BM Nagano,,12801,0.005,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-LCD-007,1,333,,BM Nagano,,13153,0.98,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-PL-021,1,466,,BM Nagano,,13237,0.02,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-039,1,575,,BM Nagano,,13252,0.001,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-IND-058,1,312,,BM Nagano,,13278,0.04686,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-IND-040,1,288,,BM Nagano,,13411,0.48,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-017,1,52,,BM Nagano,,13534,0.00407,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-IND-051,1,305,,BM Nagano,,13578,0.04686,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-PCKG-00E,1,423,,BM Nagano,,13616,0,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-IND-012,1,264,,BM Nagano,,13759,0.08,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-PCB-015,1,412,,BM Nagano,,13876,0.722,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-0CA,1,612,,BM Nagano,,13944,0.001,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-092,1,127,,BM Nagano,,14052,0.00078,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-IND-046,1,294,,BM Nagano,,14226,0.16,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-0E2,1,635,,BM Nagano,,14239,0.0098,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-PCKT-008,1,447,,BM Nagano,,14370,0,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RF-018,1,671,,BM Nagano,,14767,0.21,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-DRIV-033,1,222,,BM Nagano,,14955,0.108,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-07C,1,113,,BM Nagano,,15155,0.0018,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-070,1,105,,BM Nagano,,15306,0.00323,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-IND-057,1,311,,BM Nagano,,15320,0.04686,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-08A,1,125,,BM Nagano,,15322,0.00078,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-083,1,118,,BM Nagano,,15323,0.00078,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-088,1,123,,BM Nagano,,15323,0.00078,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-089,1,124,,BM Nagano,,15325,0.00078,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-082,1,117,,BM Nagano,,15327,0.00078,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-085,1,120,,BM Nagano,,15329,0.00078,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-087,1,122,,BM Nagano,,15329,0.00078,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CON-001,1,138,,BM Nagano,,15419,0.546,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-086,1,121,,BM Nagano,,15431,0.00078,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-084,1,119,,BM Nagano,,15451,0.00078,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CON-014,1,149,,BM Nagano,,15534,0.53,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-05F,1,598,,BM Nagano,,15540,0.01238,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-PCKT-007,1,446,,BM Nagano,,15564,0,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CON-021,1,157,,BM Nagano,,15730,0.64,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-IND-053,1,307,,BM Nagano,,15797,0.04686,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CON-046,1,170,,BM Nagano,,15848,1.03,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-072,1,107,,BM Nagano,,15861,0.00505,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-073,1,108,,BM Nagano,,15866,0.00259,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-048,1,82,,BM Nagano,,15919,0.0005,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-077,1,110,,BM Nagano,,16032,0.02923,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-DIO-002,1,182,,BM Nagano,,16314,0.061,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-IND-049,1,297,,BM Nagano,,16486,0.5,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-045,1,79,,BM Nagano,,16509,0.0008,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-MNT-00C,1,354,,BM Nagano,,16610,0.03,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-074,1,109,,BM Nagano,,16830,0.00242,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-IND-045,1,293,,BM Nagano,,17086,0.39,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-PCKG-039,1,1197,,BM Nagano,,17120,0,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-MOS-010,1,379,,BM Nagano,,17130,0.0094,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-IND-056,1,310,,BM Nagano,,17319,0.0454,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-06E,1,103,,BM Nagano,,17408,0.612,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-MOS-00B,1,374,,BM Nagano,,17467,0.058,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-03D,1,74,,BM Nagano,,17506,0.0008,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-0E1,1,634,,BM Nagano,,17939,0.0013,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-0F4,1,645,,BM Nagano,,18445,0.001,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-PL-033,1,479,,BM Nagano,,18548,0.03,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-DIO-026,1,197,,BM Nagano,,18914,0.0171,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-008,1,42,,BM Nagano,,19529,0.00195,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-MOS-015,1,383,,BM Nagano,,19689,0.0889,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-00E,1,539,,BM Nagano,,19830,0.0015,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-0D9,1,626,,BM Nagano,,19857,0.00093,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-017,1,550,,BM Nagano,,20119,0.001,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-0F5,1,646,,BM Nagano,,20313,0.001,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-IND-052,1,306,,BM Nagano,,20452,0.05636,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-0CF,1,617,,BM Nagano,,21033,0.00083,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-03F,1,581,,BM Nagano,,21685,0.001,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-073,1,601,,BM Nagano,,21905,0.0007,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-DIO-024,1,196,,BM Nagano,,22001,0.27,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-MOS-011,1,380,,BM Nagano,,22034,0.0526,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-064,1,599,,BM Nagano,,22923,0.00375,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-0CE,1,616,,BM Nagano,,23480,0.0912,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-0F3,1,644,,BM Nagano,,23701,0.00094,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-07D,1,114,,BM Nagano,,23962,0.106,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-MNT-007,1,349,,BM Nagano,,24381,0.001,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-029,1,561,,BM Nagano,,24541,0.0007,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CON-004,1,139,,BM Nagano,,24808,0.56,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-0D8,1,625,,BM Nagano,,24879,0.0019,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-077,1,602,,BM Nagano,,25608,0.0007,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-MNT-00F,1,357,,BM Nagano,,25652,0.02897,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-0F2,1,643,,BM Nagano,,26049,0.00094,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-0D0,1,618,,BM Nagano,,27054,0.00083,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-006,1,41,,BM Nagano,,30142,0.00195,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-0DE,1,631,,BM Nagano,,30220,0.0013,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-PCB-011,1,408,,BM Nagano,,32193,1.5,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-068,1,98,,BM Nagano,,32204,0.0358,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-MNT-011,1,359,,BM Nagano,,32294,0.0975,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-PL-029,1,474,,BM Nagano,,34289,0.1,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-041,1,583,,BM Nagano,,35457,0.001,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-MOS-016,1,384,,BM Nagano,,36061,0.036,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-LBL-001,1,314,,BM Nagano,,36222.50002,0.05,,,4774
