Reference #,Adjustment Account,Date,Posting Period,Memo,Item Name Number,Vlookup,ID,Item Display Name,Location,Units,Adjust Qty By,Est. Unit Cost,Subtotal,Memo,Internal ID
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-0C9,1,611,,BM Nagano,,37199,0.00083,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-FST-00B,1,238,,BM Nagano,,37223,0.005,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-00B,1,45,,BM Nagano,,37476,0.0171,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-PCB-013,1,410,,BM Nagano,,37594,0.75,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-BAT-005,1,36,,BM Nagano,,37883,1.28,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-MNT-021,1,363,,BM Nagano,,38900,0.03,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-066,1,96,,BM Nagano,,40191,0.04546,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CBL-009,1,135,,BM Nagano,,40329,0.081,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-067,1,97,,BM Nagano,,41152,0.06123,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-LCD-006,1,332,,BM Nagano,,43089,1.21,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-0F1,1,642,,BM Nagano,,44037,0.0004,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-0E5,1,638,,BM Nagano,,44352,0.0073,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-LBL-002,1,315,,BM Nagano,,45128,0.05,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CON-013,1,148,,BM Nagano,,47330,0.09,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RF-002,1,651,,BM Nagano,,47355,0.19,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-IND-04A,1,298,,BM Nagano,,47822,0.065,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-MNT-010,1,358,,BM Nagano,,48882,0.01,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CON-020,1,156,,BM Nagano,,49564,0.21,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CON-012,1,147,,BM Nagano,,50099,0.081,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-LBL-005,1,318,,BM Nagano,,51223,0.03,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-0E3,1,636,,BM Nagano,,51608,0.0008,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-013,1,545,,BM Nagano,,53924,0.0015,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CON-034,1,164,,BM Nagano,,54496,0.19,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CON-038,1,167,,BM Nagano,,58333,0.04,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-PL-01B,1,460,,BM Nagano,,61400,0.13,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-00F,1,541,,BM Nagano,,64139,0.0015,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-028,1,57,,BM Nagano,,69685,0.08634,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CBL-010,1,136,,BM Nagano,,71978,0.27,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-FLT-002,1,227,,BM Nagano,,72131,0.0285,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-DIO-006,1,186,,BM Nagano,,74156,0.057,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-018,1,551,,BM Nagano,,75933,0.001,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-DIO-02A,1,201,,BM Nagano,,83236,0.0106,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-MNT-00A,1,352,,BM Nagano,,89182,0.055,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-06C,1,101,,BM Nagano,,92157,0.00195,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-01B,1,881,,BM Nagano,,94594,0.00183,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-0D6,1,623,,BM Nagano,,100109,0.00132,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-094,1,129,,BM Nagano,,100121,0.00078,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-0F8,1,648,,BM Nagano,,100123,0.00091,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-MOS-019,1,387,,BM Nagano,,100712,0.0519,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-OSC-00E,1,397,,BM Nagano,,102117,0,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-003,1,857,,BM Nagano,,102316,0.0023,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-MNT-00E,1,356,,BM Nagano,,102750,0.0025,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CON-049,1,173,,BM Nagano,,103719,0.24,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CON-053,1,180,,BM Nagano,,103804,0.188,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-SENS-006,1,684,,BM Nagano,,104254,0.37,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-LED-003,1,336,,BM Nagano,,105869,0.3,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-046,1,80,,BM Nagano,,108215,0.0307,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-019,1,54,,BM Nagano,,109191,0.0014,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-0F7,1,647,,BM Nagano,,109921,0.00091,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-PCB-00E,1,406,,BM Nagano,,110604,1.53,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-DRIV-02A,1,219,,BM Nagano,,118598,0.8788,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-0E6,1,639,,BM Nagano,,119209,0.031,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-044,1,586,,BM Nagano,,121039,0.001,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-PCKG-016,1,430,,BM Nagano,,123115,0,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-0F0,1,641,,BM Nagano,,124009,0.0007,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-03D,1,579,,BM Nagano,,124316,0.00085,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-FST-00A,1,237,,BM Nagano,,125435,0.005,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-037,1,69,,BM Nagano,,125683,0.06,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-055,1,595,,BM Nagano,,126657,0.00127,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-IND-04D,1,301,,BM Nagano,,127487,0.055,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-04C,1,589,,BM Nagano,,128277,0.00083,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-0CD,1,615,,BM Nagano,,129327,0.0056,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-MNT-008,1,350,,BM Nagano,,129542,0.04,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-MOS-018,1,386,,BM Nagano,,130741,0.035,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-ADH-002,1,24,,BM Nagano,,131240,0.03,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-0D7,1,624,,BM Nagano,,135163,0.0376,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-SENS-007,1,685,,BM Nagano,,137760,1.6,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-045,1,587,,BM Nagano,,142291,0.001,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-SENS-005,1,683,,BM Nagano,,142566,0.394,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-01F,1,556,,BM Nagano,,142681,0.0012,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-IND-026,1,278,,BM Nagano,,143338,0.065,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-DIO-030,1,206,,BM Nagano,,145542,0.035,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-IND-01E,1,272,,BM Nagano,,145694,0.06,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-0F9,1,649,,BM Nagano,,147150,0.00084,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-PCB-00A,1,402,,BM Nagano,,147963,0.63,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-DRIV-03B,1,225,,BM Nagano,,150427,2.48,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-0BF,1,610,,BM Nagano,,153175,0.00083,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-DIO-023,1,195,,BM Nagano,,158308,0.064,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-01C,1,55,,BM Nagano,,162832,0.002,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-02E,#N/A,60,,BM Nagano,,164976,0.0318,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RF-012,#N/A,664,,BM Nagano,,166297,0.667,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-IND-027,#N/A,279,,BM Nagano,,169106,0.063,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-016,#N/A,549,,BM Nagano,,179776,0.009,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-07A,#N/A,603,,BM Nagano,,180031,0.00096,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-IND-00A,#N/A,256,,BM Nagano,,183694,0.0143,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-00D,#N/A,47,,BM Nagano,,184950,0.0065,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-IND-029,#N/A,281,,BM Nagano,,185357,0.0595,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RF-011,#N/A,663,,BM Nagano,,202637,0.68,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-ADH-003,#N/A,25,,BM Nagano,,204150,0.021,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-MOS-012,#N/A,381,,BM Nagano,,207376,0.03,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-042,#N/A,76,,BM Nagano,,208185,0.03793,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-IND-041,#N/A,289,,BM Nagano,,209462,0.049,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-054,#N/A,594,,BM Nagano,,209462,0.0024,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-003,#N/A,528,,BM Nagano,,209931,0.0015,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-IND-005,#N/A,251,,BM Nagano,,215875,0.07,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-010,#N/A,542,,BM Nagano,,220645,0.0012,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-DIO-021,#N/A,194,,BM Nagano,,222817,0.0342,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-IND-006,#N/A,252,,BM Nagano,,230236,0.067,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-FST-008,#N/A,235,,BM Nagano,,243411,0.005,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-DIO-02C,#N/A,202,,BM Nagano,,244001,0.04,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-029,#N/A,894,,BM Nagano,,250326,0.0048,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-IND-025,#N/A,277,,BM Nagano,,261979,0.0947,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-ADH-004,#N/A,26,,BM Nagano,,264100,0.03,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-MNT-00D,#N/A,355,,BM Nagano,,265353,0.02,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-06F,#N/A,104,,BM Nagano,,270004,0.007,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-IND-004,#N/A,250,,BM Nagano,,284440,0.039,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-FST-009,#N/A,236,,BM Nagano,,287826,0.005,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-IND-03A,#N/A,284,,BM Nagano,,288654,0.0236,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-00E,#N/A,48,,BM Nagano,,289768,0.01525,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-DIO-02D,#N/A,203,,BM Nagano,,298644,0.02,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-060,#N/A,94,,BM Nagano,,305542,0.00182,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-MCU-00E,#N/A,2444,,BM Nagano,,312350,1.48,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-MOS-00C,#N/A,375,,BM Nagano,,335441,0.02,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-05D,#N/A,91,,BM Nagano,,345272,0.002,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-05A,#N/A,88,,BM Nagano,,358160,0.00183,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-006,#N/A,531,,BM Nagano,,366050,0.00098,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-004,#N/A,529,,BM Nagano,,367012,0.00072,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-OSC-009,#N/A,395,,BM Nagano,,374818,0.24,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CON-037,#N/A,166,,BM Nagano,,378699,0.0335,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-MOS-00D,#N/A,376,,BM Nagano,,392064,0.0236,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RF-010,#N/A,662,,BM Nagano,,414903,1.23,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-OSC-008,#N/A,394,,BM Nagano,,430511,0.2,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-05B,#N/A,89,,BM Nagano,,431058,0.002,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-SENS-003,#N/A,681,,BM Nagano,,439992,0.25,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-SW-001,#N/A,691,,BM Nagano,,461962,0.0705,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-005,#N/A,40,,BM Nagano,,477020,0.00342,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-035,#N/A,67,,BM Nagano,,477382,0.03507,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-SENS-004,#N/A,682,,BM Nagano,,485697,0.25,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-OSC-002,#N/A,389,,BM Nagano,,523868,0.23,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-03B,#N/A,73,,BM Nagano,,528430,0.01464,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-002,#N/A,38,,BM Nagano,,555947,0.00204,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-078,#N/A,111,,BM Nagano,,556927,0.00201,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-034,#N/A,66,,BM Nagano,,557728,0.0253,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-05E,#N/A,92,,BM Nagano,,585685,0.0091,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-023,#N/A,558,,BM Nagano,,598859,0.00085,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-DIO-02F,#N/A,205,,BM Nagano,,614718,0.0362,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-015,#N/A,50,,BM Nagano,,631480,0.00771,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-093,#N/A,128,,BM Nagano,,650178,0.00078,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-IND-03B,#N/A,285,,BM Nagano,,670338,0.0058,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-DIO-029,#N/A,200,,BM Nagano,,687920,0.0373,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-MOS-00A,#N/A,373,,BM Nagano,,711437,0.032,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-IND-039,#N/A,283,,BM Nagano,,751379,0.0088,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-0D2,#N/A,620,,BM Nagano,,754748,0.0083,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-007,#N/A,532,,BM Nagano,,778316,0.00072,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-IND-037,#N/A,282,,BM Nagano,,810139,0.03117,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-MOS-004,#N/A,367,,BM Nagano,,811471,0.02,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-008,#N/A,533,,BM Nagano,,858865,0.00066,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-05C,#N/A,90,,BM Nagano,,912171,0.00199,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-MCU-007,#N/A,340,,BM Nagano,,933627,2.46,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-02A,#N/A,58,,BM Nagano,,945860,0.00668,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-00C,#N/A,46,,BM Nagano,,947602,0.00061,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-004,#N/A,39,,BM Nagano,,1023685,0.00195,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-LED-001,#N/A,334,,BM Nagano,,1029495,0.07,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-001,#N/A,37,,BM Nagano,,1045117,0.00169,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-00F,#N/A,49,,BM Nagano,,1148585,0.15429,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-016,#N/A,51,,BM Nagano,,1444129,0.00074,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-IND-03E,#N/A,287,,BM Nagano,,1520721,0.09,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-009,#N/A,43,,BM Nagano,,1623755,0.00183,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-DIO-001,#N/A,181,,BM Nagano,,1708683,0.0128,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-005,#N/A,530,,BM Nagano,,1854273,0.0007,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-015,#N/A,547,,BM Nagano,,1948150,0.0066,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-FLT-004,#N/A,229,,BM Nagano,,2112828,0.0065,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-001,#N/A,525,,BM Nagano,,2630241,0.00115,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-009,#N/A,534,,BM Nagano,,2661912,0.00095,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-01D,#N/A,56,,BM Nagano,,5240224,0.00915,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-RES-002,#N/A,526,,BM Nagano,,5282245,0.0013,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-00A,#N/A,44,,BM Nagano,,5565491,0.00207,,,4774
,3895,11/30/2022,Nov-22,Opening Balance Inventory,NCSS-CAP-02D,#N/A,59,,BM Nagano,,8549199,0.02009,,,4774
